Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Приморско-Ахтарская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035					
1	"Число избирателей, внесенных в список избирателей"	41791	893	1455	1644	844	1190	2266	2189	2114	1595	2047	1972	1725	1726	837	1968	1095	198	1159	1270	377	1706	1694	527	263	551	283	1329	1255	797	620	1552	695	535	1233	187					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39485	860	1290	1400	1330	1000	2000	1800	1800	1500	1800	1600	1600	1400	750	1800	1000	200	1300	1300	350	1640	1640	613	250	540	270	1300	1300	800	620	1700	680	520	1350	182					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27047	608	809	895	795	660	1168	1174	1179	825	1108	1013	1094	857	442	1173	643	128	1071	964	201	1617	1544	269	174	311	214	962	1150	681	476	987	459	446	867	83					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2322	42	36	46	49	58	55	68	83	60	122	148	54	55	40	245	25	15	80	98	66	21	93	19	39	57	14	89	37	60	120	142	36	14	52	84					
6	Число погашенных избирательных бюллетеней	10116	210	445	459	486	282	777	558	538	615	570	439	452	488	268	382	332	57	149	238	83	2	3	325	37	172	42	249	113	59	24	571	185	60	431	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2322	42	36	46	49	58	55	68	83	60	122	148	54	55	40	245	25	15	80	98	66	21	93	19	39	57	14	89	37	60	120	142	36	14	52	84					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27023	608	809	894	795	659	1168	1174	1167	818	1107	1013	1092	857	442	1173	643	128	1071	964	201	1617	1544	269	174	311	214	962	1150	681	476	987	459	446	867	83					
9	Число недействительных избирательных бюллетеней	323	12	14	15	10	21	9	20	26	13	15	13	8	8	10	18	6	0	14	8	7	0	0	10	0	0	4	0	5	2	0	24	2	4	25	0					
10	Число действительных избирательных бюллетеней	29022	638	831	925	834	696	1214	1222	1224	865	1214	1148	1138	904	472	1400	662	143	1137	1054	260	1638	1637	278	213	368	224	1051	1182	739	596	1105	493	456	894	167					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1293	28	65	50	30	26	65	38	70	75	55	60	70	43	25	65	34	15	40	45	15	35	35	51	6	26	10	35	35	20	20	35	12	10	45	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1278	28	65	50	23	24	65	38	70	75	54	60	70	43	22	64	34	15	40	45	15	35	35	51	6	26	10	35	35	20	20	35	12	10	45	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	466	7	19	24	11	20	34	28	12	4	43	21	26	15	20	25	43	12	16	9	10	3	5	5	8	6	4	10	0	3	3	3	2	2	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	15	0	0	0	7	2	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	137	3	9	4	4	3	11	8	4	8	7	7	10	4	1	13	4	0	5	7	0	2	4	0	1	1	3	3	2	0	2	4	1	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3053	59	138	148	115	91	165	159	167	127	191	170	187	131	45	153	89	22	119	78	38	29	19	24	30	76	27	104	66	57	48	3	39	18	93	28					
		10.40%	9.08%	16.33%	15.74%	13.63%	12.69%	13.49%	12.80%	13.36%	14.46%	15.54%	14.64%	16.32%	14.36%	9.34%	10.79%	13.32%	15.38%	10.34%	7.34%	14.23%	1.77%	1.16%	8.33%	14.08%	20.65%	11.84%	9.90%	5.56%	7.69%	8.05%	0.27%	7.88%	3.91%	10.12%	16.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2717	54	120	164	143	77	122	136	185	27	143	176	138	142	74	335	95	18	48	100	38	3	2	33	16	2	20	4	58	44	50	5	61	49	23	12					
		9.26%	8.31%	14.20%	17.45%	16.94%	10.74%	9.98%	10.95%	14.80%	3.08%	11.64%	15.16%	12.04%	15.57%	15.35%	23.62%	14.22%	12.59%	4.17%	9.42%	14.23%	0.18%	0.12%	11.46%	7.51%	0.54%	8.77%	0.38%	4.89%	5.94%	8.39%	0.44%	12.32%	10.65%	2.50%	7.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	265	12	11	12	14	15	9	10	18	6	9	22	14	19	4	26	7	0	12	4	0	0	0	2	0	0	0	11	3	4	4	0	3	0	10	4					
		0.90%	1.85%	1.30%	1.28%	1.66%	2.09%	0.74%	0.81%	1.44%	0.68%	0.73%	1.89%	1.22%	2.08%	0.83%	1.83%	1.05%	0.00%	1.04%	0.38%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	1.05%	0.25%	0.54%	0.67%	0.00%	0.61%	0.00%	1.09%	2.40%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5781	138	266	281	244	197	325	381	331	229	312	297	301	270	75	277	149	15	217	129	53	62	21	63	49	6	24	195	98	68	57	181	170	111	173	16					
		19.70%	21.23%	31.48%	29.89%	28.91%	27.48%	26.57%	30.68%	26.48%	26.08%	25.39%	25.58%	26.27%	29.61%	15.56%	19.53%	22.31%	10.49%	18.85%	12.15%	19.85%	3.79%	1.28%	21.88%	23.00%	1.63%	10.53%	18.55%	8.26%	9.18%	9.56%	16.03%	34.34%	24.13%	18.82%	9.58%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	479	12	22	30	18	13	33	47	46	10	39	32	57	34	6	20	21	1	10	0	5	0	0	0	0	0	1	7	2	0	3	0	0	4	6	0					
