Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Борисовская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296					
1	"Число избирателей, внесенных в списки"	20175	593	866	1414	41	1322	1259	1220	1226	1336	1262	537	353	203	457	380	1071	141	363	868	587	469	354	1324	137	466	414	334	133	1045					
2	"Число бюллетеней, полученных участковыми комиссиями"	18372	541	787	1272	42	1191	1136	1099	1109	1199	1130	488	358	205	406	375	967	140	329	786	531	427	320	1193	138	421	426	345	138	873					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13475	372	592	913	41	872	742	834	853	888	732	357	270	176	266	193	732	102	229	623	353	321	273	1065	103	307	272	217	97	680					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1731	35	40	31	0	45	19	26	31	24	57	49	35	23	88	108	108	35	78	83	134	72	38	127	12	67	106	65	26	169					
6	Число погашенных бюллетеней	3166	134	155	328	1	274	375	239	225	287	341	82	53	6	52	74	127	3	22	80	44	34	9	1	23	47	48	63	15	24					
7	Число бюллетеней в переносных ящиках для голосования	1731	35	40	31	0	45	19	26	31	24	57	49	35	23	88	108	108	35	78	83	134	72	38	127	12	67	106	65	26	169					
8	Число бюллетеней в стационарных ящиках для голосования	13472	372	592	913	41	872	742	834	852	886	732	357	270	176	266	193	732	102	229	623	353	321	273	1065	103	307	272	217	97	680					
9	Число недействительных бюллетеней	332	5	30	11	1	27	11	16	16	8	17	5	3	0	9	0	3	1	1	4	9	13	7	33	4	19	8	22	3	46					
10	Число действительных бюллетеней	14871	402	602	933	40	890	750	844	867	902	772	401	302	199	345	301	837	136	306	702	478	380	304	1159	111	355	370	260	120	803					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	3	5	7	0	9	6	9	86	7	3	3	2	3	3	3	4	2	5	2	2	4	2	3	2	5	4	5	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	71	1	3	6	0	5	6	5	4	5	3	2	0	1	2	0	4	0	4	2	1	4	0	1	0	4	2	4	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	160	0	1	8	41	2	2	1	3	6	1	0	1	0	3	7	0	2	1	0	0	0	1	4	0	2	0	1	0	73					
14	Число погашенных открепительных удостоверений	126	2	2	1	0	4	0	4	82	2	0	1	2	2	1	3	0	2	1	0	1	0	2	2	2	1	2	1	3	3					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	243	8	19	16	0	16	13	14	12	9	15	14	6	0	5	2	8	1	5	5	15	4	10	16	3	5	7	3	0	12					
		1.59%	1.96%	3.00%	1.69%	0.0%	1.74%	1.70%	1.62%	1.35%	0.98%	1.90%	3.44%	1.96%	0.0%	1.41%	0.66%	0.95%	0.72%	1.62%	0.70%	3.08%	1.01%	3.21%	1.34%	2.60%	1.33%	1.85%	1.06%	0.0%	1.41%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	171	5	12	7	0	7	13	12	10	25	22	3	2	2	1	1	5	1	3	7	11	2	0	8	0	2	1	1	1	7					
