Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Чернушинская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328	УИК №4329	УИК №4330	УИК №4331	УИК №4332	УИК №4333	УИК №4334	УИК №4335	УИК №4336	УИК №4337	УИК №4338	УИК №4339					
1	"Число избирателей, внесенных в списки"	39268	1926	1912	736	937	1196	759	2090	2086	2056	2066	2375	1798	1950	1696	1994	1194	675	836	279	451	1141	682	674	690	350	849	504	245	1125	464	232	540	257	242	427	372	503	693	266					
2	"Число бюллетеней, полученных участковыми комиссиями"	39900	1960	2000	780	950	1100	770	2000	2120	2000	2100	2350	1800	2000	1600	1800	1280	660	950	280	460	1000	790	620	840	380	850	530	260	1280	500	300	600	280	250	480	400	550	730	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22599	870	972	356	525	606	390	1169	1152	1290	1380	1500	1129	1221	1105	1176	850	359	378	186	276	577	379	239	440	225	379	303	156	538	259	123	340	185	168	285	230	286	391	206					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2964	24	37	14	106	44	32	123	48	60	43	26	19	37	34	189	22	13	244	48	97	78	112	180	69	66	217	117	39	183	90	72	40	15	40	78	86	89	97	36					
6	Число погашенных бюллетеней	14337	1066	991	410	319	450	348	708	920	650	677	824	652	742	461	435	408	288	328	46	87	345	299	201	331	89	254	110	65	559	151	105	220	80	42	117	84	175	242	58					
7	Число бюллетеней в переносных ящиках для голосования	2882	24	37	14	106	44	32	41	48	60	43	26	19	37	34	189	22	13	244	48	97	78	112	180	69	66	217	117	39	183	90	72	40	15	40	78	86	89	97	36					
8	Число бюллетеней в стационарных ящиках для голосования	22678	870	972	356	525	606	390	1251	1152	1290	1380	1500	1126	1221	1105	1176	850	359	378	186	276	577	379	239	440	225	379	303	156	538	259	123	340	185	168	285	230	286	391	206					
9	Число недействительных бюллетеней	532	43	23	3	1	11	9	9	20	17	24	44	20	23	16	19	11	7	11	6	7	22	15	4	16	8	6	14	7	22	16	3	13	5	2	13	12	15	7	8					
10	Число действительных бюллетеней	25028	851	986	367	630	639	413	1283	1180	1333	1399	1482	1125	1235	1123	1346	861	365	611	228	366	633	476	415	493	283	590	406	188	699	333	192	367	195	206	350	304	360	481	234					
