Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Верхнепышминская городская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211					
1	"Число избирателей, внесенных в списки избирателей"	56696	2723	2839	1273	2225	2143	2614	2269	2132	1280	2751	3023	2382	2464	1404	2117	2010	3073	2097	2706	1064	198	2138	720	1360	631	1844	217	1985	185	291	208	165	1243	414	508					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48660	2500	2500	1100	2000	2000	2500	2000	2000	1200	2500	2500	2000	2000	1000	2000	1500	2500	1500	2500	900	180	2000	500	1000	500	1500	200	1500	180	200	175	175	1000	400	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32806	1713	1727	675	1249	1275	1587	1365	1368	745	1608	1721	1268	1434	727	1323	1195	1770	1266	1657	574	142	1178	286	799	337	964	118	1180	105	119	108	96	668	157	302					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1416	27	40	81	168	29	35	16	10	55	20	22	16	27	36	23	26	33	32	42	36	0	57	124	33	27	58	4	22	18	72	28	5	108	83	3					
6	Число погашенных избирательных бюллетеней	14438	760	733	344	583	696	878	619	622	400	872	757	716	539	237	654	279	697	202	801	290	38	765	90	168	136	478	78	298	57	9	39	74	224	160	145					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1416	27	40	81	168	29	35	16	10	55	20	22	16	27	36	23	26	33	32	42	36	0	57	124	33	27	58	4	22	18	72	28	5	108	83	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32803	1713	1725	675	1249	1275	1587	1365	1368	745	1608	1721	1268	1434	727	1323	1195	1770	1266	1657	574	142	1178	286	798	337	964	118	1180	105	119	108	96	668	157	302					
9	Число недействительных избирательных бюллетеней	327	14	29	6	21	8	9	15	12	5	8	15	20	16	10	18	11	21	9	18	6	2	17	2	4	0	12	1	7	1	0	1	0	7	0	2					
10	Число действительных избирательных бюллетеней	33892	1726	1736	750	1396	1296	1613	1366	1366	795	1620	1728	1264	1445	753	1328	1210	1782	1289	1681	604	140	1218	408	827	364	1010	121	1195	122	191	135	101	769	240	303					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	683	20	30	10	23	15	30	29	26	10	25	30	19	30	10	20	20	100	20	30	5	5	15	15	30	10	30	5	15	5	5	5	5	10	15	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	555	18	21	10	17	15	22	22	26	8	25	26	19	21	6	19	18	74	20	28	4	5	14	4	28	8	24	1	11	5	2	0	3	10	15	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	402	44	13	3	12	9	6	7	21	2	6	15	10	4	10	13	21	16	14	24	6	24	5	21	20	4	16	6	5	3	12	4	2	11	11	2					
14	Число погашенных неиспользованных открепительных удостоверений	128	2	9	0	6	0	8	7	0	2	0	4	0	9	4	1	2	26	0	2	1	0	1	11	2	2	6	4	4	0	3	5	2	0	0	5					
