Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Сычевская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340					
1	"Число избирателей, внесенных в список"	11640	179	155	205	171	284	79	365	359	168	492	184	346	370	186	397	111	565	204	170	166	345	2449	2595	1095					
2	Число полученных избирательных бюллетеней	11780	182	160	201	173	292	78	346	363	173	494	185	352	379	195	401	117	582	211	173	175	350	2408	2626	1164					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6195	149	98	102	138	128	55	138	155	118	238	62	254	163	113	237	96	337	123	95	108	230	1237	1356	465					
5	"Число избирательных бюллетеней, выданных вне помещения"	1456	0	34	68	0	90	13	130	109	32	107	101	50	102	36	84	0	39	27	37	2	80	139	76	100					
6	Число погашенных избирательных бюллетеней	4129	33	28	31	35	74	10	78	99	23	149	22	48	114	46	80	21	206	61	41	65	40	1032	1194	599					
7	Число избирательных бюллетеней в переносных ящиках	1456	0	34	68	0	90	13	130	109	32	107	101	50	102	36	84	0	39	27	37	2	80	139	76	100					
8	Число бюллетеней в стационарных ящиках для голосования	6194	149	98	101	138	128	55	138	155	118	238	62	254	163	113	237	96	337	123	95	108	230	1237	1356	465					
9	Число недействительных избирательных бюллетеней	44	1	0	0	0	1	0	0	1	0	0	0	4	4	3	0	0	1	2	0	0	0	15	10	2					
10	Число действительных избирательных бюллетеней	7606	148	132	169	138	217	68	268	263	150	345	163	300	261	146	321	96	375	148	132	110	310	1361	1422	563					
11	Число полученных открепительных  удостоверений	420	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	35	40	30					
12	Число выданных открепительных удостоверений	54	0	2	0	0	3	0	1	0	2	2	2	1	0	0	0	0	1	0	0	1	1	17	17	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	1	2	2	1	1	2	1	1	2	4	0	1	0	2	4	1	3	1	5	1	0	13	4	0					
14	Число неиспользованных открепительных удостоверений	366	15	13	15	15	12	15	14	15	13	13	13	14	15	15	15	15	14	15	15	14	14	18	23	26					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	166	0	2	2	0	3	2	3	1	0	5	3	4	5	3	4	0	2	3	0	7	6	36	56	19					
		2.17%	0.00%	1.52%	1.18%	0.00%	1.38%	2.94%	1.12%	0.38%	0.00%	1.45%	1.84%	1.32%	1.89%	2.01%	1.25%	0.00%	0.53%	2.00%	0.00%	6.36%	1.94%	2.62%	3.91%	3.36%					
19	. Малышкин Олег Александрович	181	11	1	5	0	6	0	5	5	0	8	3	4	8	4	9	0	11	6	0	4	3	43	35	10					
		2.37%	7.38%	0.76%	2.96%	0.00%	2.75%	0.00%	1.87%	1.89%	0.00%	2.32%	1.84%	1.32%	3.02%	2.68%	2.80%	0.00%	2.93%	4.00%	0.00%	3.64%	0.97%	3.12%	2.44%	1.77%					
20	. Миронов Сергей Михайлович	61	0	2	2	1	2	2	3	2	2	0	0	0	1	0	3	0	2	2	2	1	2	10	21	1					
		0.80%	0.00%	1.52%	1.18%	0.72%	0.92%	2.94%	1.12%	0.76%	1.33%	0.00%	0.00%	0.00%	0.38%	0.00%	0.93%	0.00%	0.53%	1.33%	1.52%	0.91%	0.65%	0.73%	1.47%	0.18%					
21	. Путин Владимир Владимирович	5455	95	101	113	123	164	48	232	194	114	264	136	261	194	97	191	89	268	108	104	87	272	872	949	379					
		71.31%	63.76%	76.52%	66.86%	89.13%	75.23%	70.59%	86.57%	73.48%	76.00%	76.52%	83.44%	85.86%	73.21%	65.10%	59.50%	92.71%	71.28%	72.00%	78.79%	79.09%	87.74%	63.37%	66.27%	67.08%					
22	. Хакамада Ирина Муцуовна	165	3	0	1	0	6	1	3	1	2	2	4	0	5	0	6	1	6	7	5	1	2	40	53	16					
		2.16%	2.01%	0.00%	0.59%	0.00%	2.75%	1.47%	1.12%	0.38%	1.33%	0.58%	2.45%	0.00%	1.89%	0.00%	1.87%	1.04%	1.60%	4.67%	3.79%	0.91%	0.65%	2.91%	3.70%	2.83%					
23	. Харитонов Николай Михайлович	1390	37	25	41	13	29	13	20	56	28	60	14	24	42	38	98	5	78	19	19	8	24	315	266	118					
		18.17%	24.83%	18.94%	24.26%	9.42%	13.30%	19.12%	7.46%	21.21%	18.67%	17.39%	8.59%	7.89%	15.85%	25.50%	30.53%	5.21%	20.74%	12.67%	14.39%	7.27%	7.74%	22.89%	18.58%	20.88%					
																															
24	Против всех	188	2	1	5	1	7	2	2	4	4	6	3	7	6	4	10	1	8	3	2	2	1	45	42	20					
		2.46%	1.34%	0.76%	2.96%	0.72%	3.21%	2.94%	0.75%	1.52%	2.67%	1.74%	1.84%	2.30%	2.26%	2.68%	3.12%	1.04%	2.13%	2.00%	1.52%	1.82%	0.32%	3.27%	2.93%	3.54%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
