Выборы Президента Российской Федерации																																																																													
Дата голосования: 04.03.2012																																																																													
																																																																													
Наименование Избирательной комиссии:    Челябинск, Ленинская																																																																													
																																																																													
Сводная таблица итогов голосования																																																																													
																																																																													
	Число участковых избирательных комиссий	66																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	66																																																																											
																																																																													
		Сумма	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052									
1	Число избирателей, включенных в список избирателей	145294	2608	2695	2657	2451	2613	2431	2290	2653	2418	2370	2263	2224	1675	2646	2363	1937	1950	2016	1835	1696	2249	2255	2361	2605	2322	1801	1345	2325	2589	1942	1697	1605	2259	2059	2387	1641	2034	1995	2229	1409	1659	1412	2530	1313	1660	2644	2185	2012	2278	2545	2586	2645	2465	1898	1735	2088	2510	2504	2613	2250	2677	2213	2250	2608	2467	2647									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	120200	2100	2100	2100	2000	2100	2000	2000	2200	2000	2100	2000	2000	1300	2200	2000	1600	1600	1600	1500	1500	2000	2000	2000	2100	2000	1500	1000	2000	2000	1600	1500	1200	2000	1600	2000	1200	1600	1600	2000	1200	1300	1200	2100	1200	1300	2000	2000	1600	2000	2100	2000	2200	2000	1600	1500	1600	2000	2000	2100	2000	2100	2000	2000	2100	2000	2100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	87585	1460	1650	1475	1564	1713	1490	1555	1500	1514	1278	1507	1436	906	1498	1316	1169	1168	1131	1074	921	1250	1259	1688	1564	1459	985	727	1274	1623	858	946	1006	1440	1267	1394	988	1404	1265	1555	1026	1085	1098	1664	774	1056	1642	1216	1164	1289	1909	1565	1493	1831	1045	932	1187	1613	1528	1522	1258	1471	1191	1492	1302	1250	1705									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4760	45	28	95	50	42	26	29	67	108	99	47	49	62	57	36	110	55	159	83	84	99	118	43	78	73	38	37	77	54	277	21	99	71	49	35	41	52	69	22	44	48	101	16	48	26	65	152	59	86	96	99	302	54	9	62	88	99	37	43	49	52	83	106	45	49	158									
6	Число погашенных избирательных бюллетеней	27854	595	422	530	386	345	484	416	633	378	722	446	515	332	645	648	321	377	310	343	495	651	623	269	458	468	477	236	649	323	465	533	95	489	284	571	171	144	266	423	130	167	1	420	378	218	293	632	377	625	95	336	405	115	546	506	325	288	435	535	693	577	726	402	753	701	237									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4760	45	28	95	50	42	26	29	67	108	99	47	49	62	57	36	110	55	159	83	84	99	118	43	78	73	38	37	77	54	277	21	99	71	49	35	41	52	69	22	44	48	101	16	48	26	65	152	59	86	96	99	302	54	9	62	88	99	37	43	49	52	83	106	45	49	158									
8	Число бюллетеней в стационарных ящиках для голосования	87372	1460	1650	1475	1564	1713	1487	1555	1500	1514	1259	1507	1436	903	1498	1301	1169	1168	1131	1073	921	1248	1258	1669	1564	1459	985	727	1274	1623	858	946	1006	1435	1267	1394	988	1404	1265	1555	1011	1043	1098	1662	774	1056	1642	1211	1164	1288	1876	1565	1490	1804	1045	932	1187	1613	1525	1521	1258	1469	1191	1492	1302	1250	1694									
9	Число недействительных избирательных бюллетеней	1229	16	16	11	26	25	17	20	20	16	25	16	25	18	19	19	17	22	20	15	13	15	13	19	27	20	16	9	22	29	11	11	12	22	16	16	8	12	26	29	7	19	5	18	2	12	20	13	24	20	22	19	31	29	14	9	14	18	10	24	28	22	28	55	17	17	23									
10	Число действительных избирательных бюллетеней	90903	1489	1662	1559	1588	1730	1496	1564	1547	1606	1333	1538	1460	947	1536	1318	1262	1201	1270	1141	992	1332	1363	1693	1615	1512	1007	755	1329	1648	1124	956	1093	1484	1300	1413	1021	1444	1308	1548	1048	1072	1194	1660	820	1070	1687	1350	1199	1354	1950	1645	1761	1829	1040	985	1261	1694	1552	1540	1279	1499	1246	1543	1330	1282	1829									
