Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Нижнетавдинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498					
1	"Число избирателей, внесенных в список избирателей"	18248	517	156	574	137	435	771	300	1263	830	324	416	385	269	413	455	120	2905	1723	1078	167	164	257	209	392	169	214	169	232	561	968	327	207	390	626	125					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18518	554	156	616	137	444	813	315	1284	872	341	418	391	273	424	469	119	2789	1758	1041	181	176	254	220	394	169	224	183	234	549	991	322	215	417	646	129					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15508	460	148	390	132	383	524	266	1061	592	319	356	324	182	379	440	118	2505	1561	962	106	105	146	203	386	156	204	129	196	515	880	274	183	263	572	88					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1688	38	5	170	0	31	216	23	134	206	5	60	49	60	23	15	0	85	55	79	50	40	28	6	4	12	6	0	5	32	88	18	12	48	48	37					
6	Число погашенных избирательных бюллетеней	1322	56	3	56	5	30	73	26	89	74	17	2	18	31	22	14	1	199	142	0	25	31	80	11	4	1	14	54	33	2	23	30	20	106	26	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1688	38	5	170	0	31	216	23	134	206	5	60	49	60	23	15	0	85	55	79	50	40	28	6	4	12	6	0	5	32	88	18	12	48	48	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15497	460	148	390	132	383	524	266	1061	592	319	356	322	181	379	440	118	2502	1561	962	106	105	146	203	386	156	200	129	196	514	880	274	183	263	572	88					
9	Число недействительных избирательных бюллетеней	85	0	0	10	0	0	0	0	4	0	0	0	3	1	0	0	1	19	8	5	5	9	2	0	0	0	0	3	0	2	3	0	1	7	0	2					
10	Число действительных избирательных бюллетеней	17100	498	153	550	132	414	740	289	1191	798	324	416	368	240	402	455	117	2568	1608	1036	151	136	172	209	390	168	206	126	201	544	965	292	194	304	620	123					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	672	25	8	34	5	20	29	13	50	30	15	15	15	10	15	15	10	60	45	30	10	10	20	10	10	10	10	10	20	20	30	10	10	23	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	513	25	8	34	1	13	29	13	13	29	15	2	11	10	15	11	0	60	30	14	10	10	20	4	6	2	10	7	19	11	30	10	10	23	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	215	0	6	7	0	4	3	1	4	3	0	3	9	11	4	3	1	43	10	10	2	8	1	0	6	3	4	1	6	22	19	8	3	7	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	159	0	0	0	4	7	0	0	37	1	0	13	4	0	0	4	10	0	15	16	0	0	0	6	4	8	0	3	1	9	0	0	0	0	12	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	0	13	0	0	1	0	0	1	0	0	0	0	0	0	0	3	2	3	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	252	3	2	37	2	5	3	0	38	2	3	2	0	0	6	11	0	5	17	7	8	7	11	1	1	10	1	13	1	9	13	2	2	22	7	1					
		1.47%	0.60%	1.31%	6.61%	1.52%	1.21%	0.41%	0.00%	3.18%	0.25%	0.93%	0.48%	0.00%	0.00%	1.49%	2.42%	0.00%	0.19%	1.05%	0.67%	5.13%	4.83%	6.32%	0.48%	0.26%	5.95%	0.49%	10.08%	0.50%	1.65%	1.34%	0.68%	1.03%	7.07%	1.13%	0.80%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	552	2	2	90	2	9	21	0	63	3	5	4	1	46	5	4	2	16	18	25	33	18	40	3	2	18	1	7	1	4	22	6	3	63	11	2					
		3.21%	0.40%	1.31%	16.07%	1.52%	2.17%	2.84%	0.00%	5.27%	0.38%	1.54%	0.96%	0.27%	19.09%	1.24%	0.88%	1.69%	0.62%	1.11%	2.40%	21.15%	12.41%	22.99%	1.44%	0.51%	10.71%	0.49%	5.43%	0.50%	0.73%	2.27%	2.05%	1.54%	20.26%	1.77%	1.60%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	4	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0					
