Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Алтайская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577					
1	"Число избирателей, внесенных в списки избирателей"	20506	455	1578	844	2791	1837	1478	630	1426	1638	847	1172	412	1611	215	205	308	279	182	235	826	817	61	373	286					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18483	400	1300	750	2500	1500	1300	550	1300	1500	800	1000	350	1600	180	200	300	275	170	220	800	790	58	360	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11555	268	848	449	1605	982	777	363	845	846	503	624	250	901	170	127	192	182	126	134	457	453	47	225	181					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	926	20	49	37	91	133	54	50	45	71	30	54	19	55	10	6	15	26	7	15	21	72	0	16	30					
6	Число погашенных избирательных бюллетеней	6002	112	403	264	804	385	469	137	410	583	267	322	81	644	0	67	93	67	37	71	322	265	11	119	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	926	20	49	37	91	133	54	50	45	71	30	54	19	55	10	6	15	26	7	15	21	72	0	16	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11555	268	848	449	1605	982	777	363	845	846	503	624	250	901	170	127	192	182	126	134	457	453	47	225	181					
9	Число недействительных избирательных бюллетеней	90	0	7	4	10	8	2	5	9	6	7	6	3	4	0	2	3	0	0	2	2	3	0	4	3					
10	Число действительных избирательных бюллетеней	12391	288	890	482	1686	1107	829	408	881	911	526	672	266	952	180	131	204	208	133	147	476	522	47	237	208					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	196	4	12	7	24	18	12	6	11	12	6	8	9	15	3	3	6	4	3	3	8	8	4	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	140	2	12	7	21	17	12	6	5	8	4	5	5	13	0	0	4	4	0	1	3	8	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	99	3	2	3	16	9	4	2	3	3	2	1	5	5	10	4	2	1	6	3	2	6	3	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	56	2	0	0	3	1	0	0	6	4	2	3	4	2	3	3	2	0	3	2	5	0	4	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	494	9	27	21	55	38	21	7	35	62	9	38	8	34	3	2	13	2	0	8	14	35	3	37	13					
		3.96%	3.13%	3.01%	4.32%	3.24%	3.41%	2.53%	1.69%	3.93%	6.76%	1.69%	5.60%	2.97%	3.56%	1.67%	1.50%	6.28%	0.96%	0.00%	5.37%	2.93%	6.67%	6.38%	15.35%	6.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	52	0	3	4	12	6	5	0	2	1	2	6	0	4	0	0	0	2	0	0	4	0	0	0	1					
		0.42%	0.00%	0.33%	0.82%	0.71%	0.54%	0.60%	0.00%	0.22%	0.11%	0.38%	0.88%	0.00%	0.42%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.47%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	0	1	0	0	1	2	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0					
		0.08%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.24%	0.22%	0.22%	0.19%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.41%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1774	56	116	73	257	158	88	52	114	183	98	116	13	81	20	26	19	18	26	45	71	103	4	28	9					
		14.21%	19.44%	12.93%	15.02%	15.15%	14.17%	10.59%	12.59%	12.81%	19.96%	18.39%	17.11%	4.83%	8.47%	11.11%	19.55%	9.18%	8.65%	19.55%	30.20%	14.85%	19.62%	8.51%	11.62%	4.27%					
