Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Манская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1593	УИК №1594									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14016	124	256	1613	195	96	359	1551	736	431	84	1832	1605	502	185	133	88	202	416	443	89	216	372	687	85	314	468	208	270	104	334	18									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14035	123	252	1600	194	91	359	1570	730	435	84	1830	1620	500	187	131	90	206	416	445	90	214	373	694	85	315	470	205	270	103	335	18									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	6	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4813	44	98	568	42	41	93	388	184	146	40	725	611	175	68	26	29	56	131	135	36	77	118	229	43	176	176	50	117	55	132	4									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	381	1	2	20	17	10	0	7	23	19	0	40	20	14	4	33	6	20	12	11	2	15	6	9	14	18	15	7	22	1	13	0									
6	Число погашенных избирательных бюллетеней	8835	78	152	1012	133	36	266	1175	523	270	44	1065	989	311	115	72	55	130	273	299	52	122	249	456	28	121	279	148	131	47	190	14									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	387	1	2	20	19	14	0	7	23	19	0	40	20	14	4	33	6	20	12	11	2	15	6	9	14	18	15	7	22	1	13	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4812	44	98	568	42	41	93	388	184	146	40	725	611	175	68	26	29	56	131	135	36	77	118	228	43	176	176	50	117	55	132	4									
9	Число недействительных избирательных бюллетеней	148	1	1	17	0	0	3	12	5	7	0	21	13	6	3	2	0	2	6	1	2	10	6	8	0	2	6	1	7	0	6	0									
10	Число действительных избирательных бюллетеней	5051	44	99	571	61	55	90	383	202	158	40	744	618	183	69	57	35	74	137	145	36	82	118	229	57	192	185	56	132	56	139	4									
