Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Льговская городская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735					
1	"Число избирателей, внесенных в списки"	18447	1583	1572	1625	2524	2330	1578	1473	1309	1511	1460	1482					
2	"Число бюллетеней, полученных участковыми комиссиями"	16450	1400	1350	1400	2250	2100	1400	1300	1250	1350	1300	1350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9214	872	879	766	1383	1093	757	781	645	725	614	699					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	537	40	60	156	25	57	56	36	38	17	31	21					
6	Число погашенных бюллетеней	6699	488	411	478	842	950	587	483	567	608	655	630					
7	Число бюллетеней в переносных ящиках для голосования	537	40	60	156	25	57	56	36	38	17	31	21					
8	Число бюллетеней в стационарных ящиках для голосования	9211	872	879	766	1383	1090	757	781	645	725	614	699					
9	Число недействительных бюллетеней	192	15	13	15	22	20	17	28	18	10	17	17					
10	Число действительных бюллетеней	9556	897	926	907	1386	1127	796	789	665	732	628	703					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	165	10	20	10	35	20	10	10	10	10	10	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	114	10	13	7	32	18	5	3	3	7	6	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	141	6	3	105	5	3	4	1	3	4	3	4					
14	Число погашенных открепительных удостоверений	51	0	7	3	3	2	5	7	7	3	4	10					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	1	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	"1. ""ЕДИНЕНИЕ"""	77	5	10	16	5	10	5	6	8	5	5	2					
		0.78%	0.54%	1.06%	1.73%	0.35%	0.87%	0.61%	0.73%	1.17%	0.67%	0.77%	0.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	123	10	19	4	12	22	6	10	3	12	9	16					
		1.26%	1.09%	2.02%	0.43%	0.85%	1.91%	0.73%	1.22%	0.43%	1.61%	1.39%	2.22%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	314	38	30	31	45	32	27	30	17	21	20	23					
		3.22%	4.16%	3.19%	3.36%	3.19%	2.78%	3.32%	3.67%	2.48%	2.83%	3.10%	3.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	185	14	13	23	27	29	14	12	10	9	12	22					
		1.89%	1.53%	1.38%	2.49%	1.91%	2.52%	1.72%	1.46%	1.46%	1.21%	1.86%	3.05%					
22	"5. ""За Русь Святую"""	57	0	8	9	9	7	6	5	4	1	6	2					
		0.58%	0.0%	0.85%	0.97%	0.63%	0.61%	0.73%	0.61%	0.58%	0.13%	0.93%	0.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	2	3	1	3	2	1	0	1	2	2	2					
		0.19%	0.21%	0.31%	0.10%	0.21%	0.17%	0.12%	0.0%	0.14%	0.26%	0.31%	0.27%					
24	"7. ""Новый курс - Автомобильная Россия"""	86	5	4	14	7	10	3	10	7	15	4	7					
		0.88%	0.54%	0.42%	1.51%	0.49%	0.87%	0.36%	1.22%	1.02%	2.02%	0.62%	0.97%					
25	"8. ""Народно-республиканская партия России"""	22	3	0	5	3	2	0	1	1	0	5	2					
		0.22%	0.32%	0.0%	0.54%	0.21%	0.17%	0.0%	0.12%	0.14%	0.0%	0.77%	0.27%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	2	0	1	1	4	3	0	3	0					
		0.14%	0.0%	0.0%	0.21%	0.0%	0.08%	0.12%	0.48%	0.43%	0.0%	0.46%	0.0%					
27	"10. ""Аграрная партия России"""	351	43	36	20	44	30	21	29	27	31	31	39					
		3.60%	4.71%	3.83%	2.16%	3.12%	2.61%	2.58%	3.54%	3.95%	4.17%	4.80%	5.41%					
28	"11. ""Истинные патриоты России"""	10	1	1	3	0	0	1	0	1	1	0	2					
		0.10%	0.10%	0.10%	0.32%	0.0%	0.0%	0.12%	0.0%	0.14%	0.13%	0.0%	0.27%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	155	9	21	16	12	19	18	20	9	15	4	12					
		1.59%	0.98%	2.23%	1.73%	0.85%	1.65%	2.21%	2.44%	1.31%	2.02%	0.62%	1.66%					
30	"13. ""Демократическая партия России"""	25	5	3	2	3	3	2	2	0	2	3	0					
		0.25%	0.54%	0.31%	0.21%	0.21%	0.26%	0.24%	0.24%	0.0%	0.26%	0.46%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	43	4	6	5	1	1	6	6	2	5	5	2					
		0.44%	0.43%	0.63%	0.54%	0.07%	0.08%	0.73%	0.73%	0.29%	0.67%	0.77%	0.27%					
32	"15. ""Партия СЛОН"""	13	1	1	1	2	2	0	1	0	0	1	4					
		0.13%	0.10%	0.10%	0.10%	0.14%	0.17%	0.0%	0.12%	0.0%	0.0%	0.15%	0.55%					
33	"16. ""Родина"" (народно-патриотический союз)"""	879	86	103	82	139	102	76	56	61	84	38	52					
		9.01%	9.42%	10.96%	8.89%	9.87%	8.89%	9.34%	6.85%	8.93%	11.32%	5.89%	7.22%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	3	0	3	7	3	1	6	2	3	2	1					
		0.31%	0.32%	0.0%	0.32%	0.49%	0.26%	0.12%	0.73%	0.29%	0.40%	0.31%	0.13%					
35	"18. ""ЛДПР"""	1916	185	176	222	267	211	161	154	108	135	143	154					
		19.65%	20.28%	18.74%	24.07%	18.96%	18.39%	19.80%	18.84%	15.81%	18.19%	22.17%	21.38%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	195	28	19	16	24	22	14	20	13	25	6	8					
		2.00%	3.07%	2.02%	1.73%	1.70%	1.91%	1.72%	2.44%	1.90%	3.36%	0.93%	1.11%					
37	"20. ""Политическая партия ""Единая Россия"""	2836	267	260	239	428	317	240	248	184	227	200	226					
		29.09%	29.27%	27.68%	25.92%	30.39%	27.63%	29.52%	30.35%	26.93%	30.59%	31.00%	31.38%					
38	"21. ""Российская Конституционно-демократическая партия"""	54	1	2	6	9	8	3	2	4	5	3	11					
		0.55%	0.10%	0.21%	0.65%	0.63%	0.69%	0.36%	0.24%	0.58%	0.67%	0.46%	1.52%					
39	"22. ""Развитие предпринимательства"""	22	3	0	2	3	3	2	1	1	1	3	3					
