Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Петровск-Забайкальская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №134	УИК №135	УИК №136	УИК №137					
1	"Число избирателей, внесенных в список избирателей"	14182	661	426	544	376	1068	1030	552	551	829	793	841	758	978	276	1037	848	512	1013	435	654					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14370	655	425	536	391	1067	1051	610	532	837	826	861	796	943	277	1053	836	519	1015	440	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6414	296	197	199	119	449	362	285	304	380	451	458	398	346	137	452	457	215	382	161	366					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	937	29	15	75	32	27	93	28	16	62	42	43	29	138	30	55	55	27	86	46	9					
6	Число погашенных избирательных бюллетеней	7019	330	213	262	240	591	596	297	212	395	333	360	369	459	110	546	324	277	547	233	325					
7	Число избирательных бюллетеней в переносных ящиках для голосования	937	29	15	75	32	27	93	28	16	62	42	43	29	138	30	55	55	27	86	46	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6414	296	197	199	119	449	362	285	304	380	451	458	398	346	137	452	457	215	382	161	366					
9	Число недействительных избирательных бюллетеней	153	6	6	6	9	11	10	5	4	10	8	15	5	10	2	12	5	5	8	6	10					
10	Число действительных избирательных бюллетеней	7198	319	206	268	142	465	445	308	316	432	485	486	422	474	165	495	507	237	460	201	365					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	386	16	16	16	16	16	20	72	16	16	16	16	16	20	17	17	23	13	13	13	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	121	4	1	6	3	4	10	10	8	6	6	6	6	4	1	13	12	0	2	5	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	6	5	2	0	3	5	2	4	3	1	6	1	3	2	2	0	6	2	2	23					
14	Число погашенных неиспользованных открепительных удостоверений	265	12	15	10	13	12	10	62	8	10	10	10	10	16	16	4	11	13	11	8	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	0	0	0	0	0	2	1	3	0	0	0	0	2	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	906	30	14	23	17	50	63	37	40	76	54	69	58	65	23	63	58	30	75	23	38					
		12.32%	9.23%	6.60%	8.39%	11.26%	10.50%	13.85%	11.82%	12.50%	17.19%	10.95%	13.77%	13.58%	13.43%	13.77%	12.43%	11.33%	12.40%	16.03%	11.11%	10.13%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1164	73	44	47	15	87	65	53	36	52	73	74	46	101	31	73	61	41	81	39	72					
		15.83%	22.46%	20.75%	17.15%	9.93%	18.28%	14.29%	16.93%	11.25%	11.76%	14.81%	14.77%	10.77%	20.87%	18.56%	14.40%	11.91%	16.94%	17.31%	18.84%	19.20%					
