Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Курганинская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756					
1	"Число избирателей, внесенных в списки"	79300	2113	2772	2553	2351	1956	2587	2650	2373	1535	2757	2131	2813	2683	2595	2496	644	491	1507	1513	2081	892	131	160	161	985	1020	1151	1548	1307	800	527	1188	2107	1001	1171	1147	1443	553	1138	157	141	272	94	816	357	363	238	1638	935	2109	1410	1105	1594	2612	2072	2356					
2	"Число бюллетеней, полученных участковыми комиссиями"	81045	2300	2750	2550	2350	2000	2600	2700	2400	1550	2750	2100	2700	2650	2650	2250	700	500	1600	1400	2050	900	150	200	200	1050	1100	1200	1650	1400	850	550	1250	2350	1050	1200	1250	1500	600	1200	200	200	300	100	900	400	450	250	1750	950	2150	1450	1150	1700	2650	2000	2245					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37936	852	1138	1083	1013	889	918	1169	861	768	1121	1024	1317	1235	998	1033	296	273	740	689	866	268	82	110	118	481	385	471	746	595	480	293	541	998	499	632	598	860	296	650	113	123	130	82	644	273	289	135	1078	410	979	826	660	1018	1533	1153	1104					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3944	105	79	101	39	47	77	99	183	88	80	57	242	88	68	18	33	26	65	71	176	119	0	7	0	52	126	212	116	153	66	41	71	75	28	55	49	72	39	51	0	0	63	5	16	19	24	14	46	126	203	16	84	96	49	55	54					
6	Число погашенных бюллетеней	39165	1343	1533	1366	1298	1064	1605	1432	1356	694	1549	1019	1141	1327	1584	1199	371	201	795	640	1008	513	68	83	82	517	589	517	788	652	304	216	638	1277	523	513	603	568	265	499	87	77	107	13	240	108	137	101	626	414	968	608	406	586	1068	792	1087					
7	Число бюллетеней в переносных ящиках для голосования	3944	105	79	101	39	47	77	99	183	88	80	57	242	88	68	18	33	26	65	71	176	119	0	7	0	52	126	212	116	153	66	41	71	75	28	55	49	72	39	51	0	0	63	5	16	19	24	14	46	126	203	16	84	96	49	55	54					
8	Число бюллетеней в стационарных ящиках для голосования	37917	852	1138	1080	1004	889	924	1169	861	768	1121	1021	1317	1235	997	1033	296	273	740	689	866	268	82	110	118	481	384	471	746	595	480	293	541	997	499	632	598	860	296	650	113	123	130	82	644	273	289	135	1077	410	973	826	660	1018	1533	1153	1104					
9	Число недействительных бюллетеней	546	17	0	13	12	15	7	18	5	7	12	3	0	13	12	25	1	10	11	12	14	8	4	3	3	6	21	2	11	11	2	6	14	9	3	9	6	8	4	8	0	2	2	0	8	2	5	9	34	1	20	25	12	20	29	13	19					
10	Число действительных бюллетеней	41315	940	1217	1168	1031	921	994	1250	1039	849	1189	1075	1559	1310	1053	1026	328	289	794	748	1028	379	78	114	115	527	489	681	851	737	544	328	598	1063	524	678	641	924	331	693	113	121	191	87	652	290	308	140	1089	535	1156	817	732	1094	1553	1195	1139					
