Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Матвеево-Курганская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №2446	УИК №2447	УИК №2448	УИК №2486	УИК №2538					
1	"Число избирателей, внесенных в списки"	35446	2511	2434	2555	2575	310	808	2062	1175	539	800	676	541	844	925	674	823	539	766	1046	907	764	1133	1264	1208	309	702	703	1017	1295	264	1793	335	653	365	131					
2	"Число бюллетеней, полученных участковыми комиссиями"	35453	2487	2376	2573	2566	305	821	2051	1187	538	809	709	541	863	936	680	838	551	775	1025	920	765	1141	1260	1211	309	707	695	1008	1320	275	1725	332	642	381	131					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15820	1068	1091	1131	1126	137	395	857	459	242	408	283	271	396	399	307	474	249	292	356	269	371	438	638	455	156	311	405	509	599	104	858	180	306	210	70					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2188	100	68	101	96	55	22	113	84	81	38	71	10	52	79	37	34	52	36	93	204	59	127	32	102	21	79	32	59	123	38	28	10	14	24	14					
6	Число погашенных бюллетеней	17445	1319	1217	1341	1344	113	404	1081	644	215	363	355	260	415	458	336	330	250	447	576	447	335	576	590	654	132	317	258	440	598	133	839	142	322	147	47					
7	Число бюллетеней в переносных ящиках для голосования	2188	100	68	101	96	55	22	113	84	81	38	71	10	52	79	37	34	52	36	93	204	59	127	32	102	21	79	32	59	123	38	28	10	14	24	14					
8	Число бюллетеней в стационарных ящиках для голосования	15818	1068	1090	1131	1126	137	395	857	459	242	408	283	271	396	399	307	473	249	292	356	269	371	438	638	455	156	311	405	509	599	104	858	180	306	210	70					
9	Число недействительных бюллетеней	327	21	22	14	9	2	2	27	3	5	6	7	5	8	9	5	15	11	8	18	8	13	5	5	11	7	1	14	14	13	1	10	4	9	7	8					
10	Число действительных бюллетеней	17679	1147	1136	1218	1213	190	415	943	540	318	440	347	276	440	469	339	492	290	320	431	465	417	560	665	546	170	389	423	554	709	141	876	186	311	227	76					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	999	50	50	49	50	15	20	50	25	25	25	25	25	25	25	25	25	25	25	25	20	20	25	80	30	15	25	25	25	25	15	50	15	20	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	139	18	7	16	15	1	4	5	5	0	0	16	1	0	5	4	0	0	6	0	0	1	0	3	1	3	0	0	0	7	0	16	0	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	68	2	4	5	10	3	1	7	1	5	1	0	0	0	4	0	0	1	1	5	0	4	0	5	0	1	0	1	1	1	1	4	0	0	0	0					
