Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Вятско-Полянская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192					
1	"Число избирателей, внесенных в списки"	32571	3079	3050	3004	2947	2168	1872	2068	2633	2017	1301	2153	1366	1124	972	1186	1255	204	172					
2	"Число бюллетеней, полученных участковыми комиссиями"	32550	3100	3020	3000	3000	2200	1900	2010	2700	2000	1300	2100	1300	1100	970	1200	1250	200	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17762	1607	1682	1685	1700	1239	1000	1175	1563	1115	668	1147	644	593	435	570	619	182	138					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	430	51	13	50	33	37	16	42	31	38	12	31	25	0	6	11	34	0	0					
6	Число погашенных бюллетеней	14358	1442	1325	1265	1267	924	884	793	1106	847	620	922	631	507	529	619	597	18	62					
7	Число бюллетеней в переносных ящиках для голосования	430	51	13	50	33	37	16	42	31	38	12	31	25	0	6	11	34	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	17690	1607	1682	1635	1700	1219	1000	1175	1563	1113	668	1147	644	593	435	570	619	182	138					
9	Число недействительных бюллетеней	374	25	27	31	22	34	29	28	34	19	24	24	13	18	17	9	14	4	2					
10	Число действительных бюллетеней	17746	1633	1668	1654	1711	1222	987	1189	1560	1132	656	1154	656	575	424	572	639	178	136					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	330	30	30	30	30	30	20	20	20	15	15	15	15	15	15	15	15	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	110	15	14	6	5	9	8	10	10	8	2	7	3	0	5	3	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	1	9	4	8	3	1	15	4	6	1	8	6	4	2	0	1	0	2					
14	Число погашенных открепительных удостоверений	220	15	16	24	25	21	12	10	10	7	13	8	12	15	10	12	10	0	0					
15	Число открепительных удостоверений выданных ТИК	38	6	4	6	4	2	2	1	4	0	1	3	2	1	1	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	219	15	24	18	20	10	8	6	22	16	8	6	15	9	8	15	14	4	1					
		1.20%	0.90%	1.41%	1.06%	1.15%	0.79%	0.78%	0.49%	1.38%	1.39%	1.17%	0.50%	2.24%	1.51%	1.81%	2.58%	2.14%	2.19%	0.72%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	269	36	36	25	30	19	9	20	24	7	3	30	5	7	6	4	4	2	2					
		1.48%	2.17%	2.12%	1.48%	1.73%	1.51%	0.88%	1.64%	1.50%	0.60%	0.44%	2.54%	0.74%	1.18%	1.36%	0.68%	0.61%	1.09%	1.44%					
