Выборы Президента Российской Федерации																																																																																																		
Дата голосования: 04.03.2012																																																																																																		
																																																																																																		
Наименование Избирательной комиссии:    Казань, Приволжская																																																																																																		
																																																																																																		
Сводная таблица итогов голосования																																																																																																		
																																																																																																		
	Число участковых избирательных комиссий	87																																																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	87																																																																																																
																																																																																																		
		Сумма	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348									
1	Число избирателей, включенных в список избирателей	181939	1239	808	2603	830	1709	2890	2963	2956	1130	2299	1791	1182	2825	2409	1610	2094	1351	2218	2188	1728	1719	1261	1402	2007	1792	1647	1482	2947	2304	2659	2836	2264	1644	1930	2574	2619	2521	2936	2778	2767	2520	1841	2106	2198	2467	2321	2662	2523	2215	2020	2734	2510	2632	2548	2574	2650	1900	2735	2774	2695	2845	2421	2805	2162	1835	2372	2434	2558	2507	2543	2402	1783	2603	2891	2752	2675	2509	2758	1170	1878	1281	245	240	36	192	81	424									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	176112	1260	800	2500	800	1700	2900	2900	2900	1000	2200	1700	1100	2800	2400	1600	2000	1300	2200	2100	1700	1600	1200	1300	1900	1700	1600	1400	2900	2200	2300	2800	2200	1600	1900	2500	2600	2400	2800	2700	2700	2500	1800	2100	2200	2400	2200	2600	2400	2100	1900	2600	2400	2500	2400	2500	2600	1800	2600	2700	2600	2800	2400	2800	2100	1800	2300	2400	2500	2500	2500	2300	1700	2500	2700	2600	2600	2400	2700	1100	1800	1300	245	260	36	200	81	430									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	115201	1195	571	1597	551	979	1642	1567	1628	675	1842	1107	762	1529	1567	902	1238	783	1278	1284	1182	1016	728	689	1196	1285	938	1039	1897	1450	1830	1704	1427	1114	1127	1661	1783	1718	2143	1609	1584	1798	1095	1333	1312	1525	1402	1671	1524	1386	1474	1632	1641	1614	1792	1561	1608	1351	1768	1737	1564	1908	1516	1676	1366	1103	1401	1929	1606	1524	1519	1653	1291	1539	1796	1572	1596	1555	1702	864	1031	1233	245	238	36	192	81	424									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4290	0	55	47	38	68	121	103	235	134	32	32	34	196	61	205	24	21	38	29	74	27	164	110	40	72	29	28	41	77	14	22	25	39	56	26	46	33	22	66	90	58	55	39	30	52	64	94	41	42	57	59	41	30	36	17	37	52	34	20	101	34	46	61	40	26	41	36	27	21	20	35	18	38	27	47	19	22	50	46	103	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	56621	65	174	856	211	653	1137	1230	1037	191	326	561	304	1075	772	493	738	496	884	787	444	557	308	501	664	343	633	333	962	673	456	1074	748	447	717	813	771	649	635	1025	1026	644	650	728	858	823	734	835	835	672	369	909	718	856	572	922	955	397	798	943	935	858	838	1063	694	671	858	435	867	955	961	612	391	923	877	981	985	823	948	190	666	67	0	22	0	8	0	6									
