Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Починковская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	25519	2487	2551	991	1289	678	300	377	377	299	208	389	154	156	1594	1160	488	180	158	572	616	2013	557	655	216	778	327	883	847	193	190	707	219	584	714	491	169	144	322	154	332									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23124	2250	2300	890	1170	600	270	340	340	270	190	350	140	130	1430	1050	430	160	140	520	540	1740	520	590	190	710	270	800	848	170	170	713	190	530	723	440	150	130	290	140	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9311	1007	893	315	498	222	67	157	121	71	57	139	47	61	511	388	150	62	74	235	197	1041	225	249	58	245	180	348	261	66	56	249	59	164	234	180	67	50	108	52	147									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1237	40	33	9	10	32	57	36	38	73	53	47	27	17	51	31	51	24	14	25	44	6	32	24	33	48	20	9	94	17	15	6	9	49	24	23	10	21	33	15	37									
6	Число погашенных избирательных бюллетеней	12576	1203	1374	566	662	346	146	147	181	126	80	164	66	52	868	631	229	74	52	260	299	693	263	317	99	417	70	443	493	87	99	458	122	317	465	237	73	59	149	73	116									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1237	40	33	9	10	32	57	36	38	73	53	47	27	17	51	31	51	24	14	25	44	6	32	24	33	48	20	9	94	17	15	6	9	49	24	23	10	21	33	15	37									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9308	1007	892	315	498	222	67	157	121	71	57	139	47	61	510	388	150	62	74	235	197	1041	225	249	58	245	180	348	260	66	56	249	59	164	234	180	67	50	108	52	147									
9	Число недействительных избирательных бюллетеней	268	30	20	7	14	4	2	5	1	3	3	7	0	0	12	6	6	1	1	5	10	39	4	7	6	6	20	15	7	0	2	1	0	4	7	4	5	0	1	1	2									
10	Число действительных избирательных бюллетеней	10277	1017	905	317	494	250	122	188	158	141	107	179	74	78	549	413	195	85	87	255	231	1008	253	266	85	287	180	342	347	83	69	254	68	209	251	199	72	71	140	66	182									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	691	70	70	30	35	20	5	10	10	10	5	10	6	5	45	30	10	5	5	15	15	40	15	20	5	25	10	25	25	5	5	20	5	15	20	10	5	5	10	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	199	33	20	11	21	5	3	2	5	1	2	2	5	0	11	10	0	2	0	8	1	23	0	0	0	9	0	8	5	0	1	1	0	0	2	0	0	0	1	5	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	163	22	5	6	4	4	3	0	4	6	0	1	1	1	14	2	3	1	4	4	1	8	2	3	2	3	31	2	8	0	0	2	3	4	1	1	2	0	0	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	492	37	50	19	14	15	2	8	5	9	3	8	1	5	34	20	10	3	5	7	14	17	15	20	5	16	10	17	20	5	4	19	5	15	18	10	5	5	9	0	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	2	1	1	4	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	1	5	3	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	101	16	8	3	5	4	3	1	2	0	0	1	0	0	3	1	1	0	0	3	2	11	3	1	0	2	9	1	3	0	0	1	0	3	5	1	0	1	3	1	3									
		0.96%	1.53%	0.86%	0.93%	0.98%	1.57%	2.42%	0.52%	1.26%	0.00%	0.00%	0.54%	0.00%	0.00%	0.53%	0.24%	0.50%	0.00%	0.00%	1.15%	0.83%	1.05%	1.17%	0.37%	0.00%	0.68%	4.50%	0.28%	0.85%	0.00%	0.00%	0.39%	0.00%	1.41%	1.94%	0.49%	0.00%	1.41%	2.13%	1.49%	1.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	334	28	40	11	21	9	5	7	4	9	3	5	4	1	17	10	8	3	6	19	5	18	3	8	5	10	5	8	11	0	6	7	6	4	10	7	4	2	2	0	3									
		3.17%	2.67%	4.32%	3.40%	4.13%	3.54%	4.03%	3.63%	2.52%	6.25%	2.73%	2.69%	5.41%	1.28%	3.03%	2.39%	3.98%	3.49%	6.82%	7.31%	2.07%	1.72%	1.17%	2.93%	5.49%	3.41%	2.50%	2.24%	3.11%	0.00%	8.45%	2.75%	8.82%	1.88%	3.88%	3.45%	5.19%	2.82%	1.42%	0.00%	1.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	226	12	21	5	13	4	7	2	0	1	0	5	1	0	15	8	5	0	0	6	7	17	8	4	5	9	9	8	10	5	3	10	1	6	7	3	3	0	4	0	2									
		2.14%	1.15%	2.27%	1.54%	2.56%	1.57%	5.65%	1.04%	0.00%	0.69%	0.00%	2.69%	1.35%	0.00%	2.67%	1.91%	2.49%	0.00%	0.00%	2.31%	2.90%	1.62%	3.11%	1.47%	5.49%	3.07%	4.50%	2.24%	2.82%	6.02%	4.23%	3.92%	1.47%	2.82%	2.71%	1.48%	3.90%	0.00%	2.84%	0.00%	1.09%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4714	431	394	152	199	102	58	94	92	85	43	96	32	31	254	168	86	46	54	83	92	469	131	107	26	118	83	160	165	41	36	163	32	113	118	109	27	33	85	26	80									
		44.70%	41.17%	42.59%	46.91%	39.17%	40.16%	46.77%	48.70%	57.86%	59.03%	39.09%	51.61%	43.24%	39.74%	45.28%	40.10%	42.79%	53.49%	61.36%	31.92%	38.17%	44.79%	50.97%	39.19%	28.57%	40.27%	41.50%	44.82%	46.61%	49.40%	50.70%	63.92%	47.06%	53.05%	45.74%	53.69%	35.06%	46.48%	60.28%	38.81%	43.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	63	4	9	2	3	5	0	3	1	0	0	0	0	1	5	1	2	0	0	2	3	9	1	0	0	3	3	0	2	0	0	0	1	0	0	1	1	0	1	0	0									
		0.60%	0.38%	0.97%	0.62%	0.59%	1.97%	0.00%	1.55%	0.63%	0.00%	0.00%	0.00%	0.00%	1.28%	0.89%	0.24%	0.99%	0.00%	0.00%	0.77%	1.24%	0.86%	0.39%	0.00%	0.00%	1.02%	1.50%	0.00%	0.56%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.49%	1.30%	0.00%	0.71%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	1	3	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	1	3	0	1	0	2	3	0	1	0	0	0	0	1	0	2	0	1	0	0	1									
		0.24%	0.10%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	1.82%	0.54%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.41%	0.29%	0.00%	0.37%	0.00%	0.68%	1.50%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.99%	0.00%	1.41%	0.00%	0.00%	0.54%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2333	204	186	78	115	67	15	35	34	14	38	39	12	16	132	106	38	23	6	59	47	294	41	78	16	80	32	78	90	22	14	34	6	36	67	39	13	25	25	16	63									
		22.12%	19.48%	20.11%	24.07%	22.64%	26.38%	12.10%	18.13%	21.38%	9.72%	34.55%	20.97%	16.22%	20.51%	23.53%	25.30%	18.91%	26.74%	6.82%	22.69%	19.50%	28.08%	15.95%	28.57%	17.58%	27.30%	16.00%	21.85%	25.42%	26.51%	19.72%	13.33%	8.82%	16.90%	25.97%	19.21%	16.88%	35.21%	17.73%	23.88%	34.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	8	5	1	2	1	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	7	2	0	0	0	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0									
		0.36%	0.76%	0.54%	0.31%	0.39%	0.39%	0.00%	0.00%	1.26%	0.00%	0.91%	0.00%	0.00%	0.00%	0.18%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.78%	0.00%	0.00%	0.00%	1.00%	0.28%	0.28%	0.00%	0.00%	0.39%	0.00%	0.47%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	51	6	3	0	2	1	1	2	0	0	0	0	1	0	6	2	1	0	0	0	2	3	1	2	0	4	0	2	5	0	0	1	1	2	1	0	0	0	1	1	0									
		0.48%	0.57%	0.32%	0.00%	0.39%	0.39%	0.81%	1.04%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	1.07%	0.48%	0.50%	0.00%	0.00%	0.00%	0.83%	0.29%	0.39%	0.73%	0.00%	1.37%	0.00%	0.56%	1.41%	0.00%	0.00%	0.39%	1.47%	0.94%	0.39%	0.00%	0.00%	0.00%	0.71%	1.49%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0									
		0.08%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.50%	0.00%	1.14%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	4	14	0	7	0	0	2	0	0	0	0	2	1	3	2	1	0	0	0	0	2	1	0	0	4	2	0	2	1	1	1	0	1	1	1	0	0	0	1	1									
		0.52%	0.38%	1.51%	0.00%	1.38%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	2.70%	1.28%	0.53%	0.48%	0.50%	0.00%	0.00%	0.00%	0.00%	0.19%	0.39%	0.00%	0.00%	1.37%	1.00%	0.00%	0.56%	1.20%	1.41%	0.39%	0.00%	0.47%	0.39%	0.49%	0.00%	0.00%	0.00%	1.49%	0.54%									
