Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Таганский район																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025					
1	"Число избирателей, внесенных в списки"	80668	2288	1072	1720	2710	1575	2720	1866	2319	1955	2397	2318	1745	1826	2435	1628	1551	2539	2331	2059	1119	1642	1915	2133	2561	1353	2565	2348	2633	2544	2510	2842	1748	2037	1208	1796	2323	2450	1072	1487	26	600	54	464	89	60	35					
2	"Число бюллетеней, полученных участковыми комиссиями"	72198	2270	930	1510	2450	1440	2380	1630	2130	1710	2150	2060	1520	1650	2150	1500	1370	2210	2070	1850	990	1450	1730	1920	2350	1210	2280	2100	2370	2190	2250	2490	1480	1760	1030	1600	2050	2135	950	1300	81	595	55	570	135	55	92					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	46131	1460	597	976	1475	932	1574	1152	1379	1167	1288	1232	911	939	1417	888	832	1335	1233	1096	674	932	1128	1090	1379	727	1408	1414	1537	1428	1453	1680	1053	1042	704	1131	1342	1440	606	981	26	440	47	428	77	46	35					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1368	27	21	21	39	23	34	23	37	32	48	29	18	39	34	32	27	64	35	51	24	47	48	22	63	15	32	30	39	34	45	31	20	25	19	35	51	60	33	25	0	0	0	36	0	0	0					
6	Число погашенных бюллетеней	24688	783	312	512	929	485	772	453	714	511	814	799	591	672	699	579	511	811	802	703	292	471	554	808	908	468	840	656	794	728	752	779	407	693	307	434	657	635	311	294	55	155	8	106	58	9	57					
7	Число бюллетеней в переносных ящиках для голосования	1368	27	21	21	39	23	34	23	37	32	48	29	18	39	34	32	27	64	35	51	24	47	48	22	63	15	32	30	39	34	45	31	20	25	19	35	51	60	33	25	0	0	0	36	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	45886	1455	594	975	1475	932	1574	1149	1362	1135	1284	1232	911	893	1413	887	829	1297	1233	1088	671	932	1128	1090	1379	727	1408	1414	1530	1428	1449	1680	1045	1032	689	1131	1325	1440	605	981	26	425	47	428	77	46	35					
9	Число недействительных бюллетеней	409	10	8	4	14	5	12	5	10	12	9	18	16	6	11	6	8	26	16	20	4	11	4	9	15	15	17	12	7	11	10	20	4	10	7	7	4	10	2	7	0	0	1	6	0	0	0					
10	Число действительных бюллетеней	46845	1472	607	992	1500	950	1596	1167	1389	1155	1323	1243	913	926	1436	913	848	1335	1252	1119	691	968	1172	1103	1427	727	1423	1432	1562	1451	1484	1691	1061	1047	701	1159	1372	1490	636	999	26	425	46	458	77	46	35					
