Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Глушковского района																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351					
1	"Число избирателей, внесенных в списки избирателей"	20857	631	495	717	505	181	333	199	1652	537	980	1117	1084	456	179	145	141	317	1101	264	224	724	242	1573	1396	1893	1418	1263	1090					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20872	640	490	730	500	180	330	200	1650	540	1000	1150	1100	465	177	205	138	327	1100	255	220	740	235	1550	1400	1850	1350	1250	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13126	426	406	438	322	112	217	139	1078	332	505	698	853	263	111	128	117	194	678	192	179	617	160	1084	950	1121	703	542	561					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1519	60	48	68	81	22	32	18	86	89	117	56	118	50	20	17	13	78	73	34	19	43	51	49	32	91	35	77	42					
6	Число погашенных избирательных бюллетеней	6227	154	36	224	97	46	81	43	486	119	378	396	129	152	46	60	8	55	349	29	22	80	24	417	418	638	612	631	497					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1519	60	48	68	81	22	32	18	86	89	117	56	118	50	20	17	13	78	73	34	19	43	51	49	32	91	35	77	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13123	426	406	438	322	112	217	139	1077	332	505	698	853	261	111	128	117	194	678	192	179	617	160	1084	950	1121	703	542	561					
9	Число недействительных избирательных бюллетеней	117	8	1	5	5	1	3	1	7	4	5	7	11	2	3	2	3	0	5	2	0	0	1	9	4	12	3	9	4					
10	Число действительных избирательных бюллетеней	14525	478	453	501	398	133	246	156	1156	417	617	747	960	309	128	143	127	272	746	224	198	660	210	1124	978	1200	735	610	599					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	225	9	4	5	9	2	4	2	19	8	9	12	9	8	2	1	3	4	12	3	2	7	0	18	22	20	12	5	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	196	6	1	5	7	1	1	0	19	8	8	12	5	7	2	0	3	2	8	3	1	7	0	18	22	20	12	4	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	46	3	1	1	2	0	0	1	1	0	1	1	2	0	1	1	1	0	1	1	2	1	2	5	4	6	5	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	29	3	3	0	2	1	3	2	0	0	1	0	4	1	0	1	0	2	4	0	1	0	0	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	2	1	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
