Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Дубовская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726					
1	"Число избирателей, внесенных в списки избирателей"	22053	1303	895	413	1251	1218	907	946	985	953	362	1294	732	765	852	705	464	499	939	487	600	493	828	699	366	1078	772	75	51	96	206	79	198	46	100	64	165	167					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21099	1250	850	350	1200	1150	800	850	900	850	350	1250	700	700	800	700	450	500	950	500	550	500	800	650	350	1000	750	85	63	117	210	80	220	65	130	73	176	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12570	649	507	207	664	618	470	554	537	503	200	707	406	464	469	476	281	297	523	313	346	335	570	393	236	559	355	60	47	90	112	62	155	42	87	52	107	117					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1402	36	40	13	88	51	85	28	37	41	24	56	31	39	62	35	42	39	138	40	55	17	50	107	14	74	63	9	4	6	14	1	22	0	5	10	18	8					
6	Число погашенных избирательных бюллетеней	7127	565	303	130	448	481	245	268	326	306	126	487	263	197	269	189	127	164	289	147	149	148	180	150	100	367	332	16	12	21	84	17	43	23	38	11	51	55					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1402	36	40	13	88	51	85	28	37	41	24	56	31	39	62	35	42	39	138	40	55	17	50	107	14	74	63	9	4	6	14	1	22	0	5	10	18	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12570	649	507	207	664	618	470	554	537	503	200	707	406	464	469	476	281	297	523	313	346	335	570	393	236	559	355	60	47	90	112	62	155	42	87	52	107	117					
9	Число недействительных избирательных бюллетеней	132	6	5	0	18	4	7	4	7	0	4	2	4	5	5	1	0	1	3	1	3	4	10	22	0	8	5	0	1	0	1	0	0	0	0	0	1	0					
10	Число действительных избирательных бюллетеней	13840	679	542	220	734	665	548	578	567	544	220	761	433	498	526	510	323	335	658	352	398	348	610	478	250	625	413	69	50	96	125	63	177	42	92	62	124	125					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	396	15	15	9	15	15	9	14	13	13	9	15	14	9	9	9	9	9	23	9	9	12	9	9	9	15	9	9	9	9	9	1	9	9	9	9	9	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	234	11	11	4	6	11	4	14	13	12	0	9	12	4	4	4	1	9	17	6	9	11	9	9	2	8	4	0	0	0	0	0	5	0	4	5	7	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	164	12	4	12	6	5	4	7	11	14	1	2	6	3	2	4	2	3	2	4	4	4	5	3	2	6	3	2	2	1	1	5	5	1	2	6	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	162	4	4	5	9	4	5	0	0	1	9	6	2	5	5	5	8	0	6	3	0	1	0	0	7	7	5	9	9	9	9	1	4	9	5	4	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	742	17	9	7	30	29	23	16	28	8	8	34	18	26	21	24	23	12	24	27	18	22	66	22	77	59	44	1	0	12	1	0	12	0	10	0	4	10					
		5.31%	2.48%	1.65%	3.18%	3.99%	4.33%	4.14%	2.75%	4.88%	1.47%	3.57%	4.46%	4.12%	5.17%	3.95%	4.70%	7.12%	3.57%	3.63%	7.65%	4.49%	6.25%	10.65%	4.40%	30.80%	9.32%	10.53%	1.45%	0.00%	12.50%	0.79%	0.00%	6.78%	0.00%	10.87%	0.00%	3.20%	8.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	69	5	4	2	4	1	2	2	4	1	1	4	1	0	0	3	0	1	1	1	1	4	21	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0					
		0.49%	0.73%	0.73%	0.91%	0.53%	0.15%	0.36%	0.34%	0.70%	0.18%	0.45%	0.52%	0.23%	0.00%	0.00%	0.59%	0.00%	0.30%	0.15%	0.28%	0.25%	1.14%	3.39%	0.00%	0.00%	0.47%	0.48%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0					
		0.09%	0.15%	0.18%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.19%	0.20%	0.00%	0.00%	0.15%	0.00%	0.25%	0.00%	0.16%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	2.38%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2013	121	93	29	113	123	101	96	100	134	52	106	43	52	63	68	62	40	70	42	51	25	41	88	31	70	80	9	5	8	20	9	17	6	3	17	4	21					
		14.41%	17.66%	17.00%	13.18%	15.03%	18.39%	18.20%	16.49%	17.42%	24.63%	23.21%	13.89%	9.84%	10.34%	11.86%	13.31%	19.20%	11.90%	10.59%	11.90%	12.72%	7.10%	6.61%	17.60%	12.40%	11.06%	19.14%	13.04%	9.80%	8.33%	15.87%	14.29%	9.60%	14.29%	3.26%	27.42%	3.20%	16.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	2	1	0	1	0	0	0	1	1	0	1	2	1	1	0	1	1	0	0	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0					
		0.14%	0.29%	0.18%	0.00%	0.13%	0.00%	0.00%	0.00%	0.17%	0.18%	0.00%	0.13%	0.46%	0.20%	0.19%	0.00%	0.31%	0.30%	0.00%	0.00%	0.00%	0.00%	0.16%	0.20%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	2	0	1	0	0	0	0	0	1	1	1	0	2	1	1	0	0	2	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.13%	0.29%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.45%	0.13%	0.00%	0.40%	0.19%	0.20%	0.00%	0.00%	0.30%	0.28%	0.00%	0.00%	0.32%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1434	61	60	28	84	71	44	75	54	56	17	89	54	46	54	53	29	29	77	43	40	34	51	31	22	58	60	12	4	9	15	5	18	8	9	4	17	13					
		10.26%	8.91%	10.97%	12.73%	11.17%	10.61%	7.93%	12.89%	9.41%	10.29%	7.59%	11.66%	12.36%	9.15%	10.17%	10.37%	8.98%	8.63%	11.65%	12.18%	9.98%	9.66%	8.23%	6.20%	8.80%	9.16%	14.35%	17.39%	7.84%	9.38%	11.90%	7.94%	10.17%	19.05%	9.78%	6.45%	13.60%	10.40%					
