Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Жигулевская городская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029					
1	"Число избирателей, внесенных в списки"	47621	2605	2486	2342	2110	1739	1409	1540	2159	1875	1808	994	495	1965	2172	2073	2449	2619	2375	2568	2468	1447	1784	140	1420	146	1127	920	386					
2	"Число бюллетеней, полученных участковыми комиссиями"	41435	2200	2300	2000	1800	1400	1100	1300	1900	1600	1600	1500	400	1600	1900	1800	2100	2200	2100	2100	2100	1300	1500	135	1200	150	1000	800	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23819	1231	1157	1247	1141	1002	824	963	1136	853	819	865	199	813	1099	1077	1266	1272	985	1200	1080	575	781	70	788	146	530	476	224					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1351	45	39	28	83	52	45	34	38	31	29	129	24	36	52	30	30	33	39	38	147	42	47	15	76	0	103	57	29					
6	Число погашенных бюллетеней	16265	924	1104	725	576	346	231	303	726	716	752	506	177	751	749	693	804	895	1076	862	873	683	672	50	336	4	367	267	97					
7	Число бюллетеней в переносных ящиках для голосования	1351	45	39	28	83	52	45	34	38	31	29	129	24	36	52	30	30	33	39	38	147	42	47	15	76	0	103	57	29					
8	Число бюллетеней в стационарных ящиках для голосования	23788	1231	1155	1247	1140	1002	824	963	1136	834	819	865	199	813	1094	1077	1266	1272	985	1199	1077	575	781	70	788	146	530	476	224					
9	Число недействительных бюллетеней	334	18	14	16	15	10	23	7	3	15	18	14	3	5	14	3	10	32	13	13	17	8	7	0	10	0	26	16	4					
10	Число действительных бюллетеней	24805	1258	1180	1259	1208	1044	846	990	1171	850	830	980	220	844	1132	1104	1286	1273	1011	1224	1207	609	821	85	854	146	607	517	249					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	445	18	17	17	17	18	17	17	17	17	17	17	10	17	17	17	17	19	18	21	18	17	17	4	17	10	17	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	179	9	6	12	14	6	9	7	9	5	7	7	2	3	9	3	7	7	5	14	8	5	6	4	6	0	5	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	109	6	3	4	7	1	6	5	3	3	1	7	1	3	3	1	8	5	2	1	6	1	8	9	2	0	11	0	2					
14	Число погашенных открепительных удостоверений	266	9	11	5	3	12	8	10	8	12	10	10	8	14	8	14	10	12	13	7	10	12	11	0	11	10	12	7	9					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	147	9	10	11	5	5	3	4	6	6	7	6	2	2	6	5	10	3	6	6	3	9	6	0	6	0	4	6	1					
		0.58%	0.70%	0.83%	0.86%	0.40%	0.47%	0.34%	0.40%	0.51%	0.69%	0.82%	0.60%	0.89%	0.23%	0.52%	0.45%	0.77%	0.22%	0.58%	0.48%	0.24%	1.45%	0.72%	0.0%	0.69%	0.0%	0.63%	1.12%	0.39%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	632	18	17	26	17	28	27	49	45	27	31	29	6	38	38	38	24	24	28	32	27	25	15	2	7	0	5	9	0					
		2.51%	1.41%	1.42%	2.03%	1.39%	2.65%	3.10%	4.91%	3.83%	3.12%	3.65%	2.91%	2.69%	4.47%	3.31%	3.43%	1.85%	1.83%	2.73%	2.58%	2.20%	4.05%	1.81%	2.35%	0.81%	0.0%	0.78%	1.68%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	894	46	29	44	42	43	28	45	29	18	35	44	9	20	62	32	49	33	24	27	47	30	33	3	34	0	25	53	10					
		3.55%	3.60%	2.42%	3.45%	3.43%	4.07%	3.22%	4.51%	2.47%	2.08%	4.12%	4.42%	4.03%	2.35%	5.41%	2.89%	3.78%	2.52%	2.34%	2.18%	3.83%	4.86%	3.98%	3.52%	3.93%	0.0%	3.94%	9.94%	3.95%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	945	26	35	57	48	48	47	58	55	46	22	30	6	33	46	76	61	46	36	34	39	24	27	2	17	1	11	7	7					
