Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Печорская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в списки избирателей"	19586	895	946	1247	814	872	981	2336	1438	1744	1319	747	1751	1650	438	363	503	566	976					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18410	880	960	1270	820	900	950	2170	1340	1460	1190	680	1550	1470	430	360	500	560	920					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10175	348	365	658	183	243	414	1326	728	883	859	489	1212	1110	175	181	233	288	480					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1845	188	217	159	229	180	208	54	29	110	31	9	16	34	59	60	50	81	131					
6	Число погашенных избирательных бюллетеней	6390	344	378	453	408	477	328	790	583	467	300	182	322	326	196	119	217	191	309					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1845	188	217	159	229	180	208	54	29	110	31	9	16	34	59	60	50	81	131					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10167	348	365	658	183	242	414	1326	728	883	859	489	1209	1110	175	181	233	288	476					
9	Число недействительных избирательных бюллетеней	129	4	2	2	1	3	4	23	21	16	6	6	19	6	3	1	3	3	6					
10	Число действительных избирательных бюллетеней	11883	532	580	815	411	419	618	1357	736	977	884	492	1206	1138	231	240	280	366	601					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	345	15	25	15	15	20	15	20	25	20	25	25	25	25	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	157	3	14	11	9	16	7	13	5	8	16	6	15	8	0	7	7	1	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	148	8	20	13	2	9	19	6	3	9	8	4	11	12	3	7	4	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	188	12	11	4	6	4	8	7	20	12	9	19	10	17	15	8	8	14	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	343	19	13	20	11	18	21	40	19	17	24	11	21	31	7	15	13	23	20					
		2.86%	3.54%	2.23%	2.45%	2.67%	4.27%	3.38%	2.90%	2.51%	1.71%	2.70%	2.21%	1.71%	2.71%	2.99%	6.22%	4.59%	6.23%	3.29%					
19	2.Всероссийская политическая партия «Гражданская Сила»	117	0	3	15	1	0	3	10	12	6	17	6	21	13	3	1	1	1	4					
		0.97%	0.00%	0.52%	1.84%	0.24%	0.00%	0.48%	0.72%	1.59%	0.60%	1.91%	1.20%	1.71%	1.14%	1.28%	0.41%	0.35%	0.27%	0.66%					
20	3.Политическая партия «Демократическая партия России»	28	0	0	2	3	1	1	3	4	2	0	2	6	0	0	2	0	0	2					
		0.23%	0.00%	0.00%	0.24%	0.73%	0.24%	0.16%	0.22%	0.53%	0.20%	0.00%	0.40%	0.49%	0.00%	0.00%	0.83%	0.00%	0.00%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1638	41	55	116	48	69	82	253	80	118	131	70	205	181	18	28	31	41	71					
		13.64%	7.65%	9.45%	14.20%	11.65%	16.35%	13.18%	18.33%	10.57%	11.88%	14.72%	14.06%	16.73%	15.82%	7.69%	11.62%	10.95%	11.11%	11.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	72	0	0	0	1	2	1	9	19	1	11	5	2	8	1	5	2	0	5					
		0.60%	0.00%	0.00%	0.00%	0.24%	0.47%	0.16%	0.65%	2.51%	0.10%	1.24%	1.00%	0.16%	0.70%	0.43%	2.07%	0.71%	0.00%	0.82%					
23	6.Политическая партия «Партия социальной справедливости»	39	2	1	2	2	0	2	3	2	1	5	0	5	9	1	1	1	0	2					
		0.32%	0.37%	0.17%	0.24%	0.49%	0.00%	0.32%	0.22%	0.26%	0.10%	0.56%	0.00%	0.41%	0.79%	0.43%	0.41%	0.35%	0.00%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	1203	26	53	83	32	47	62	147	83	114	97	53	128	126	24	12	39	30	47					
		10.01%	4.85%	9.11%	10.16%	7.77%	11.14%	9.97%	10.65%	10.96%	11.48%	10.90%	10.64%	10.45%	11.01%	10.26%	4.98%	13.78%	8.13%	7.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1308	35	54	82	37	46	47	152	68	70	91	77	156	172	20	34	24	68	75					
