Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Красноармейская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885					
1	"Число избирателей, внесенных в списки"	34921	1923	2620	2024	858	1694	2311	2627	523	2604	2070	290	267	842	448	314	576	397	225	335	230	765	789	489	318	222	389	76	81	338	477	350	619	686	599	175	387	575	579	355	536	188	739	676	747	405	183					
2	"Число бюллетеней, полученных участковыми комиссиями"	35300	1907	2621	1991	862	1667	2297	2592	543	2600	2043	320	276	871	460	315	578	403	223	340	238	760	805	478	311	230	394	78	84	361	693	368	656	672	608	176	389	561	569	360	560	188	770	672	754	478	178					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17792	838	1104	956	387	624	1019	1114	220	1123	807	127	155	415	234	183	295	254	137	210	151	427	424	339	196	172	286	54	79	276	450	212	420	390	365	0	285	332	372	205	322	117	356	391	529	329	111					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1371	52	81	51	26	40	48	52	7	39	13	18	27	24	21	21	71	19	13	9	15	29	51	40	25	11	12	6	0	0	27	37	27	61	24	173	0	30	21	8	6	2	47	35	26	22	4					
6	Число погашенных бюллетеней	16137	1017	1436	984	449	1003	1230	1426	316	1438	1223	175	94	432	205	111	212	130	73	121	72	304	330	99	90	47	96	18	5	85	216	119	209	221	219	3	104	199	176	147	232	69	367	246	199	127	63					
7	Число бюллетеней в переносных ящиках для голосования	1371	52	81	51	26	40	48	52	7	39	13	18	27	24	21	21	71	19	13	9	15	29	51	40	25	11	12	6	0	0	27	37	27	61	24	173	0	30	21	8	6	2	47	35	26	22	4					
8	Число бюллетеней в стационарных ящиках для голосования	17787	838	1104	956	387	623	1015	1114	220	1123	807	127	155	415	234	183	295	254	137	210	151	427	424	339	196	172	286	54	79	276	450	212	420	390	365	0	285	332	372	205	322	117	356	391	529	329	111					
9	Число недействительных бюллетеней	348	12	19	4	3	8	11	8	6	17	11	4	7	17	5	8	2	14	3	10	3	6	15	2	11	0	12	0	2	10	14	5	9	3	4	0	6	4	14	1	3	0	16	13	19	4	3					
10	Число действительных бюллетеней	18810	878	1166	1003	410	655	1052	1158	221	1145	809	141	175	422	250	196	364	259	147	209	163	450	460	377	210	183	286	60	77	266	463	244	438	448	385	173	279	358	379	212	325	119	387	413	536	347	112					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	435	19	21	15	10	25	30	20	8	20	20	6	5	12	6	6	13	6	5	6	5	10	10	6	6	5	6	5	5	5	8	6	13	8	8	0	6	8	8	6	8	5	8	8	8	6	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	226	14	21	15	4	12	19	15	2	13	12	5	2	7	3	4	13	5	2	2	3	3	0	0	0	0	2	0	0	1	3	3	9	2	1	0	0	4	6	0	2	0	8	2	1	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	160	2	2	7	12	3	7	7	1	2	3	0	3	0	1	2	3	2	3	5	2	4	2	1	4	1	5	1	2	1	1	4	3	8	0	0	4	1	5	4	1	1	8	3	3	25	1					
14	Число погашенных открепительных удостоверений	209	5	0	0	6	13	11	5	6	7	8	1	3	5	3	2	0	1	3	4	2	7	10	6	6	5	4	5	5	4	5	3	4	6	7	0	6	4	2	6	6	5	0	6	7	0	5					
