Выборы Президента Российской Федерации																											
																											
Наименование Избирательной комиссии:    Грачевская 																											
																											
Итоги голосования 																											
																											
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №878					
1	"Число избирателей, внесенных в список"	26004	2926	1616	1684	50	209	1751	181	2808	1742	1965	483	2408	365	398	2723	693	655	228	1603	1516					
2	Число полученных избирательных бюллетеней	26530	3000	1500	1700	50	200	1800	200	3000	1800	2000	500	2500	400	400	2800	700	650	230	1600	1500					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14993	1497	926	855	50	127	1151	152	1484	915	1140	304	1520	259	300	1446	388	353	137	913	1076					
5	"Число избирательных бюллетеней, выданных вне помещения"	1682	148	68	113	0	11	234	12	165	175	135	50	123	16	40	89	49	50	15	160	29					
6	Число погашенных избирательных бюллетеней	9855	1355	506	732	0	62	415	36	1351	710	725	146	857	125	60	1265	263	247	78	527	395					
7	Число избирательных бюллетеней в переносных ящиках	1682	148	68	113	0	11	234	12	165	175	135	50	123	16	40	89	49	50	15	160	29					
8	Число бюллетеней в стационарных ящиках для голосования	14990	1497	926	855	50	127	1151	152	1482	915	1139	304	1520	259	300	1446	388	353	137	913	1076					
9	Число недействительных избирательных бюллетеней	144	17	7	7	0	2	9	0	15	6	8	3	22	3	8	10	2	2	0	17	6					
10	Число действительных избирательных бюллетеней	16528	1628	987	961	50	136	1376	164	1632	1084	1266	351	1621	272	332	1525	435	401	152	1056	1099					
11	Число полученных открепительных  удостоверений	296	20	30	15	0	0	20	5	25	20	25	5	25	5	5	20	5	5	5	20	41					
12	Число выданных открепительных удостоверений	192	12	21	9	0	0	20	2	19	11	9	5	13	1	5	13	2	5	0	11	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	116	4	10	1	50	0	7	1	9	2	3	0	1	1	4	5	3	2	3	7	3					
14	Число неиспользованных открепительных удостоверений	104	8	9	6	0	0	0	3	6	9	16	0	12	4	0	7	3	0	5	9	7					
15	"Число открепительных удостоверений, выданных в ТИК"	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																											
18	. Глазьев Сергей Юрьевич	524	70	31	30	1	8	46	5	29	38	52	14	42	3	8	52	10	9	2	32	42					
		3.14%	4.26%	3.12%	3.10%	2.00%	5.80%	3.32%	3.05%	1.76%	3.49%	4.08%	3.95%	2.56%	1.09%	2.35%	3.39%	2.29%	2.23%	1.32%	2.98%	3.80%					
19	. Малышкин Олег Александрович	445	63	33	26	0	8	31	10	27	32	31	6	47	10	14	36	13	7	4	27	20					
		2.67%	3.83%	3.32%	2.69%	0.00%	5.80%	2.24%	6.10%	1.64%	2.94%	2.43%	1.69%	2.86%	3.64%	4.12%	2.35%	2.97%	1.74%	2.63%	2.52%	1.81%					
20	. Миронов Сергей Михайлович	116	14	7	6	0	1	7	1	7	6	7	4	25	4	2	9	2	5	0	4	5					
		0.70%	0.85%	0.70%	0.62%	0.00%	0.72%	0.51%	0.61%	0.43%	0.55%	0.55%	1.13%	1.52%	1.45%	0.59%	0.59%	0.46%	1.24%	0.00%	0.37%	0.45%					
21	. Путин Владимир Владимирович	10829	1120	636	653	42	71	905	116	1085	763	734	147	968	143	193	1019	322	310	107	716	779					
		64.95%	68.09%	63.98%	67.46%	84.00%	51.45%	65.34%	70.73%	65.88%	70.00%	57.61%	41.53%	58.92%	52.00%	56.76%	66.38%	73.68%	76.92%	70.39%	66.73%	70.50%					
22	. Хакамада Ирина Муцуовна	378	20	25	17	2	1	31	2	39	16	17	11	54	4	8	45	7	9	4	21	45					
		2.27%	1.22%	2.52%	1.76%	4.00%	0.72%	2.24%	1.22%	2.37%	1.47%	1.33%	3.11%	3.29%	1.45%	2.35%	2.93%	1.60%	2.23%	2.63%	1.96%	4.07%					
23	. Харитонов Николай Михайлович	3682	289	220	187	5	41	323	27	395	194	379	161	431	96	96	310	71	52	29	219	157					
		22.08%	17.57%	22.13%	19.32%	10.00%	29.71%	23.32%	16.46%	23.98%	17.80%	29.75%	45.48%	26.23%	34.91%	28.24%	20.20%	16.25%	12.90%	19.08%	20.41%	14.21%					
																											
24	Против всех	554	52	35	42	0	6	33	3	50	35	46	8	54	12	11	54	10	9	6	37	51					
		3.32%	3.16%	3.52%	4.34%	0.00%	4.35%	2.38%	1.83%	3.04%	3.21%	3.61%	2.26%	3.29%	4.36%	3.24%	3.52%	2.29%	2.23%	3.95%	3.45%	4.62%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
