Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Уинская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823					
1	"Число избирателей, внесенных в списки"	9103	2460	448	373	156	412	216	251	254	919	111	533	364	67	79	203	946	128	239	93	344	81	91	335					
2	"Число бюллетеней, полученных участковыми комиссиями"	10140	2500	500	450	250	450	240	350	300	1000	120	600	420	80	80	250	1100	150	250	100	350	100	100	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	457	0	35	27	0	0	0	0	68	0	0	0	0	0	0	21	242	44	20	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6524	1671	308	220	116	347	172	239	169	653	106	433	305	67	69	136	489	69	179	86	257	72	85	276					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	922	170	57	52	32	39	44	12	17	101	5	36	51	0	9	40	150	15	11	7	34	7	3	30					
6	Число погашенных бюллетеней	2237	659	100	151	102	64	24	99	46	246	9	131	64	13	2	53	219	22	40	7	59	21	12	94					
7	Число бюллетеней в переносных ящиках для голосования	1375	170	92	79	32	39	44	12	85	101	5	36	51	0	9	61	388	59	31	7	34	7	3	30					
8	Число бюллетеней в стационарных ящиках для голосования	6523	1671	308	220	116	347	172	239	169	652	106	433	305	67	69	136	489	69	179	86	257	72	85	276					
9	Число недействительных бюллетеней	193	23	9	10	3	3	3	10	2	12	2	22	15	4	5	6	27	0	8	4	10	1	3	11					
10	Число действительных бюллетеней	7705	1818	391	289	145	383	213	241	252	741	109	447	341	63	73	191	850	128	202	89	281	78	85	295					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	524	107	18	35	25	14	20	21	5	30	4	30	18	3	4	21	75	16	25	6	20	3	3	21					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	522	107	18	35	25	14	20	21	5	30	4	30	18	3	4	21	75	16	24	6	20	3	3	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	203	75	8	6	4	5	5	5	10	13	2	6	8	2	7	2	15	3	3	4	9	1	3	7					
14	Число погашенных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1					
15	Число открепительных удостоверений выданных ТИК	56	9	5	2	0	4	0	2	1	4	2	3	2	0	1	4	7	1	3	0	5	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	197	37	10	5	3	29	3	5	6	16	1	5	7	4	6	4	20	6	8	4	7	1	1	9					
		2.49%	2.00%	2.5%	1.67%	2.02%	7.51%	1.38%	1.99%	2.36%	2.12%	0.90%	1.06%	1.96%	5.97%	7.69%	2.03%	2.28%	4.68%	3.80%	4.30%	2.40%	1.26%	1.13%	2.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	181	57	27	11	3	1	1	4	4	10	0	12	13	0	0	5	19	1	0	0	5	0	3	5					
		2.29%	3.09%	6.75%	3.67%	2.02%	0.25%	0.46%	1.59%	1.57%	1.32%	0.0%	2.55%	3.65%	0.0%	0.0%	2.53%	2.16%	0.78%	0.0%	0.0%	1.71%	0.0%	3.40%	1.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	207	36	18	12	6	10	5	7	15	19	1	7	14	0	1	4	28	3	3	2	4	1	1	10					
		2.62%	1.95%	4.5%	4.01%	4.05%	2.59%	2.31%	2.78%	5.90%	2.52%	0.90%	1.49%	3.93%	0.0%	1.28%	2.03%	3.19%	2.34%	1.42%	2.15%	1.37%	1.26%	1.13%	3.26%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	126	55	7	5	5	5	2	5	2	5	0	4	5	2	1	3	9	2	0	1	4	0	2	2					
		1.59%	2.98%	1.75%	1.67%	3.37%	1.29%	0.92%	1.99%	0.78%	0.66%	0.0%	0.85%	1.40%	2.98%	1.28%	1.52%	1.02%	1.56%	0.0%	1.07%	1.37%	0.0%	2.27%	0.65%					
22	"5. ""За Русь Святую"""	34	4	4	3	0	2	0	0	1	4	2	0	1	0	1	1	6	1	1	0	3	0	0	0					
		0.43%	0.21%	1.0%	1.00%	0.0%	0.51%	0.0%	0.0%	0.39%	0.53%	1.80%	0.0%	0.28%	0.0%	1.28%	0.50%	0.68%	0.78%	0.47%	0.0%	1.03%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	60	5	4	0	3	3	6	4	1	4	3	3	5	1	0	0	7	1	1	1	3	1	2	2					
		0.75%	0.27%	1.0%	0.0%	2.02%	0.77%	2.77%	1.59%	0.39%	0.53%	2.70%	0.63%	1.40%	1.49%	0.0%	0.0%	0.79%	0.78%	0.47%	1.07%	1.03%	1.26%	2.27%	0.65%					
24	"7. ""Новый курс - Автомобильная Россия"""	79	21	5	3	0	5	2	0	2	4	0	6	8	0	1	3	12	3	1	0	2	0	0	1					
		1.00%	1.14%	1.25%	1.00%	0.0%	1.29%	0.92%	0.0%	0.78%	0.53%	0.0%	1.27%	2.24%	0.0%	1.28%	1.52%	1.36%	2.34%	0.47%	0.0%	0.68%	0.0%	0.0%	0.32%					
25	"8. ""Народно-республиканская партия России"""	24	4	1	0	1	2	0	0	1	1	0	4	3	1	1	1	0	0	2	0	1	0	0	1					
		0.30%	0.21%	0.25%	0.0%	0.67%	0.51%	0.0%	0.0%	0.39%	0.13%	0.0%	0.85%	0.84%	1.49%	1.28%	0.50%	0.0%	0.0%	0.95%	0.0%	0.34%	0.0%	0.0%	0.32%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	4	0	1	0	3	0	2	2	0	0	1	1	1	1	0	4	0	1	0	0	0	0	0					
		0.26%	0.21%	0.0%	0.33%	0.0%	0.77%	0.0%	0.79%	0.78%	0.0%	0.0%	0.21%	0.28%	1.49%	1.28%	0.0%	0.45%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	755	111	29	15	3	42	39	16	46	74	7	100	46	9	5	26	56	7	16	0	34	1	12	61					
		9.55%	6.02%	7.25%	5.01%	2.02%	10.88%	18.05%	6.37%	18.11%	9.82%	6.30%	21.32%	12.92%	13.43%	6.41%	13.19%	6.38%	5.46%	7.61%	0.0%	11.68%	1.26%	13.63%	19.93%					
28	"11. ""Истинные патриоты России"""	12	3	0	1	0	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1					
		0.15%	0.16%	0.0%	0.33%	0.0%	0.0%	0.0%	0.79%	0.78%	0.13%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	126	20	4	5	2	2	2	2	2	54	2	4	3	3	0	1	8	0	5	0	5	0	0	2					
		1.59%	1.08%	1.0%	1.67%	1.35%	0.51%	0.92%	0.79%	0.78%	7.17%	1.80%	0.85%	0.84%	4.47%	0.0%	0.50%	0.91%	0.0%	2.38%	0.0%	1.71%	0.0%	0.0%	0.65%					
30	"13. ""Демократическая партия России"""	40	4	2	1	0	1	2	3	1	1	2	2	1	1	1	1	8	4	1	0	1	0	1	2					
		0.50%	0.21%	0.5%	0.33%	0.0%	0.25%	0.92%	1.19%	0.39%	0.13%	1.80%	0.42%	0.28%	1.49%	1.28%	0.50%	0.91%	3.12%	0.47%	0.0%	0.34%	0.0%	1.13%	0.65%					
31	"14. ""Великая Россия - Евразийский Союз"""	43	6	0	1	0	1	0	2	4	1	0	21	1	0	0	0	2	2	0	0	0	0	0	2					
		0.54%	0.32%	0.0%	0.33%	0.0%	0.25%	0.0%	0.79%	1.57%	0.13%	0.0%	4.47%	0.28%	0.0%	0.0%	0.0%	0.22%	1.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%					
32	"15. ""Партия СЛОН"""	18	3	2	1	0	1	0	1	0	0	0	0	0	1	0	1	3	1	0	0	2	0	0	2					
		0.22%	0.16%	0.5%	0.33%	0.0%	0.25%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%	0.0%	0.50%	0.34%	0.78%	0.0%	0.0%	0.68%	0.0%	0.0%	0.65%					
33	"16. ""Родина"" (народно-патриотический союз)"""	249	92	16	12	2	11	6	5	9	25	1	18	5	2	0	1	20	2	4	0	8	1	5	4					
		3.15%	4.99%	4.0%	4.01%	1.35%	2.84%	2.77%	1.99%	3.54%	3.32%	0.90%	3.83%	1.40%	2.98%	0.0%	0.50%	2.28%	1.56%	1.90%	0.0%	2.74%	1.26%	5.68%	1.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	4	2	2	0	1	1	2	1	0	0	1	3	0	0	0	2	0	2	1	3	0	0	2					
		0.34%	0.21%	0.5%	0.66%	0.0%	0.25%	0.46%	0.79%	0.39%	0.0%	0.0%	0.21%	0.84%	0.0%	0.0%	0.0%	0.22%	0.0%	0.95%	1.07%	1.03%	0.0%	0.0%	0.65%					
35	"18. ""ЛДПР"""	970	310	57	38	14	13	19	7	3	103	15	17	30	1	6	30	177	14	27	8	36	19	15	11					
		12.28%	16.83%	14.25%	12.70%	9.45%	3.36%	8.79%	2.78%	1.18%	13.67%	13.51%	3.62%	8.42%	1.49%	7.69%	15.22%	20.18%	10.93%	12.85%	8.60%	12.37%	24.05%	17.04%	3.59%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	152	18	9	14	7	5	2	4	3	22	3	6	11	1	2	2	27	1	7	0	1	0	1	6					
		1.92%	0.97%	2.25%	4.68%	4.72%	1.29%	0.92%	1.59%	1.18%	2.92%	2.70%	1.27%	3.08%	1.49%	2.56%	1.01%	3.07%	0.78%	3.33%	0.0%	0.34%	0.0%	1.13%	1.96%					
37	"20. ""Политическая партия ""Единая Россия"""	3212	769	158	117	81	132	78	82	99	310	65	113	135	29	41	85	341	70	99	55	138	45	29	141					
		40.66%	41.77%	39.5%	39.13%	54.72%	34.19%	36.11%	32.66%	38.97%	41.16%	58.55%	24.09%	37.92%	43.28%	52.56%	43.14%	38.88%	54.68%	47.14%	59.13%	47.42%	56.96%	32.95%	46.07%					
38	"21. ""Российская Конституционно-демократическая партия"""	22	4	1	3	0	1	0	2	1	5	0	1	1	0	1	1	0	0	0	0	1	0	0	0					
		0.27%	0.21%	0.25%	1.00%	0.0%	0.25%	0.0%	0.79%	0.39%	0.66%	0.0%	0.21%	0.28%	0.0%	1.28%	0.50%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	19	1	0	1	1	1	0	0	0	2	0	1	2	1	0	2	2	0	1	1	2	0	0	1					
		0.24%	0.05%	0.0%	0.33%	0.67%	0.25%	0.0%	0.0%	0.0%	0.26%	0.0%	0.21%	0.56%	1.49%	0.0%	1.01%	0.22%	0.0%	0.47%	1.07%	0.68%	0.0%	0.0%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	804	172	20	24	12	103	36	76	30	49	3	100	40	4	1	8	52	2	13	13	13	3	2	28					
		10.17%	9.34%	5.0%	8.02%	8.10%	26.68%	16.66%	30.27%	11.81%	6.50%	2.70%	21.32%	11.23%	5.97%	1.28%	4.06%	5.92%	1.56%	6.19%	13.97%	4.46%	3.79%	2.27%	9.15%					
																														
41	Против всех	327	78	15	14	2	9	9	10	17	31	4	19	6	2	4	12	47	8	10	3	8	6	11	2					
		4.14%	4.23%	3.75%	4.68%	1.35%	2.33%	4.16%	3.98%	6.69%	4.11%	3.60%	4.05%	1.68%	2.98%	5.12%	6.09%	5.35%	6.25%	4.76%	3.22%	2.74%	7.59%	12.5%	0.65%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
