Выборы Президента Российской Федерации																																																																
Дата голосования: 04.03.2012																																																																
																																																																
Наименование Избирательной комиссии:    Курагинская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	53																																																														
																																																																
		Сумма	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560									
1	Число избирателей, включенных в список избирателей	37381	469	239	661	293	101	590	286	316	748	419	685	1637	1412	1514	1849	1496	2045	610	963	123	1917	1763	161	534	308	138	261	82	73	529	120	264	66	898	559	819	158	286	218	667	509	344	444	1130	1124	720	1293	1409	1742	1882	92	219	196									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	37111	464	235	656	292	102	587	294	318	755	410	673	1637	1325	1501	1845	1479	2014	607	964	122	1933	1784	164	533	306	137	256	81	71	531	120	258	64	901	559	816	160	287	222	674	508	339	439	1090	1118	672	1291	1400	1731	1885	89	221	191									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	19821	265	124	389	170	55	365	197	181	367	228	354	803	637	804	929	676	970	356	560	68	1128	1080	101	313	172	87	148	49	39	305	66	152	31	480	282	402	112	177	148	455	302	209	290	506	599	338	596	676	884	966	33	100	97									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1493	25	18	40	35	4	35	13	22	96	10	11	41	112	41	27	64	74	31	44	9	47	45	8	0	9	0	11	1	0	23	5	18	9	56	38	13	1	13	10	10	8	9	8	31	66	94	83	20	26	25	8	21	25									
6	Число погашенных избирательных бюллетеней	15657	174	93	227	87	43	187	84	115	292	172	308	793	576	656	889	739	970	220	360	45	758	659	55	220	125	50	97	31	32	203	49	88	24	365	239	401	47	97	64	209	198	121	141	413	453	240	612	704	821	894	48	100	69									
