Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
Наименование Избирательной комиссии:    Курагинская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560					
1	"Число избирателей, включенных в списки избирателей"	31961	401	238	620	298	119	561	283	319	714	373	625	1317	1162	1294	1504	1248	1564	560	862	126	1612	1529	160	485	279	126	266	72	74	503	118	224	72	784	522	657	158	277	199	564	463	252	322	942	824	624	1190	1003	1422	1518	89	226	217					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34423	391	234	628	295	120	563	282	319	713	370	620	1469	1266	1435	1805	1431	1754	543	893	126	1843	1752	169	482	291	125	269	90	84	505	120	216	70	870	529	638	150	275	198	582	462	245	302	912	953	722	1331	1135	1574	1752	94	228	198					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	20737	306	190	509	219	75	417	189	179	393	208	313	807	652	789	972	671	978	307	597	95	1156	1089	127	338	185	93	173	53	50	308	81	130	51	556	387	409	140	216	170	421	315	191	245	527	483	325	641	666	892	1025	68	199	161					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1686	21	2	4	20	9	40	11	35	74	16	14	125	82	51	51	75	59	29	80	8	35	31	10	10	17	0	4	2	0	61	5	35	5	93	6	35	1	9	6	21	22	7	7	38	94	141	90	15	22	24	12	13	9					
6	Число погашенных избирательных бюллетеней	11892	64	42	115	56	36	106	82	105	246	146	293	537	532	595	782	685	717	207	216	23	652	632	32	134	89	32	92	35	34	136	34	51	14	221	136	194	9	50	22	140	125	47	50	239	376	256	600	454	660	703	14	16	28					
