Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Тереньгульская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639					
1	"Число избирателей, внесенных в списки избирателей"	14810	1380	1503	1453	604	348	135	270	426	170	189	306	558	406	214	794	521	293	312	322	124	817	295	73	1298	1041	620	338					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14388	1266	1466	1440	601	338	130	270	434	168	184	304	565	409	213	798	524	292	310	323	124	816	266	74	1178	960	584	351					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9333	805	890	747	412	222	76	178	277	100	125	261	406	273	152	413	436	196	216	216	88	505	189	56	861	601	365	267					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1432	131	66	171	42	39	26	23	34	27	21	18	53	24	31	54	61	41	35	45	22	40	47	8	113	151	107	2					
6	Число погашенных избирательных бюллетеней	3623	330	510	522	147	77	28	69	123	41	38	25	106	112	30	331	27	55	59	62	14	271	30	10	204	208	112	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1432	131	66	171	42	39	26	23	34	27	21	18	53	24	31	54	61	41	35	45	22	40	47	8	113	151	107	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9332	805	890	747	412	222	76	178	277	100	125	261	406	273	152	413	436	196	216	216	88	505	189	56	861	600	365	267					
9	Число недействительных избирательных бюллетеней	49	7	4	7	2	3	0	2	0	1	0	1	0	0	1	0	5	0	2	1	0	6	1	0	2	1	0	3					
10	Число действительных избирательных бюллетеней	10715	929	952	911	452	258	102	199	311	126	146	278	459	297	182	467	492	237	249	260	110	539	235	64	972	750	472	266					
