Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Чунская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548					
1	"Число избирателей, внесенных в списки"	28297	2587	739	985	1593	956	1320	1537	1945	934	860	762	1095	427	121	301	337	1286	1093	973	759	185	300	1423	240	583	557	464	507	502	1053	292	202	156	155	460	326	110	172					
2	"Число бюллетеней, полученных участковыми комиссиями"	27770	2493	709	958	1605	928	1287	1498	1866	877	852	753	1094	411	123	288	330	1239	1063	955	744	186	296	1482	232	579	558	446	497	492	1052	293	198	154	155	470	325	108	174					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12411	1091	310	401	833	454	613	587	860	360	272	304	399	135	111	105	168	518	479	455	329	68	138	583	130	327	222	172	185	160	455	187	109	80	94	309	223	76	109					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1171	85	19	33	51	59	44	39	14	66	28	3	34	35	0	32	7	44	40	10	53	8	13	43	6	44	49	65	54	51	44	0	29	34	10	20	0	0	5					
6	Число погашенных бюллетеней	14188	1317	380	524	721	415	630	872	992	451	552	446	661	241	12	151	155	677	544	490	362	110	145	856	96	208	287	209	258	281	553	106	60	40	51	141	102	32	60					
7	Число бюллетеней в переносных ящиках для голосования	1171	85	19	33	51	59	44	39	14	66	28	3	34	35	0	32	7	44	40	10	53	8	13	43	6	44	49	65	54	51	44	0	29	34	10	20	0	0	5					
8	Число бюллетеней в стационарных ящиках для голосования	12407	1091	310	401	833	453	612	587	858	360	272	304	399	135	111	105	168	518	479	455	329	68	138	583	130	327	222	172	185	160	455	187	109	80	94	309	223	76	109					
9	Число недействительных бюллетеней	181	16	4	9	8	2	8	11	4	4	6	8	2	3	1	0	8	9	5	3	5	3	2	12	4	2	0	2	1	1	14	3	8	1	1	6	4	0	1					
10	Число действительных бюллетеней	13397	1160	325	425	876	510	648	615	868	422	294	299	431	167	110	137	167	553	514	462	377	73	149	614	132	369	271	235	238	210	485	184	130	113	103	323	219	76	113					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	475	30	20	20	20	20	20	20	20	20	20	15	15	15	5	5	5	20	20	20	20	5	15	5	10	10	5	10	5	10	5	5	5	5	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	9	2	1	9	4	5	0	5	0	5	0	0	1	1	1	0	1	0	1	0	0	2	0	0	4	4	0	0	1	3	0	0	1	0	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	6	3	1	0	2	0	0	3	0	1	0	0	0	2	0	0	0	4	0	0	0	0	3	0	1	0	0	0	6	0	1	0	2	1	0	1	0	0					
14	Число погашенных открепительных удостоверений	410	21	18	19	11	16	15	20	15	20	15	15	15	14	4	4	5	19	20	19	20	5	13	5	10	6	1	10	5	9	2	5	5	4	5	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	25	3	3	1	1	0	3	1	0	1	2	0	1	1	0	0	0	2	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	227	17	8	2	13	12	6	14	7	7	8	3	5	1	2	4	2	19	11	4	9	2	2	9	0	10	1	5	2	2	7	4	6	6	10	2	2	0	3					
		1.67%	1.44%	2.43%	0.46%	1.47%	2.34%	0.91%	2.23%	0.80%	1.64%	2.66%	0.97%	1.15%	0.58%	1.80%	2.91%	1.14%	3.38%	2.11%	0.86%	2.35%	2.63%	1.32%	1.43%	0.0%	2.69%	0.36%	2.10%	0.83%	0.94%	1.40%	2.13%	4.34%	5.26%	9.61%	0.60%	0.89%	0.0%	2.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	140	12	9	10	20	7	10	5	18	7	3	2	1	0	0	0	0	0	6	3	0	0	1	1	1	1	1	2	0	0	2	5	3	1	2	5	1	0	1					
		1.03%	1.02%	2.73%	2.30%	2.26%	1.36%	1.52%	0.79%	2.06%	1.64%	1.0%	0.65%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	1.15%	0.64%	0.0%	0.0%	0.66%	0.15%	0.73%	0.26%	0.36%	0.84%	0.0%	0.0%	0.40%	2.67%	2.17%	0.87%	1.92%	1.51%	0.44%	0.0%	0.87%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	423	46	13	14	23	17	22	22	19	11	14	4	17	4	0	9	12	20	15	15	8	0	2	18	3	13	14	6	8	2	26	2	2	4	4	8	5	1	0					
		3.11%	3.91%	3.95%	3.22%	2.60%	3.32%	3.35%	3.51%	2.17%	2.58%	4.66%	1.30%	3.92%	2.35%	0.0%	6.56%	6.85%	3.55%	2.89%	3.22%	2.09%	0.0%	1.32%	2.87%	2.20%	3.50%	5.16%	2.53%	3.34%	0.94%	5.21%	1.06%	1.44%	3.50%	3.84%	2.43%	2.24%	1.31%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	176	22	2	5	14	10	10	13	10	6	7	2	9	1	1	0	8	6	2	5	3	3	1	8	3	2	3	1	4	1	1	1	2	1	1	3	2	1	2					
		1.29%	1.87%	0.60%	1.15%	1.58%	1.95%	1.52%	2.07%	1.14%	1.40%	2.33%	0.65%	2.07%	0.58%	0.90%	0.0%	4.57%	1.06%	0.38%	1.07%	0.78%	3.94%	0.66%	1.27%	2.20%	0.53%	1.10%	0.42%	1.67%	0.47%	0.20%	0.53%	1.44%	0.87%	0.96%	0.91%	0.89%	1.31%	1.75%					
22	"5. ""За Русь Святую"""	56	5	2	3	3	3	2	1	2	1	1	0	1	0	0	0	0	6	1	1	1	0	1	1	0	0	3	3	4	4	0	0	1	3	1	2	0	0	0					
		0.41%	0.42%	0.60%	0.69%	0.33%	0.58%	0.30%	0.15%	0.22%	0.23%	0.33%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	1.06%	0.19%	0.21%	0.26%	0.0%	0.66%	0.15%	0.0%	0.0%	1.10%	1.26%	1.67%	1.89%	0.0%	0.0%	0.72%	2.63%	0.96%	0.60%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	42	4	1	1	2	1	3	1	1	3	0	0	1	0	1	0	1	4	1	3	0	2	0	0	1	2	2	1	0	0	3	0	1	0	0	1	1	0	0					
		0.30%	0.34%	0.30%	0.23%	0.22%	0.19%	0.45%	0.15%	0.11%	0.70%	0.0%	0.0%	0.23%	0.0%	0.90%	0.0%	0.57%	0.71%	0.19%	0.64%	0.0%	2.63%	0.0%	0.0%	0.73%	0.53%	0.73%	0.42%	0.0%	0.0%	0.60%	0.0%	0.72%	0.0%	0.0%	0.30%	0.44%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	8	1	1	4	3	3	6	6	2	1	2	2	1	0	0	0	1	0	0	6	0	2	7	1	0	0	1	0	1	3	1	0	0	0	1	0	0	0					
		0.47%	0.68%	0.30%	0.23%	0.45%	0.58%	0.45%	0.95%	0.68%	0.46%	0.33%	0.65%	0.46%	0.58%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	1.57%	0.0%	1.32%	1.11%	0.73%	0.0%	0.0%	0.42%	0.0%	0.47%	0.60%	0.53%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	23	2	1	0	0	1	1	1	0	2	1	0	1	1	0	1	0	0	4	1	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0					
		0.16%	0.17%	0.30%	0.0%	0.0%	0.19%	0.15%	0.15%	0.0%	0.46%	0.33%	0.0%	0.23%	0.58%	0.0%	0.72%	0.0%	0.0%	0.77%	0.21%	0.0%	1.31%	0.0%	0.0%	0.0%	0.53%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	1.31%	0.0%					
