Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Богатовская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190					
1	"Число избирателей, внесенных в список избирателей"	12339	650	336	523	1607	1382	2308	392	524	503	643	736	835	480	532	406	127	355					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12342	657	330	520	1596	1383	2310	390	528	510	637	756	834	481	536	408	121	345					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5954	312	181	282	720	688	1110	177	254	226	280	351	402	216	292	216	70	177					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	684	53	21	66	37	32	51	56	41	21	45	51	49	57	37	26	16	25					
6	Число погашенных избирательных бюллетеней	5704	292	128	172	839	663	1149	157	233	263	312	354	383	208	207	166	35	143					
7	Число избирательных бюллетеней в переносных ящиках для голосования	684	53	21	66	37	32	51	56	41	21	45	51	49	57	37	26	16	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5954	312	181	282	720	688	1110	177	254	226	280	351	402	216	292	216	70	177					
9	Число недействительных избирательных бюллетеней	151	12	4	8	20	11	20	4	9	7	7	9	8	9	6	11	2	4					
10	Число действительных избирательных бюллетеней	6487	353	198	340	737	709	1141	229	286	240	318	393	443	264	323	231	84	198					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	238	10	10	10	20	20	40	10	15	13	10	20	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	161	8	1	3	16	16	33	10	8	13	6	15	3	3	9	7	0	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	118	5	5	10	12	12	9	9	4	6	7	1	5	3	10	5	6	9					
14	Число погашенных неиспользованных открепительных удостоверений	77	2	9	7	4	4	7	0	7	0	4	5	7	7	1	3	10	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	1	2	6	4	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1154	53	38	35	136	131	229	40	39	40	42	84	56	49	71	55	15	41					
		17.38%	14.52%	18.81%	10.06%	17.97%	18.19%	19.72%	17.17%	13.22%	16.19%	12.92%	20.90%	12.42%	17.95%	21.58%	22.73%	17.44%	20.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	990	57	19	42	114	107	174	38	54	37	61	50	66	43	48	31	8	41					
		14.91%	15.62%	9.41%	12.07%	15.06%	14.86%	14.99%	16.31%	18.31%	14.98%	18.77%	12.44%	14.63%	15.75%	14.59%	12.81%	9.30%	20.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	3	3	4	9	3	7	4	5	4	4	5	5	4	1	1	1	1					
		0.96%	0.82%	1.49%	1.15%	1.19%	0.42%	0.60%	1.72%	1.69%	1.62%	1.23%	1.24%	1.11%	1.47%	0.30%	0.41%	1.16%	0.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1311	46	61	57	134	166	287	43	60	41	65	96	65	28	51	44	11	56					
		19.75%	12.60%	30.20%	16.38%	17.70%	23.06%	24.72%	18.45%	20.34%	16.60%	20.00%	23.88%	14.41%	10.26%	15.50%	18.18%	12.79%	27.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	7	2	3	13	11	18	3	6	2	5	3	5	4	5	2	0	1					
		1.36%	1.92%	0.99%	0.86%	1.72%	1.53%	1.55%	1.29%	2.03%	0.81%	1.54%	0.75%	1.11%	1.47%	1.52%	0.83%	0.00%	0.50%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2855	186	74	198	329	289	423	101	120	116	141	154	241	135	146	95	49	58					
		43.01%	50.96%	36.63%	56.90%	43.46%	40.14%	36.43%	43.35%	40.68%	46.96%	43.38%	38.31%	53.44%	49.45%	44.38%	39.26%	56.98%	28.71%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	1	1	1	2	2	3	0	2	0	0	1	5	1	1	3	0	0					
		0.35%	0.27%	0.50%	0.29%	0.26%	0.28%	0.26%	0.00%	0.68%	0.00%	0.00%	0.25%	1.11%	0.37%	0.30%	1.24%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
