Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
"Наименование Избирательной комиссии:    Чита, Центральная"																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №830	УИК №842	УИК №852					
1	"Число избирателей, внесенных в список избирателей"	91132	2951	2035	2504	2342	2832	2603	2834	2704	2677	2945	2617	1994	2492	2728	2842	2170	2524	2541	2884	1772	1392	1813	2340	1533	1689	2553	1413	2428	2449	2404	2042	1991	2246	2332	1224	2581	1411	1770	256	450	1898	1598	328					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	84910	2600	1800	2400	2200	2600	2400	2600	2500	2600	2600	2500	2000	2300	2600	2500	2000	2400	2200	2600	1600	1300	1700	2200	2600	1500	2500	1000	2100	2000	2200	1700	2000	2100	2000	900	2710	900	1800	400	600	1700	1500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	49628	1383	1097	1474	1224	1582	1154	1213	1415	1360	1548	1448	889	1204	1366	1498	985	1373	1389	1582	991	718	985	1290	1477	857	1480	704	1497	942	1342	1090	1068	1140	1122	659	2047	668	1387	256	310	1036	1053	325					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2416	9	42	23	26	53	50	22	16	27	88	121	18	109	143	80	48	103	65	30	29	24	27	20	56	152	40	241	46	126	19	32	63	27	116	144	146	0	1	0	0	28	3	3					
6	Число погашенных избирательных бюллетеней	32866	1208	661	903	950	965	1196	1365	1069	1213	964	931	1093	987	1091	922	967	924	746	988	580	558	688	890	1067	491	980	55	557	932	839	578	869	933	762	97	517	232	412	144	290	636	444	172					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2411	9	42	23	26	53	50	22	16	27	88	121	18	109	143	80	48	103	65	30	29	24	27	20	56	147	40	241	46	126	19	32	63	27	116	144	146	0	1	0	0	28	3	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	49619	1383	1097	1474	1224	1581	1151	1213	1415	1360	1547	1448	889	1204	1366	1498	985	1373	1389	1582	991	718	985	1290	1477	857	1480	703	1497	942	1342	1090	1068	1140	1122	659	2047	668	1387	255	310	1036	1051	325					
9	Число недействительных избирательных бюллетеней	735	19	13	13	159	13	6	14	10	18	21	18	11	23	13	22	18	15	19	15	12	7	14	10	21	17	25	13	16	17	6	20	14	19	19	16	11	3	7	1	2	9	10	6					
10	Число действительных избирательных бюллетеней	51295	1373	1126	1484	1091	1621	1195	1221	1421	1369	1614	1551	896	1290	1496	1556	1015	1461	1435	1597	1008	735	998	1300	1512	987	1495	931	1527	1051	1355	1102	1117	1148	1219	787	2182	665	1381	254	308	1055	1044	322					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2215	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	55	50	50	50	50	50	50	50	50	80	130	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1354	28	19	29	18	41	31	21	31	22	34	35	29	26	45	26	20	33	31	33	24	19	34	46	24	23	28	19	48	24	26	34	48	33	21	18	37	76	120	39	20	23	18	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1482	23	17	24	36	27	25	18	31	25	26	33	42	19	49	39	21	22	30	24	36	4	23	17	25	79	40	162	73	29	15	15	37	12	26	52	54	21	14	11	23	26	20	137					
14	Число погашенных неиспользованных открепительных удостоверений	861	22	31	21	32	9	19	29	19	28	16	15	21	24	5	24	30	17	19	17	26	31	16	4	26	27	22	31	7	26	24	16	2	17	29	32	13	4	10	11	30	27	32	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	84	0	0	1	0	5	2	1	9	2	1	3	0	2	0	0	0	5	0	1	1	0	0	0	2	0	0	0	37	1	2	2	1	4	1	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9380	233	217	290	255	281	190	221	277	290	347	294	162	242	294	281	213	273	283	297	187	134	164	273	308	190	282	140	276	214	280	234	219	240	221	134	160	105	144	26	64	213	171	61					
		18.03%	16.74%	19.05%	19.37%	20.40%	17.20%	15.82%	17.89%	19.36%	20.91%	21.22%	18.74%	17.86%	18.43%	19.48%	17.81%	20.62%	18.50%	19.46%	18.42%	18.33%	18.06%	16.21%	20.84%	20.09%	18.92%	18.55%	14.83%	17.89%	20.04%	20.57%	20.86%	19.36%	20.57%	17.85%	16.69%	7.30%	15.72%	10.37%	10.20%	20.65%	20.02%	16.22%	18.60%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10013	320	254	301	210	309	269	299	293	272	355	255	201	246	276	293	180	294	227	299	175	129	218	216	262	177	274	194	274	220	233	206	203	205	261	149	597	174	106	49	66	208	191	73					
		19.24%	22.99%	22.30%	20.11%	16.80%	18.91%	22.40%	24.21%	20.48%	19.61%	21.71%	16.25%	22.16%	18.74%	18.29%	18.57%	17.42%	19.92%	15.61%	18.55%	17.16%	17.39%	21.54%	16.49%	17.09%	17.63%	18.03%	20.55%	17.76%	20.60%	17.12%	18.36%	17.95%	17.57%	21.08%	18.56%	27.22%	26.05%	7.64%	19.22%	21.29%	19.55%	18.12%	22.26%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	846	24	21	28	13	33	19	19	28	23	21	28	19	10	27	26	15	17	22	29	28	9	13	19	28	21	35	26	22	19	22	19	21	19	18	14	21	12	19	0	3	10	19	7					
		1.63%	1.72%	1.84%	1.87%	1.04%	2.02%	1.58%	1.54%	1.96%	1.66%	1.28%	1.78%	2.09%	0.76%	1.79%	1.65%	1.45%	1.15%	1.51%	1.80%	2.75%	1.21%	1.28%	1.45%	1.83%	2.09%	2.30%	2.75%	1.43%	1.78%	1.62%	1.69%	1.86%	1.63%	1.45%	1.74%	0.96%	1.80%	1.37%	0.00%	0.97%	0.94%	1.80%	2.13%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11034	277	268	293	249	371	254	266	299	314	317	365	165	298	309	354	269	325	339	360	213	163	217	334	380	209	373	185	404	220	334	263	270	283	260	121	229	100	185	31	55	247	212	54					
		21.21%	19.90%	23.53%	19.57%	19.92%	22.71%	21.15%	21.54%	20.89%	22.64%	19.39%	23.26%	18.19%	22.70%	20.48%	22.43%	26.04%	22.02%	23.31%	22.33%	20.88%	21.97%	21.44%	25.50%	24.79%	20.82%	24.54%	19.60%	26.18%	20.60%	24.54%	23.44%	23.87%	24.25%	21.00%	15.07%	10.44%	14.97%	13.33%	12.16%	17.74%	23.21%	20.11%	16.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2028	46	43	57	51	55	32	37	50	34	47	64	38	36	66	73	38	71	56	81	48	39	37	66	76	60	67	33	87	34	60	54	47	56	49	25	39	43	26	1	6	41	48	11					
		3.90%	3.30%	3.78%	3.81%	4.08%	3.37%	2.66%	2.99%	3.49%	2.45%	2.87%	4.08%	4.19%	2.74%	4.37%	4.63%	3.68%	4.81%	3.85%	5.02%	4.71%	5.26%	3.66%	5.04%	4.96%	5.98%	4.41%	3.50%	5.64%	3.18%	4.41%	4.81%	4.16%	4.80%	3.96%	3.11%	1.78%	6.44%	1.87%	0.39%	1.94%	3.85%	4.55%	3.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17569	461	312	503	306	564	423	374	465	424	519	536	304	443	511	518	289	466	492	513	341	252	343	374	442	323	452	346	447	335	420	320	350	331	398	337	1125	225	897	146	108	330	389	115					
		33.77%	33.12%	27.39%	33.60%	24.48%	34.52%	35.22%	30.28%	32.49%	30.57%	31.74%	34.16%	33.52%	33.74%	33.86%	32.83%	27.98%	31.57%	33.84%	31.82%	33.43%	33.96%	33.89%	28.55%	28.83%	32.17%	29.74%	36.65%	28.97%	31.37%	30.86%	28.52%	30.95%	28.36%	32.15%	41.97%	51.30%	33.68%	64.63%	57.25%	34.84%	31.02%	36.91%	35.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	425	12	11	12	7	8	8	5	9	12	8	9	7	15	13	11	11	15	16	18	16	9	6	18	16	7	12	7	17	9	6	6	7	14	12	7	11	6	4	1	6	6	14	1					
		0.82%	0.86%	0.97%	0.80%	0.56%	0.49%	0.67%	0.40%	0.63%	0.87%	0.49%	0.57%	0.77%	1.14%	0.86%	0.70%	1.06%	1.02%	1.10%	1.12%	1.57%	1.21%	0.59%	1.37%	1.04%	0.70%	0.79%	0.74%	1.10%	0.84%	0.44%	0.53%	0.62%	1.20%	0.97%	0.87%	0.50%	0.90%	0.29%	0.39%	1.94%	0.56%	1.33%	0.30%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
