Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Партизанская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813					
1	"Число избирателей, внесенных в список избирателей"	21645	528	1159	1174	679	774	452	654	1347	1263	454	1254	771	2232	2459	372	439	588	1404	1312	381	746	568	635					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21330	525	1160	1190	680	770	455	660	1300	1250	460	1170	700	2200	2460	370	420	570	1390	1300	380	730	560	630					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11384	134	540	487	243	418	214	399	949	680	223	701	478	1398	1200	211	223	325	745	607	178	354	316	361					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	762	7	38	44	48	69	21	11	5	60	8	78	7	45	50	9	69	21	33	84	28	4	15	8					
6	Число погашенных избирательных бюллетеней	9094	294	582	659	389	283	220	250	346	510	229	391	215	757	1210	150	128	224	612	609	174	372	229	261					
7	Число избирательных бюллетеней в переносных ящиках для голосования	852	97	38	44	48	69	21	11	5	60	8	78	7	45	50	9	69	21	33	84	28	4	15	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11376	134	540	487	243	417	214	399	949	680	223	701	478	1396	1198	211	223	325	744	606	177	354	316	361					
9	Число недействительных избирательных бюллетеней	342	0	17	14	9	16	9	17	37	27	5	20	15	31	47	9	5	4	16	17	3	13	8	3					
10	Число действительных избирательных бюллетеней	11886	231	561	517	282	470	226	393	917	713	226	759	470	1410	1201	211	287	342	761	673	202	345	323	366					
