Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Хоринская 																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793					
1	"Число избирателей, внесенных в списки"	13900	88	171	88	1283	543	215	540	229	139	740	126	306	352	177	127	348	197	235	262	240	241	342	164	178	442	2366	2617	1144					
2	"Число бюллетеней, полученных участковыми комиссиями"	13754	84	167	88	1281	541	205	529	220	137	741	130	293	348	178	124	348	192	226	252	235	233	337	162	176	442	2338	2620	1127					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8175	60	122	54	792	345	110	304	152	98	347	83	223	232	99	81	223	140	133	160	157	151	234	95	127	274	1273	1487	619					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	733	4	13	9	38	49	27	33	18	12	28	16	13	21	13	9	33	24	24	23	21	16	25	19	14	22	99	61	49					
6	Число погашенных бюллетеней	4846	20	32	25	451	147	68	192	50	27	366	31	57	95	66	34	92	28	69	69	57	66	78	48	35	146	966	1072	459					
7	Число бюллетеней в переносных ящиках для голосования	733	4	13	9	38	49	27	33	18	12	28	16	13	21	13	9	33	24	24	23	21	16	25	19	14	22	99	61	49					
8	Число бюллетеней в стационарных ящиках для голосования	8167	60	122	54	792	345	110	304	152	98	347	83	223	232	99	81	223	140	133	160	157	151	234	95	127	274	1273	1479	619					
9	Число недействительных бюллетеней	287	3	6	2	46	13	3	0	8	1	17	2	8	16	2	2	8	10	5	5	7	3	7	1	1	12	37	44	18					
10	Число действительных бюллетеней	8613	61	129	61	784	381	134	337	162	109	358	97	228	237	110	88	248	154	152	178	171	164	252	113	140	284	1335	1496	650					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	6	4	4	1	0	1	1	3	10	4	6	7	4	4	3	4	0	5	5	10	7	4	4	7	39	39	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	97	0	3	0	4	1	0	1	1	3	1	1	1	0	0	2	0	1	0	0	0	8	1	1	3	5	24	23	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	103	1	1	1	7	1	1	4	5	2	5	2	4	2	3	3	5	6	0	6	5	2	3	3	2	6	14	9	0					
14	Число погашенных открепительных удостоверений	103	5	3	4	0	0	0	0	0	0	9	3	5	7	4	2	3	3	0	5	5	2	6	3	1	2	15	16	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
