Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Дзун-Хемчикская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в списки"	11061	1125	1302	1112	1190	940	730	456	682	1021	512	301	718	575	397					
2	"Число бюллетеней, полученных участковыми комиссиями"	10610	1044	1296	1065	1122	895	696	432	673	997	503	293	664	564	366					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	61	0	0	0	0	0	0	0	0	0	47	0	0	0	14					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5324	406	480	480	444	617	418	321	403	468	293	155	391	238	210					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	541	25	13	61	19	116	30	22	36	29	3	28	47	37	75					
6	Число погашенных бюллетеней	4684	613	803	524	659	162	248	89	234	500	160	110	226	289	67					
7	Число бюллетеней в переносных ящиках для голосования	602	25	13	61	19	116	30	22	36	29	50	28	47	37	89					
8	Число бюллетеней в стационарных ящиках для голосования	5310	406	467	479	444	617	418	321	403	468	293	155	391	238	210					
9	Число недействительных бюллетеней	268	26	0	15	31	23	14	21	39	29	13	6	14	19	18					
10	Число действительных бюллетеней	5644	405	480	525	432	710	434	322	400	468	330	177	424	256	281					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	140	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	45	2	4	6	9	4	5	4	4	4	0	0	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	32	2	2	5	3	5	2	4	0	2	1	2	0	3	1					
14	Число погашенных открепительных удостоверений	95	8	6	4	1	6	5	6	6	6	10	10	10	10	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	274	20	12	12	24	19	31	19	18	30	13	18	26	22	10					
		4.63%	4.64%	2.5%	2.22%	5.18%	2.59%	6.91%	5.53%	4.10%	6.03%	3.79%	9.83%	5.93%	8.0%	3.34%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	19	1	2	5	2	1	2	0	0	1	1	0	1	2	1					
		0.32%	0.23%	0.41%	0.92%	0.43%	0.13%	0.44%	0.0%	0.0%	0.20%	0.29%	0.0%	0.22%	0.72%	0.33%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	69	2	9	5	7	5	9	1	4	6	4	2	2	6	7					
		1.16%	0.46%	1.87%	0.92%	1.51%	0.68%	2.00%	0.29%	0.91%	1.20%	1.16%	1.09%	0.45%	2.18%	2.34%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	26	2	4	1	3	0	2	0	4	0	2	2	3	3	0					
		0.43%	0.46%	0.83%	0.18%	0.64%	0.0%	0.44%	0.0%	0.91%	0.0%	0.58%	1.09%	0.68%	1.09%	0.0%					
22	"5. ""За Русь Святую"""	7	1	0	0	1	0	1	1	0	1	2	0	0	0	0					
		0.11%	0.23%	0.0%	0.0%	0.21%	0.0%	0.22%	0.29%	0.0%	0.20%	0.58%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	2	1	1	3	1	1	1	2	1	1	0	4	1	0					
		0.32%	0.46%	0.20%	0.18%	0.64%	0.13%	0.22%	0.29%	0.45%	0.20%	0.29%	0.0%	0.91%	0.36%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	8	0	0	1	2	0	1	0	0	0	1	1	1	0	1					
