Выборы Президента Российской Федерации																																																																					
Дата голосования: 04.03.2012																																																																					
																																																																					
Наименование Избирательной комиссии:    Назаровская																																																																					
																																																																					
Сводная таблица итогов голосования																																																																					
																																																																					
	Число участковых избирательных комиссий	58																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	58																																																																			
																																																																					
		Сумма	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701									
1	Число избирателей, включенных в список избирателей	16737	200	307	217	147	585	299	307	147	100	62	193	93	99	649	548	179	133	1090	180	357	143	134	1014	226	88	64	163	98	28	166	166	720	105	94	91	125	719	73	148	180	1352	301	178	745	137	85	66	1378	188	192	239	311	186	191	266	141	252	92									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	15487	180	300	200	140	550	280	290	130	90	60	180	80	90	600	500	150	110	1000	170	300	130	120	1000	200	70	60	150	90	27	150	150	700	100	90	90	120	700	60	130	170	1300	280	150	700	130	70	60	1300	180	170	200	290	170	170	200	120	220	70									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	9799	121	196	151	96	383	168	204	99	47	23	108	76	57	379	234	101	94	647	82	217	94	71	630	124	64	45	99	73	17	107	85	390	62	60	62	83	423	53	86	106	727	153	102	421	70	58	49	745	104	157	133	192	104	120	146	90	146	65									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	771	9	8	20	12	38	24	26	15	4	0	7	0	1	46	53	21	7	40	25	11	3	11	49	22	2	7	10	2	0	20	15	20	10	6	0	6	27	0	0	0	45	27	13	49	7	0	0	17	3	5	5	0	1	5	4	5	8	0									
6	Число погашенных избирательных бюллетеней	4917	50	96	29	32	129	88	60	16	39	37	65	4	32	175	213	28	9	313	63	72	33	38	321	54	4	8	41	15	10	23	50	290	28	24	28	31	250	7	44	64	528	100	35	230	53	12	11	538	73	8	62	98	65	45	50	25	66	5									
7	Число избирательных бюллетеней в переносных ящиках для голосования	771	9	8	20	12	38	24	26	15	4	0	7	0	1	46	53	21	7	40	25	11	3	11	49	22	2	7	10	2	0	20	15	20	10	6	0	6	27	0	0	0	45	27	13	49	7	0	0	17	3	5	5	0	1	5	4	5	8	0									
8	Число бюллетеней в стационарных ящиках для голосования	9799	121	196	151	96	383	168	204	99	47	23	108	76	57	379	234	101	94	647	82	217	94	71	630	124	64	45	99	73	17	107	85	390	62	60	62	83	423	53	86	106	727	153	102	421	70	58	49	745	104	157	133	192	104	120	146	90	146	65									
9	Число недействительных избирательных бюллетеней	115	0	2	2	1	7	1	1	1	1	0	1	1	0	3	6	3	1	11	2	8	1	1	6	2	0	0	2	0	0	0	1	6	1	3	0	0	2	0	0	0	9	4	1	4	3	3	0	6	1	0	2	2	0	0	1	0	2	0									
10	Число действительных избирательных бюллетеней	10455	130	202	169	107	414	191	229	113	50	23	114	75	58	422	281	119	100	676	105	220	96	81	673	144	66	52	107	75	17	127	99	404	71	63	62	89	448	53	86	106	763	176	114	466	74	55	49	756	106	162	136	190	105	125	149	95	152	65									
11	Число полученных открепительных  удостоверений	295	4	5	10	4	8	6	6	4	4	4	4	4	4	5	4	4	4	18	4	5	4	4	10	4	4	3	4	4	4	4	4	8	4	4	4	5	6	3	5	5	13	4	4	8	5	4	3	10	4	4	4	4	4	4	4	4	4	4									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	103	2	0	10	0	5	0	4	0	0	0	0	0	0	5	4	0	1	15	2	4	0	0	10	2	0	0	1	0	3	0	0	7	0	0	0	2	6	0	0	0	11	1	1	2	0	0	0	3	1	0	0	0	0	0	0	0	1	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	146	4	2	2	3	8	3	1	2	0	1	2	1	1	8	5	5	4	4	1	2	3	2	6	1	2	0	1	1	4	0	1	4	2	1	2	2	5	1	2	2	10	4	6	1	2	2	1	3	2	2	0	2	3	2	1	2	1	1									
14	Число неиспользованных открепительных удостоверений	192	2	5	0	4	3	6	2	4	4	4	4	4	4	0	0	4	3	3	2	1	4	4	0	2	4	3	3	4	1	4	4	1	4	4	4	3	0	3	5	5	2	3	3	6	5	4	3	7	3	4	4	4	4	4	4	4	3	4									
