Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
Наименование Избирательной комиссии:    Назаровская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701					
1	"Число избирателей, включенных в списки избирателей"	17075	217	314	215	143	590	306	304	165	113	70	193	106	101	663	517	224	108	1161	194	376	147	132	1044	215	91	77	177	113	45	166	183	749	116	107	109	135	691	70	120	169	1376	325	188	833	148	99	80	1258	192	165	239	299	179	193	263	150	247	105					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16286	200	300	200	140	550	300	300	160	110	70	190	100	99	600	500	200	105	1100	180	370	145	128	1000	200	88	78	170	110	42	160	170	750	100	100	105	130	680	63	110	160	1300	300	180	800	140	97	78	1200	180	160	240	290	170	180	260	150	200	98					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	10304	119	195	150	95	330	175	210	113	59	38	112	76	68	401	223	101	73	633	112	200	96	82	655	126	78	65	143	91	37	116	128	391	82	91	81	114	396	53	93	105	788	211	119	414	73	64	60	665	119	127	141	220	109	126	185	113	171	93					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	832	32	15	31	20	14	15	13	10	6	0	10	0	2	30	36	16	7	42	19	14	9	12	25	19	2	3	9	10	3	24	9	21	6	5	6	10	29	0	0	15	37	20	11	85	18	6	0	47	1	2	18	0	10	11	8	0	9	0					
6	Число погашенных избирательных бюллетеней	5150	49	90	19	25	206	110	77	37	45	32	68	24	29	169	241	83	25	425	49	156	40	34	320	55	8	10	18	9	2	20	33	338	12	4	18	6	255	10	17	40	475	69	50	301	49	27	18	488	60	31	81	70	51	43	67	37	20	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	832	32	15	31	20	14	15	13	10	6	0	10	0	2	30	36	16	7	42	19	14	9	12	25	19	2	3	9	10	3	24	9	21	6	5	6	10	29	0	0	15	37	20	11	85	18	6	0	47	1	2	18	0	10	11	8	0	9	0					
8	Число бюллетеней в стационарных ящиках для голосования	10303	119	195	150	95	330	175	210	113	59	38	112	76	67	401	223	101	73	633	112	200	96	82	655	126	78	65	143	91	37	116	128	391	82	91	81	114	396	53	93	105	788	211	119	414	73	64	60	665	119	127	141	220	109	126	185	113	171	93					
9	Число недействительных избирательных бюллетеней	97	0	1	1	0	5	0	2	3	1	0	0	0	0	1	1	0	0	9	0	3	1	2	3	3	0	1	1	1	0	2	0	4	0	0	1	0	0	0	0	0	13	2	0	5	2	0	4	8	0	0	1	3	7	1	4	1	0	0					
10	Число действительных избирательных бюллетеней	11038	151	209	180	115	339	190	221	120	64	38	122	76	69	430	258	117	80	666	131	211	104	92	677	142	80	67	151	100	40	138	137	408	88	96	86	124	425	53	93	120	812	229	130	494	89	70	56	704	120	129	158	217	112	136	189	112	180	93					
11	Число полученных открепительных  удостоверений	238	2	3	6	2	6	4	4	2	2	2	3	2	2	6	6	4	2	15	3	6	3	2	15	2	2	5	6	2	3	4	4	8	4	2	2	3	9	1	3	3	23	2	2	6	3	2	1	10	2	2	3	3	2	2	5	2	2	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	121	0	0	5	1	5	0	0	1	1	0	0	0	0	5	3	1	1	12	1	3	2	2	15	0	1	4	6	1	3	4	0	4	2	0	0	0	8	0	0	0	11	1	0	2	0	0	0	8	0	0	2	0	0	0	5	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	141	2	1	3	0	4	0	1	2	2	2	0	1	1	3	2	1	4	10	3	6	2	3	5	7	3	2	2	1	3	1	1	3	1	0	2	2	4	1	3	3	7	3	3	2	5	1	1	5	3	1	1	2	1	4	1	1	2	1					
14	Число неиспользованных открепительных удостоверений	117	2	3	1	1	1	4	4	1	1	2	3	2	2	1	3	3	1	3	2	3	1	0	0	2	1	1	0	1	0	0	4	4	2	2	2	3	1	1	3	3	12	1	2	4	3	2	1	2	2	2	1	3	2	2	0	2	1	1					
