Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Рамонская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26799	1466	1986	2067	1731	354	827	1095	2051	1015	1250	302	635	667	345	343	228	240	971	412	262	2116	190	152	662	637	349	800	454	1653	1539									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26590	1450	2000	2000	1720	350	790	990	2150	980	1230	300	660	630	350	330	220	240	960	410	250	2080	190	150	680	660	350	790	470	1660	1550									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15844	541	884	660	1353	93	525	716	1211	729	841	179	412	504	237	162	184	121	783	297	194	882	138	126	485	302	240	233	263	1290	1259									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3999	145	321	214	105	30	103	252	63	240	295	42	97	84	83	73	36	97	143	60	43	160	30	24	139	208	103	306	140	200	163									
6	Число погашенных избирательных бюллетеней	6747	764	795	1126	262	227	162	22	876	11	94	79	151	42	30	95	0	22	34	53	13	1038	22	0	56	150	7	251	67	170	128									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3999	145	321	214	105	30	103	252	63	240	295	42	97	84	83	73	36	97	143	60	43	160	30	24	139	208	103	306	140	200	163									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15838	541	884	660	1353	93	525	716	1208	729	841	179	412	504	237	162	184	121	783	297	194	879	138	126	485	302	240	233	263	1290	1259									
9	Число недействительных избирательных бюллетеней	141	8	13	16	0	3	5	8	10	3	15	5	2	0	3	1	0	1	0	0	2	6	0	0	8	4	0	11	0	0	17									
10	Число действительных избирательных бюллетеней	19696	678	1192	858	1458	120	623	960	1261	966	1121	216	507	588	317	234	220	217	926	357	235	1033	168	150	616	506	343	528	403	1490	1405									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	350	20	20	20	15	5	20	15	20	10	15	5	10	10	5	5	5	5	20	5	10	20	5	5	10	10	10	10	5	15	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	153	1	7	6	2	5	5	5	20	3	6	5	10	0	5	5	5	5	7	2	0	7	2	0	2	10	2	2	5	3	16									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	140	8	2	18	4	3	6	7	3	23	2	0	1	4	0	2	11	6	3	1	1	7	0	1	1	1	0	12	0	11	2									
