Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Мещанский район																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №3113	УИК №3114	УИК №3115					
1	"Число избирателей, внесенных в списки избирателей"	37285	2440	2039	2525	2038	2577	2537	2146	1386	2222	2630	2660	2545	2089	2649	2883	832	620	467					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29800	1500	2000	2000	1500	2000	1900	1600	1000	1700	2000	2100	2000	1700	2100	2200	1000	1000	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23191	1277	1353	1461	1228	1603	1555	1195	794	1238	1427	1913	1569	1107	1763	1789	832	620	467					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1203	37	112	66	106	122	117	85	14	33	33	60	89	113	143	73	0	0	0					
6	Число погашенных избирательных бюллетеней	5406	186	535	473	166	275	228	320	192	429	540	127	342	480	194	338	168	380	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1203	37	112	66	106	122	117	85	14	33	33	60	89	113	143	73	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23136	1277	1353	1461	1223	1603	1554	1193	786	1234	1423	1913	1561	1107	1763	1766	832	620	467					
9	Число недействительных избирательных бюллетеней	351	74	32	30	8	23	15	4	13	16	32	25	23	10	24	22	0	0	0					
10	Число действительных избирательных бюллетеней	23988	1240	1433	1497	1321	1702	1656	1274	787	1251	1424	1948	1627	1210	1882	1817	832	620	467					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	939	130	80	70	50	60	60	40	30	40	49	50	60	70	90	60	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	845	122	72	57	46	47	58	32	20	38	42	49	59	70	88	45	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1426	161	92	44	168	76	73	98	73	68	38	41	53	51	66	115	120	49	40					
14	Число погашенных неиспользованных открепительных удостоверений	94	8	8	13	4	13	2	8	10	2	7	1	1	0	2	15	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	1	1	2	3	5	1	2	1	1	3	5	1	2	3	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	430	25	22	7	20	26	16	11	31	40	52	37	37	35	17	53	1	0	0					
		1.77%	1.90%	1.50%	0.46%	1.50%	1.51%	0.96%	0.86%	3.88%	3.16%	3.57%	1.88%	2.24%	2.87%	0.89%	2.88%	0.12%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	479	21	36	6	15	40	13	10	28	34	60	45	49	48	18	56	0	0	0					
		1.97%	1.60%	2.46%	0.39%	1.13%	2.32%	0.78%	0.78%	3.50%	2.68%	4.12%	2.28%	2.97%	3.93%	0.94%	3.05%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	42	4	2	3	3	1	3	2	1	5	1	1	1	6	5	4	0	0	0					
		0.17%	0.30%	0.14%	0.20%	0.23%	0.06%	0.18%	0.16%	0.13%	0.39%	0.07%	0.05%	0.06%	0.49%	0.26%	0.22%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3722	146	159	366	215	227	250	186	133	282	249	532	250	180	224	239	34	31	19					
		15.29%	11.11%	10.85%	23.97%	16.18%	13.16%	14.96%	14.55%	16.63%	22.26%	17.10%	26.96%	15.15%	14.75%	11.75%	12.99%	4.09%	5.00%	4.07%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	800	38	32	15	34	88	16	18	53	67	87	53	100	61	41	95	2	0	0					
		3.29%	2.89%	2.18%	0.98%	2.56%	5.10%	0.96%	1.41%	6.63%	5.29%	5.98%	2.69%	6.06%	5.00%	2.15%	5.17%	0.24%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	122	1	11	14	10	4	6	3	5	10	13	10	3	7	7	18	0	0	0					
		0.50%	0.08%	0.75%	0.92%	0.75%	0.23%	0.36%	0.23%	0.63%	0.79%	0.89%	0.51%	0.18%	0.57%	0.37%	0.98%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	886	55	70	12	45	67	58	29	53	54	74	81	78	74	34	102	0	0	0					
		3.64%	4.19%	4.78%	0.79%	3.39%	3.88%	3.47%	2.27%	6.63%	4.26%	5.08%	4.11%	4.73%	6.07%	1.78%	5.55%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1305	89	35	105	90	99	38	31	58	90	105	126	115	100	75	137	5	3	4					
		5.36%	6.77%	2.39%	6.88%	6.77%	5.74%	2.27%	2.43%	7.25%	7.10%	7.21%	6.39%	6.97%	8.20%	3.93%	7.45%	0.60%	0.48%	0.86%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	250	15	13	13	20	16	12	9	10	21	11	21	34	15	21	19	0	0	0					
		1.03%	1.14%	0.89%	0.85%	1.50%	0.93%	0.72%	0.70%	1.25%	1.66%	0.76%	1.06%	2.06%	1.23%	1.10%	1.03%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14498	773	943	945	837	1000	1217	958	326	516	599	925	816	570	1314	943	787	586	443					
		59.57%	58.83%	64.37%	61.89%	62.98%	57.97%	72.83%	74.96%	40.75%	40.73%	41.14%	46.88%	49.45%	46.72%	68.94%	51.28%	94.59%	94.52%	94.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1454	73	110	11	32	134	27	17	89	132	173	117	144	114	126	151	3	0	1					
		5.97%	5.56%	7.51%	0.72%	2.41%	7.77%	1.62%	1.33%	11.13%	10.42%	11.88%	5.93%	8.73%	9.34%	6.61%	8.21%	0.36%	0.00%	0.21%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
