Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Шербакульская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883					
1	"Число избирателей, внесенных в список избирателей"	17888	1591	2186	2116	665	84	169	866	107	121	949	144	1139	150	155	343	148	738	247	296	82	164	1131	99	838	278	303	190	719	179	149	58	601	135	83	123	187	355					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18600	1598	2243	2165	691	100	173	885	119	128	1013	146	1198	168	163	357	157	808	255	311	81	167	1186	102	894	290	325	204	750	191	147	54	614	147	85	133	185	367					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11687	792	1137	1186	521	66	118	648	89	78	805	132	822	120	100	195	85	489	148	215	65	93	786	88	541	173	150	89	588	130	127	51	411	98	75	94	143	239					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1013	129	100	78	38	7	12	71	10	6	57	6	66	3	9	16	13	66	25	7	2	4	47	4	52	23	37	35	12	8	0	0	43	6	0	1	0	20					
6	Число погашенных избирательных бюллетеней	5900	677	1006	901	132	27	43	166	20	44	151	8	310	45	54	146	59	253	82	89	14	70	353	10	301	94	138	80	150	53	20	3	160	43	10	38	42	108					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1013	129	100	78	38	7	12	71	10	6	57	6	66	3	9	16	13	66	25	7	2	4	47	4	52	23	37	35	12	8	0	0	43	6	0	1	0	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11687	792	1137	1186	521	66	118	648	89	78	805	132	822	120	100	195	85	489	148	215	65	93	786	88	541	173	150	89	588	130	127	51	411	98	75	94	143	239					
9	Число недействительных избирательных бюллетеней	210	16	29	29	3	0	6	10	2	2	12	2	16	0	1	5	3	8	6	0	0	3	9	0	13	0	1	3	11	2	0	1	5	2	0	1	4	5					
10	Число действительных избирательных бюллетеней	12490	905	1208	1235	556	73	124	709	97	82	850	136	872	123	108	206	95	547	167	222	67	94	824	92	580	196	186	121	589	136	127	50	449	102	75	94	139	254					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	633	52	60	40	30	13	5	35	4	1	45	0	45	1	5	10	5	45	5	5	2	0	53	0	65	10	10	5	20	10	5	2	30	0	0	5	0	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	599	52	60	40	30	13	5	35	4	1	45	0	45	1	5	6	5	45	5	5	2	0	53	0	65	10	10	5	17	10	0	0	10	0	0	5	0	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	101	6	17	9	5	1	1	4	1	1	3	0	4	1	1	3	0	2	1	4	1	1	6	2	7	1	3	1	1	1	2	1	4	1	0	0	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	2	20	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1051	109	136	141	44	3	9	47	3	7	59	9	70	2	2	8	5	66	17	18	1	11	63	3	39	11	19	9	28	3	7	1	47	5	6	9	12	22					
		8.28%	11.83%	10.99%	11.16%	7.87%	4.11%	6.92%	6.54%	3.03%	8.33%	6.84%	6.52%	7.88%	1.63%	1.83%	3.79%	5.10%	11.89%	9.83%	8.11%	1.49%	11.34%	7.56%	3.26%	6.58%	5.61%	10.16%	7.26%	4.67%	2.17%	5.51%	1.96%	10.35%	4.81%	8.00%	9.47%	8.39%	8.49%					
