Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Мензелинская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026					
1	"Число избирателей, внесенных в списки"	21506	275	235	303	78	439	114	573	74	397	304	289	203	233	211	548	216	654	157	93	347	373	115	239	336	310	113	99	354	275	304	145	256	199	462	164	276	267	250	984	1406	820	738	1205	914	940	756	769	895	953	846					
2	"Число бюллетеней, полученных участковыми комиссиями"	21505	281	234	299	76	417	113	565	75	397	304	289	201	232	201	524	219	641	157	91	370	369	121	262	331	335	116	100	357	288	309	152	257	202	477	165	278	280	251	1031	1375	783	715	1093	880	1005	783	699	894	920	991					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17701	262	225	260	76	339	111	483	70	388	293	282	185	202	167	472	196	564	151	75	341	321	70	205	242	275	94	87	308	259	304	145	216	196	409	154	254	249	239	744	1052	568	543	770	762	820	653	598	646	609	767					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1320	6	9	27	0	37	2	46	4	9	11	0	13	30	34	51	20	30	6	10	4	11	37	34	65	35	8	9	31	16	0	0	17	0	38	10	22	18	11	32	33	81	23	64	59	41	26	71	70	34	75					
6	Число погашенных бюллетеней	2484	13	0	12	0	41	0	36	1	0	0	7	3	0	0	1	3	47	0	6	25	37	14	23	24	25	14	4	18	13	5	7	24	6	30	1	2	13	1	255	290	134	149	259	59	144	104	30	178	277	149					
7	Число бюллетеней в переносных ящиках для голосования	1320	6	9	27	0	37	2	46	4	9	11	0	13	30	34	51	20	30	6	10	4	11	37	34	65	35	8	9	31	16	0	0	17	0	38	10	22	18	11	32	33	81	23	64	59	41	26	71	70	34	75					
8	Число бюллетеней в стационарных ящиках для голосования	17697	262	225	259	76	339	111	483	70	388	293	282	185	202	167	472	196	563	151	75	341	321	70	205	242	275	94	87	308	259	304	145	216	196	409	154	254	249	239	744	1050	568	543	770	762	820	653	598	646	609	767					
9	Число недействительных бюллетеней	896	35	1	4	5	27	1	46	14	1	0	6	7	1	0	18	1	20	13	9	1	17	0	11	0	10	1	9	22	10	6	4	16	11	4	17	21	3	19	12	22	22	28	7	16	364	6	2	0	15	11					
10	Число действительных бюллетеней	18121	233	233	282	71	349	112	483	60	396	304	276	191	231	201	505	215	573	144	76	344	315	107	228	307	300	101	87	317	265	298	141	217	185	443	147	255	264	231	764	1061	627	538	827	805	497	673	667	716	628	831					
