Выборы Президента Российской Федерации																																																																
Дата голосования: 04.03.2012																																																																
																																																																
Наименование Избирательной комиссии:    Почепская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	53																																																														
																																																																
		Сумма	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816									
1	Число избирателей, включенных в список избирателей	33651	2088	1415	1933	1004	1417	1823	1500	1779	382	804	213	391	349	443	170	607	105	1001	698	125	271	259	214	550	207	187	346	1146	628	424	719	423	698	374	99	287	148	479	159	1826	1794	460	369	300	849	235	386	250	194	287	133	479	224									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	33140	2000	1400	1800	1000	1400	1800	1500	1500	380	800	200	400	340	450	170	600	100	1000	700	120	270	260	220	550	200	190	350	1100	600	400	700	400	700	400	90	290	140	480	150	1800	2000	470	400	300	850	230	380	230	190	290	130	490	230									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	17760	1131	741	962	571	797	934	769	1018	242	403	99	124	133	206	80	278	60	459	331	38	120	187	110	251	97	96	160	488	334	225	437	168	334	192	44	129	77	213	65	1003	1544	215	214	139	436	109	175	98	108	138	66	249	163									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3543	21	70	223	59	63	76	189	76	36	54	50	111	55	78	56	93	25	96	131	49	43	14	42	92	64	36	83	133	58	48	55	85	87	34	46	64	28	89	32	104	50	69	30	25	59	51	71	54	29	47	32	125	53									
6	Число погашенных избирательных бюллетеней	11837	848	589	615	370	540	790	542	406	102	343	51	165	152	166	34	229	15	445	238	33	107	59	68	207	39	58	107	479	208	127	208	147	279	174	0	97	35	178	53	693	406	186	156	136	355	70	134	78	53	105	32	116	14									
