Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Ульяновская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605					
1	"Число избирателей, внесенных в список избирателей"	28685	2061	2061	2319	2213	1622	540	1872	1206	239	203	791	1900	350	643	522	1851	149	249	1570	733	367	691	692	1995	97	805	245	190	509					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27960	2000	2000	2000	2000	1600	570	1800	1200	240	200	800	1900	370	650	490	1800	150	250	1500	725	370	700	700	1900	165	950	250	180	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16217	1226	1074	1263	1123	1010	346	900	627	167	144	484	971	182	348	303	840	92	143	984	388	242	407	418	1281	95	573	187	128	271					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1684	64	48	100	98	103	36	69	49	22	27	50	96	39	26	30	113	16	15	103	60	19	55	178	106	2	28	15	18	99					
6	Число погашенных избирательных бюллетеней	10059	710	878	637	779	487	188	831	524	51	29	266	833	149	276	157	847	42	92	413	277	109	238	104	513	68	349	48	34	130					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1683	64	48	100	98	103	36	69	49	22	27	50	96	39	26	30	113	16	15	103	59	19	55	178	106	2	28	15	18	99					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16214	1225	1074	1263	1122	1010	346	900	627	167	144	484	971	182	348	303	840	92	143	983	388	242	407	418	1281	95	573	187	128	271					
9	Число недействительных избирательных бюллетеней	314	16	11	27	26	19	7	18	18	4	3	6	25	6	12	7	20	2	4	6	10	6	4	0	28	3	11	2	2	11					
10	Число действительных избирательных бюллетеней	17583	1273	1111	1336	1194	1094	375	951	658	185	168	528	1042	215	362	326	933	106	154	1080	437	255	458	596	1359	94	590	200	144	359					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1228	40	30	70	30	40	53	30	40	20	15	55	49	28	35	20	50	15	20	70	40	33	70	140	80	20	40	35	5	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1228	40	30	70	30	40	53	30	40	20	15	55	49	28	35	20	50	15	20	70	40	33	70	140	80	20	40	35	5	55					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	537	23	24	14	27	11	16	25	11	5	7	7	10	3	6	7	10	6	4	25	7	3	8	15	81	25	127	8	6	16					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	72	13	9	10	1	2	0	12	13	2	0	4	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2692	188	169	247	201	177	40	132	118	20	25	81	200	35	72	48	128	18	8	123	74	28	59	84	191	12	137	26	10	41					
		15.04%	14.58%	15.06%	18.12%	16.48%	15.90%	10.47%	13.62%	17.46%	10.58%	14.62%	15.17%	18.74%	15.84%	19.25%	14.41%	13.43%	16.67%	5.06%	11.33%	16.55%	10.73%	12.77%	14.09%	13.77%	12.37%	22.80%	12.87%	6.85%	11.08%					
