Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Ульяновская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680					
1	"Число избирателей, внесенных в списки избирателей"	28550	2218	1774	2427	2297	1554	518	1807	1226	235	187	793	1834	351	645	513	951	864	133	255	1559	740	369	698	681	1957	134	926	257	188	459					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27193	2115	1300	2200	2240	1430	500	1650	1155	215	190	750	1800	320	600	490	890	840	140	260	1550	750	390	700	770	1890	277	821	260	190	510					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18178	1504	1151	1409	1383	1172	392	1048	674	192	141	537	1021	185	420	410	556	387	98	175	1022	459	288	496	452	1251	115	642	182	116	300					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1727	76	53	104	191	81	41	58	52	8	10	46	73	47	38	30	42	111	13	11	63	87	12	84	127	114	3	29	13	18	92					
6	Число погашенных избирательных бюллетеней	7288	535	96	687	666	177	67	544	429	15	39	167	706	88	142	50	292	342	29	74	465	204	90	120	191	525	159	150	65	56	118					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1727	76	53	104	191	81	41	58	52	8	10	46	73	47	38	30	42	111	13	11	63	87	12	84	127	114	3	29	13	18	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18160	1502	1151	1409	1370	1172	392	1048	674	190	141	537	1021	185	420	410	556	387	98	175	1021	459	288	496	452	1251	115	642	182	116	300					
9	Число недействительных избирательных бюллетеней	172	8	9	15	11	8	4	11	6	0	1	16	15	1	7	3	3	1	1	5	7	5	2	4	3	11	0	6	3	2	4					
10	Число действительных избирательных бюллетеней	19715	1570	1195	1498	1550	1245	429	1095	720	198	150	567	1079	231	451	437	595	497	110	181	1077	541	298	576	576	1354	118	665	192	132	388					
