Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Беляевская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237					
1	"Число избирателей, внесенных в списки"	14260	263	712	287	322	920	327	615	392	277	847	171	247	672	169	516	592	229	178	213	389	227	512	438	480	382	2441	1442					
2	"Число бюллетеней, полученных участковыми комиссиями"	14459	265	720	300	335	930	330	615	395	280	840	180	250	695	185	525	605	240	190	225	415	240	525	450	485	390	2405	1444					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8503	146	425	176	170	429	191	409	320	230	426	93	156	401	123	319	340	152	131	163	256	128	317	274	261	222	1423	822					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	410	5	36	0	0	14	0	18	0	0	45	4	4	11	0	11	13	0	0	0	29	8	12	19	48	26	68	39					
6	Число погашенных бюллетеней	5546	114	259	124	165	487	139	188	75	50	369	83	90	283	62	195	252	88	59	62	130	104	196	157	176	142	914	583					
7	Число бюллетеней в переносных ящиках для голосования	410	5	36	0	0	14	0	18	0	0	45	4	4	11	0	11	13	0	0	0	29	8	12	19	48	26	68	39					
8	Число бюллетеней в стационарных ящиках для голосования	8499	146	425	176	170	429	191	409	320	230	426	93	156	401	123	319	340	152	131	163	256	128	317	274	261	222	1419	822					
9	Число недействительных бюллетеней	269	19	11	8	13	9	2	7	7	4	14	9	1	17	9	16	8	16	2	10	13	10	6	7	7	6	17	21					
10	Число действительных бюллетеней	8640	132	450	168	157	434	189	420	313	226	457	88	159	395	114	314	345	136	129	153	272	126	323	286	302	242	1470	840					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	26	0	3	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1	1	1	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	1	2	0	0	3	3	0	0	0	1	1	1	1	1	0	0	0	0	0	2	0	1	0	1	0	5	2					
14	Число погашенных открепительных удостоверений	174	7	4	7	7	7	7	5	7	7	7	7	5	7	7	7	6	7	5	7	7	7	7	6	6	6	7	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	217	11	11	2	5	9	1	9	7	4	9	3	6	13	8	9	5	7	1	6	7	5	8	8	8	6	26	23					
		2.43%	7.28%	2.38%	1.13%	2.94%	2.03%	0.52%	2.10%	2.18%	1.73%	1.91%	3.09%	3.75%	3.15%	6.50%	2.72%	1.41%	4.60%	0.76%	3.68%	2.45%	3.67%	2.43%	2.73%	2.58%	2.41%	1.74%	2.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	154	4	10	3	6	8	4	9	3	2	3	2	5	2	0	7	1	1	0	0	3	4	6	5	9	14	28	15					
		1.72%	2.64%	2.16%	1.70%	3.52%	1.80%	2.09%	2.10%	0.93%	0.86%	0.63%	2.06%	3.12%	0.48%	0.0%	2.12%	0.28%	0.65%	0.0%	0.0%	1.05%	2.94%	1.82%	1.70%	2.91%	5.64%	1.88%	1.74%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	245	9	10	6	7	25	4	16	15	2	23	1	5	6	1	4	3	7	0	3	8	2	3	6	10	11	35	23					
		2.75%	5.96%	2.16%	3.40%	4.11%	5.64%	2.09%	3.74%	4.68%	0.86%	4.88%	1.03%	3.12%	1.45%	0.81%	1.21%	0.84%	4.60%	0.0%	1.84%	2.80%	1.47%	0.91%	2.04%	3.23%	4.43%	2.35%	2.67%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	103	2	3	1	1	13	4	8	4	2	0	0	1	2	1	1	5	0	0	4	4	0	2	4	4	2	23	12					
		1.15%	1.32%	0.65%	0.56%	0.58%	2.93%	2.09%	1.87%	1.25%	0.86%	0.0%	0.0%	0.62%	0.48%	0.81%	0.30%	1.41%	0.0%	0.0%	2.45%	1.40%	0.0%	0.60%	1.36%	1.29%	0.80%	1.54%	1.39%					
22	"5. ""За Русь Святую"""	49	0	3	0	2	2	1	0	2	0	1	0	0	0	2	2	2	1	0	0	4	2	0	3	2	1	10	9					
