Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    ТИК г.Кунгура																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927					
1	"Число избирателей, внесенных в списки избирателей"	51779	2787	2794	2118	987	2687	2584	2246	2586	1189	1385	1398	1669	2930	2500	1544	1377	1099	1726	2510	2839	2441	1965	1133	1856	755	2196	478					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51000	2800	2700	2100	900	2700	2600	2300	2600	1200	1300	1400	1700	2900	2500	1500	1400	1100	1700	2500	2700	2400	1900	1100	1800	700	2100	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25842	1261	1427	1001	548	1465	1530	1300	1397	488	800	649	653	1592	1252	789	681	494	964	1154	1293	1137	955	520	758	342	1078	314					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1405	42	113	61	19	67	57	96	55	30	29	33	52	51	71	18	53	32	61	50	185	41	38	17	48	25	46	15					
6	Число погашенных избирательных бюллетеней	23753	1497	1160	1038	333	1168	1013	904	1148	682	471	718	995	1257	1177	693	666	574	675	1296	1222	1222	907	563	994	333	976	71					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1405	42	113	61	19	67	57	96	55	30	29	33	52	51	71	18	53	32	61	50	185	41	38	17	48	25	46	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25835	1261	1427	1001	548	1465	1529	1297	1395	488	800	649	653	1592	1251	789	681	494	964	1154	1293	1137	955	520	758	342	1078	314					
9	Число недействительных избирательных бюллетеней	241	13	9	7	2	19	8	16	14	5	6	10	6	14	8	6	8	7	12	14	20	10	6	7	4	1	3	6					
10	Число действительных избирательных бюллетеней	26999	1290	1531	1055	565	1513	1578	1377	1436	513	823	672	699	1629	1314	801	726	519	1013	1190	1458	1168	987	530	802	366	1121	323					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1100	30	30	40	40	40	50	50	40	40	40	40	40	50	50	40	40	40	40	50	50	50	40	40	40	30	40	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	507	20	29	13	6	30	33	25	33	9	18	5	15	34	28	17	21	11	19	16	25	21	27	14	10	3	21	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	435	7	13	6	7	18	13	29	17	16	79	6	6	13	14	16	12	1	7	7	25	35	13	6	4	6	9	50					
14	Число погашенных неиспользованных открепительных удостоверений	593	10	1	27	34	10	17	25	7	31	22	35	25	16	22	23	19	29	21	34	25	29	13	26	30	27	19	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	2	2	1	0	0	0	0	1	0	2	0	4	1	0	3	0	0	0	2	2	0	0	1	2	2	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
