Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Нефтекамская городская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049					
1	"Число избирателей, внесенных в списки"	95391	2442	2203	2134	1935	2022	2086	2224	2177	1984	2159	2271	1921	1643	2044	2237	2281	2314	2320	2136	2238	284	2189	1933	224	2186	2340	2636	2218	2215	2390	2174	2437	2267	2425	2426	1865	201	272	2243	2098	1796	2307	2871	2045	1936	1982	2660					
2	"Число бюллетеней, полученных участковыми комиссиями"	91855	2220	1981	2090	1910	1962	2020	2133	2151	1876	1983	2063	1893	2105	2020	2243	2295	2298	2283	2100	2191	280	2100	1800	235	2100	2083	2124	2150	2150	2302	2055	2170	2276	2380	2200	1890	186	264	2216	2069	2290	2075	2500	2035	1889	1920	2299					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	70522	1859	1521	1572	1432	1534	1495	1566	1613	1449	1544	1421	1468	1610	1507	1744	1776	1779	1744	1580	1634	115	1681	1406	179	1716	1753	1777	1606	1658	1789	1605	1831	1659	1880	1812	1415	158	240	1654	1588	1723	1666	1928	1260	1369	1257	1949					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1065	18	29	23	27	35	26	17	17	40	17	15	20	33	42	14	19	16	15	34	8	151	15	9	45	14	5	10	5	24	10	17	10	12	9	10	6	2	1	25	14	40	66	13	11	44	25	7					
6	Число погашенных бюллетеней	20266	343	431	495	451	393	499	550	521	387	422	627	405	462	471	485	500	503	524	486	549	14	405	384	11	370	325	337	539	468	504	433	329	605	490	378	469	26	23	537	467	527	343	557	764	476	638	343					
7	Число бюллетеней в переносных ящиках для голосования	1065	18	29	23	27	35	26	17	17	40	17	15	20	33	42	14	19	16	15	34	8	151	15	9	45	14	5	10	5	24	10	17	10	12	9	10	6	2	1	25	14	40	66	13	11	44	25	7					
8	Число бюллетеней в стационарных ящиках для голосования	70343	1859	1521	1549	1430	1533	1495	1565	1612	1445	1537	1421	1468	1610	1507	1744	1757	1779	1744	1580	1634	115	1679	1405	179	1716	1753	1709	1605	1658	1789	1605	1831	1659	1848	1800	1415	158	240	1653	1588	1723	1666	1927	1260	1368	1257	1947					
9	Число недействительных бюллетеней	1432	16	20	46	33	33	50	48	34	50	42	29	33	29	0	16	10	24	52	27	15	16	31	25	25	28	40	26	33	35	28	33	19	32	32	41	7	10	5	46	14	37	23	28	60	35	71	45					
10	Число действительных бюллетеней	69976	1861	1530	1526	1424	1535	1471	1534	1595	1435	1512	1407	1455	1614	1549	1742	1766	1771	1707	1587	1627	250	1663	1389	199	1702	1718	1693	1577	1647	1771	1589	1822	1639	1825	1769	1414	150	236	1632	1588	1726	1709	1912	1211	1377	1211	1909					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1481	50	34	33	30	43	43	30	34	35	30	32	30	20	27	30	36	35	30	32	25	0	50	30	0	60	35	28	41	35	33	38	35	31	35	44	93	0	5	30	34	25	35	35	10	19	6	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1423	49	33	33	29	42	40	30	32	34	30	31	30	17	26	28	33	35	26	32	25	0	44	30	0	57	33	28	38	35	33	37	33	31	34	41	88	0	2	30	34	24	34	32	10	19	6	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	676	10	7	9	6	6	12	8	8	2	8	6	10	7	19	10	9	9	14	2	4	11	8	6	0	4	8	8	9	2	3	9	11	8	9	12	6	4	88	6	4	13	47	6	15	9	10	194					
14	Число погашенных открепительных удостоверений	58	1	1	0	1	1	3	0	2	1	0	1	0	3	1	2	3	0	4	0	0	0	6	0	0	3	2	0	3	0	0	1	2	0	1	3	5	0	3	0	0	1	1	3	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	25	2	0	2	1	0	2	0	1	0	0	0	1	2	1	1	1	0	2	1	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0					
17	Число не учтенных при получении бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	1129	27	29	23	26	18	17	24	22	28	19	19	20	12	22	39	23	18	30	27	33	10	13	27	11	25	40	33	32	32	28	22	15	24	47	29	23	1	4	22	32	18	25	26	18	17	24	55					
		1.58%	1.43%	1.87%	1.46%	1.78%	1.14%	1.11%	1.51%	1.35%	1.88%	1.22%	1.32%	1.34%	0.73%	1.42%	2.21%	1.29%	1.00%	1.70%	1.67%	2.00%	3.75%	0.76%	1.90%	4.91%	1.44%	2.27%	1.91%	1.98%	1.90%	1.55%	1.35%	0.81%	1.43%	2.53%	1.60%	1.61%	0.62%	1.65%	1.31%	1.99%	1.02%	1.44%	1.34%	1.41%	1.20%	1.87%	2.81%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2245	73	34	49	36	49	43	38	61	34	40	46	42	52	47	64	53	73	55	60	48	7	62	39	6	62	64	65	64	47	56	51	66	48	65	74	53	4	8	50	54	44	44	50	25	55	35	50					
		3.14%	3.88%	2.19%	3.11%	2.47%	3.12%	2.82%	2.40%	3.74%	2.28%	2.57%	3.20%	2.82%	3.16%	3.03%	3.64%	2.98%	4.06%	3.12%	3.71%	2.92%	2.63%	3.65%	2.75%	2.67%	3.58%	3.64%	3.78%	3.97%	2.79%	3.11%	3.14%	3.58%	2.87%	3.50%	4.08%	3.72%	2.5%	3.31%	2.97%	3.37%	2.49%	2.54%	2.57%	1.96%	3.89%	2.73%	2.55%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2576	50	83	79	66	62	81	49	57	69	88	36	50	86	73	97	67	68	54	65	35	11	88	25	4	66	31	40	29	69	61	36	31	49	54	51	33	6	5	75	79	64	67	60	52	63	60	52					
		3.60%	2.66%	5.35%	5.02%	4.52%	3.95%	5.32%	3.09%	3.49%	4.64%	5.66%	2.50%	3.36%	5.23%	4.71%	5.51%	3.77%	3.78%	3.06%	4.02%	2.13%	4.13%	5.19%	1.76%	1.78%	3.81%	1.76%	2.32%	1.80%	4.10%	3.39%	2.21%	1.68%	2.93%	2.90%	2.81%	2.32%	3.75%	2.07%	4.46%	4.93%	3.63%	3.86%	3.09%	4.09%	4.46%	4.68%	2.66%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4700	148	100	92	92	101	87	88	125	101	98	91	119	101	75	108	124	108	119	112	95	20	106	90	4	127	117	133	127	111	137	118	159	143	137	102	121	8	16	100	108	92	87	100	27	112	83	131					
		6.58%	7.88%	6.45%	5.85%	6.31%	6.44%	5.71%	5.56%	7.67%	6.80%	6.30%	6.33%	7.99%	6.14%	4.84%	6.14%	6.98%	6.01%	6.76%	6.93%	5.78%	7.51%	6.25%	6.36%	1.78%	7.34%	6.65%	7.73%	7.88%	6.59%	7.61%	7.27%	8.63%	8.55%	7.37%	5.63%	8.51%	5.0%	6.63%	5.95%	6.74%	5.21%	5.02%	5.15%	2.12%	7.93%	6.47%	6.70%					
