Выборы Президента Российской Федерации																																															
Дата голосования: 18.03.2018																																															
																																															
"Наименование Избирательной комиссии:    Новокузнецк, Куйбышевская"																																															
																																															
Сводная таблица итогов голосования																																															
																																															
	Число участковых избирательных комиссий	37																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	36																																													
																																															
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780									
1	"Число избирателей, включенных в список избирателей"	53104	1017	1074	560	2016	1887	1765	1711	1616	1412	506	744	567	1549	1405	1354	2276	1778	975	862	1404	999	2272	2363	2679	1637	1617	1778	1538	1527	1494	1768	2539	543	626	2117	1129									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49300	950	950	500	1850	1750	1550	1550	1450	1300	450	650	500	1400	1300	1250	2000	1600	800	800	2000	950	2050	2150	2500	1500	1500	1600	1400	1500	1400	1600	2600	500	550	1900	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	34502	398	788	415	1299	1077	975	919	1045	955	263	341	246	888	816	810	1644	1000	541	516	1352	823	1176	1884	2233	1299	891	1074	915	936	856	1356	1549	190	476	1729	827									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4666	262	149	52	185	64	350	38	282	200	187	139	250	31	27	96	132	31	24	18	52	41	544	179	125	160	121	22	116	25	35	51	49	310	36	140	143									
6	Число погашенных избирательных бюллетеней	10132	290	13	33	366	609	225	593	123	145	0	170	4	481	457	344	224	569	235	266	596	86	330	87	142	41	488	504	369	539	509	193	1002	0	38	31	30									
