Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
"Наименование Избирательной комиссии:    Сыктывкар, Эжвинская"																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	40881	1305	2110	2233	1738	1629	2073	1375	2205	2031	2077	2045	1989	2214	2389	2415	1097	1068	1642	1290	1440	2163	2111	132	110									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38000	1200	1900	2100	1600	1500	1900	1300	2000	1900	1900	1900	1800	2000	2100	2100	1000	1000	1500	1200	1300	2000	2000	400	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16878	609	1049	1064	682	659	1017	520	977	875	992	860	901	974	953	839	464	364	523	538	532	718	608	56	104									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	374	6	10	11	16	12	12	4	10	5	12	27	19	22	18	20	5	6	8	8	19	62	8	54	0									
6	Число погашенных избирательных бюллетеней	20748	585	841	1025	902	829	871	776	1013	1020	896	1013	880	1004	1129	1241	531	630	969	654	749	1220	1384	290	296									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	374	6	10	11	16	12	12	4	10	5	12	27	19	22	18	20	5	6	8	8	19	62	8	54	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	16874	609	1049	1064	682	659	1017	520	977	875	990	860	901	973	953	838	464	364	523	538	532	718	608	56	104									
9	Число недействительных избирательных бюллетеней	476	21	26	34	9	15	24	10	17	19	20	23	25	34	35	30	6	12	11	6	15	38	31	0	15									
10	Число действительных избирательных бюллетеней	16772	594	1033	1041	689	656	1005	514	970	861	982	864	895	961	936	828	463	358	520	540	536	742	585	110	89									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	600	20	30	30	25	25	30	20	35	30	30	30	30	30	35	35	20	20	25	20	20	30	30	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	343	10	22	21	8	14	22	15	25	15	16	21	20	27	13	18	16	7	12	11	14	8	8	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	325	18	15	14	8	17	18	12	12	9	16	13	12	16	15	14	12	13	22	13	11	14	13	11	7									
14	Число погашенных неиспользованных открепительных удостоверений	257	10	8	9	17	11	8	5	10	15	14	9	10	3	22	17	4	13	13	9	6	22	22	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	72	0	7	3	5	7	2	3	1	8	5	6	7	6	1	3	2	1	1	1	0	0	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	300	9	27	22	11	7	22	8	21	21	18	14	14	12	22	12	7	6	9	7	4	11	12	1	3									
		1.74%	1.46%	2.55%	2.05%	1.58%	1.04%	2.14%	1.53%	2.13%	2.39%	1.80%	1.58%	1.52%	1.21%	2.27%	1.40%	1.49%	1.62%	1.69%	1.28%	0.73%	1.41%	1.95%	0.91%	2.88%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	555	23	31	41	20	26	47	18	32	32	26	29	38	25	29	19	19	11	12	13	8	35	18	0	3									
		3.22%	3.74%	2.93%	3.81%	2.87%	3.87%	4.57%	3.44%	3.24%	3.64%	2.59%	3.27%	4.13%	2.51%	2.99%	2.21%	4.05%	2.97%	2.26%	2.38%	1.45%	4.49%	2.92%	0.00%	2.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	560	28	31	22	16	15	39	21	31	33	35	34	30	34	28	28	13	10	16	26	11	24	23	8	4									
		3.25%	4.55%	2.93%	2.05%	2.29%	2.24%	3.79%	4.01%	3.14%	3.75%	3.49%	3.83%	3.26%	3.42%	2.88%	3.26%	2.77%	2.70%	3.01%	4.76%	1.99%	3.08%	3.73%	7.27%	3.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6162	201	379	348	261	215	340	228	356	297	377	329	313	384	313	321	166	149	189	201	196	310	209	40	40									
		35.73%	32.68%	35.79%	32.37%	37.39%	32.04%	33.04%	43.51%	36.07%	33.75%	37.62%	37.09%	34.02%	38.59%	32.23%	37.41%	35.39%	40.27%	35.59%	36.81%	35.57%	39.74%	33.93%	36.36%	38.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	212	13	13	15	8	9	7	6	6	10	12	17	20	13	14	6	6	3	9	7	7	2	7	0	2									
