Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Уфимская (Советская ОИК)																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №3153	УИК №3157	УИК №3158	УИК №3159	УИК №3160	УИК №3161	УИК №3167	УИК №3168	УИК №3171	УИК №3172	УИК №3173	УИК №3175	УИК №3176	УИК №3177	УИК №3178	УИК №3187	УИК №3188	УИК №3189	УИК №3190	УИК №3191					
1	"Число избирателей, внесенных в списки"	18486	2523	1219	1628	329	855	470	431	318	1448	560	729	2369	979	1704	1282	966	100	127	157	292					
2	"Число бюллетеней, полученных участковыми комиссиями"	18200	2535	1205	1600	315	825	470	440	310	1370	550	700	2360	930	1685	1260	970	105	132	153	285					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13102	2042	883	1166	238	517	347	306	226	838	398	470	1498	626	1354	879	751	95	111	133	224					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	514	31	17	7	18	47	20	20	19	44	46	7	13	2	36	62	39	5	16	8	57					
6	Число погашенных бюллетеней	4575	462	304	427	59	260	103	114	65	488	106	223	843	302	294	319	180	5	5	12	4					
7	Число бюллетеней в переносных ящиках для голосования	514	31	17	7	18	47	20	20	19	44	46	7	13	2	36	62	39	5	16	8	57					
8	Число бюллетеней в стационарных ящиках для голосования	13096	2042	882	1166	238	517	347	302	226	838	398	470	1498	626	1353	879	751	95	111	133	224					
9	Число недействительных бюллетеней	513	42	26	28	12	21	12	35	18	27	23	24	68	18	51	67	29	1	1	7	3					
10	Число действительных бюллетеней	13097	2031	873	1145	244	543	355	287	227	855	421	453	1443	610	1338	874	761	99	126	134	278					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	316	40	25	30	5	15	10	10	5	20	10	9	40	15	30	20	15	3	4	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	262	40	24	28	5	12	5	6	1	16	7	7	36	15	30	14	10	3	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	101	12	7	10	2	5	1	2	2	10	6	8	6	6	10	5	2	2	0	2	3					
14	Число погашенных открепительных удостоверений	54	0	1	2	0	3	5	4	4	4	3	2	4	0	0	6	5	0	2	5	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	9	0	1	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	304	63	8	34	6	15	12	9	10	16	12	17	25	8	22	24	9	7	2	2	3					
		2.23%	3.03%	0.88%	2.89%	2.34%	2.65%	3.26%	2.79%	4.08%	1.81%	2.70%	3.56%	1.65%	1.27%	1.58%	2.55%	1.13%	7.0%	1.57%	1.41%	1.06%					
