Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Хомутовская 																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148					
1	"Число избирателей, внесенных в списки"	12309	2090	1913	260	89	315	301	397	1156	301	163	204	296	80	209	237	202	273	131	465	134	305	124	263	212	157	300	135	471	202	151	250	145	378					
2	"Число бюллетеней, полученных участковыми комиссиями"	11263	1831	1709	237	87	284	268	363	1021	271	165	190	270	81	188	207	201	243	166	417	132	278	124	234	189	157	270	137	414	269	154	220	143	343					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7079	1101	1127	130	51	144	193	245	693	168	100	149	220	68	117	115	126	158	116	261	67	144	59	143	172	110	164	77	300	146	47	118	67	183					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	944	74	56	18	6	44	29	80	52	16	19	0	0	4	55	35	6	26	15	34	11	28	14	33	8	0	19	3	37	56	48	47	35	36					
6	Число погашенных бюллетеней	3240	656	526	89	30	96	46	38	276	87	46	41	50	9	16	57	69	59	35	122	54	106	51	58	9	47	87	57	77	67	59	55	41	124					
7	Число бюллетеней в переносных ящиках для голосования	944	74	56	18	6	44	29	80	52	16	19	0	0	4	55	35	6	26	15	34	11	28	14	33	8	0	19	3	37	56	48	47	35	36					
8	Число бюллетеней в стационарных ящиках для голосования	7075	1101	1123	130	51	144	193	245	693	168	100	149	220	68	117	115	126	158	116	261	67	144	59	143	172	110	164	77	300	146	47	118	67	183					
9	Число недействительных бюллетеней	253	22	18	8	0	13	7	12	7	8	10	5	13	0	5	2	3	30	5	12	5	3	3	14	5	3	5	2	12	4	0	7	3	7					
10	Число действительных бюллетеней	7766	1153	1161	140	57	175	215	313	738	176	109	144	207	72	167	148	129	154	126	283	73	169	70	162	175	107	178	78	325	198	95	158	99	212					
