Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
"Наименование Избирательной комиссии:    Калуга, Октябрьская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №134	УИК №135	УИК №136	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344					
1	"Число избирателей, внесенных в список избирателей"	92326	247	1398	118	2245	2097	2094	1920	2003	2025	2441	2362	1275	1378	1286	785	1913	2234	1868	1857	1968	2026	2484	2351	1937	2255	2272	2310	320	2455	2578	2608	2129	1292	2156	2699	1504	1960	944	1753	2652	2627	1610	2699	2535	2236	2055	2566	228	1278	293					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	91500	200	1350	500	2250	2150	2200	1850	1850	1950	2350	2250	1250	1350	1300	750	1900	2200	1900	1900	1950	1950	2450	2300	2000	2300	2300	2300	300	2450	2600	2600	2050	1250	2100	2700	1450	1900	900	1700	2600	2600	1600	2650	2600	2300	2000	2500	200	1200	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44436	136	573	111	1091	977	1052	992	794	897	1105	1137	568	658	649	425	1005	1285	1055	1039	1077	957	1005	1037	934	1136	1042	1114	137	1259	1222	1294	1080	729	1154	1312	603	1017	531	742	1192	1337	803	1246	1163	1024	917	1065	50	617	91					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1843	14	23	5	55	26	17	21	43	20	44	55	26	54	28	32	28	26	17	21	37	17	70	34	30	20	71	109	107	17	39	17	40	11	19	66	16	42	14	18	46	25	20	32	19	28	8	67	90	61	98					
6	Число погашенных избирательных бюллетеней	45221	50	754	384	1104	1147	1131	837	1013	1033	1201	1058	656	638	623	293	867	889	828	840	836	976	1375	1229	1036	1144	1187	1077	56	1174	1339	1289	930	510	927	1322	831	841	355	940	1362	1238	777	1372	1418	1248	1075	1368	60	522	61					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1843	14	23	5	55	26	17	21	43	20	44	55	26	54	28	32	28	26	17	21	37	17	70	34	30	20	71	109	107	17	39	17	40	11	19	66	16	42	14	18	46	25	20	32	19	28	8	67	90	61	98					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44408	136	573	111	1091	977	1052	992	794	897	1105	1137	567	656	648	425	1005	1282	1055	1039	1073	957	1005	1036	934	1136	1042	1114	137	1252	1220	1294	1080	726	1154	1310	603	1017	531	740	1192	1337	803	1246	1163	1024	917	1065	50	617	91					
9	Число недействительных избирательных бюллетеней	644	0	4	3	8	12	13	12	11	16	27	15	6	9	7	7	15	13	16	13	18	13	6	10	13	18	19	14	17	26	11	11	10	14	21	18	11	26	8	12	20	23	10	12	18	9	19	15	0	14	1					
10	Число действительных избирательных бюллетеней	45607	150	592	113	1138	991	1056	1001	826	901	1122	1177	587	701	669	450	1018	1295	1056	1047	1092	961	1069	1060	951	1138	1094	1209	227	1243	1248	1300	1110	723	1152	1358	608	1033	537	746	1218	1339	813	1266	1164	1043	906	1117	140	664	188					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1851	10	70	0	28	25	186	25	20	24	25	24	21	16	21	13	30	299	28	34	24	24	30	33	39	33	58	38	4	38	28	42	24	70	30	55	17	38	16	21	31	36	30	37	30	33	25	34	8	18	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1755	5	56	0	28	20	184	24	20	15	25	24	18	16	21	13	30	284	28	34	24	22	30	30	39	33	58	38	4	38	28	39	24	66	29	55	16	38	15	14	24	36	29	35	30	33	25	33	8	9	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1265	18	20	44	14	27	81	13	29	28	26	20	16	11	17	15	13	169	26	27	26	29	29	33	22	29	35	24	10	38	23	29	22	31	23	29	10	12	12	14	19	8	24	20	15	15	14	25	8	11	12					
14	Число погашенных неиспользованных открепительных удостоверений	96	5	14	0	0	5	2	1	0	9	0	0	3	0	0	0	0	15	0	0	0	2	0	3	0	0	0	0	0	0	0	3	0	4	1	0	1	0	1	7	7	0	1	2	0	0	0	1	0	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	0	0	0	0	1	1	0	1	0	1	1	1	2	0	0	1	2	0	4	0	0	1	1	0	0	0	4	0	0	5	1	0	1	1	0	0	2	0	0	0	0	1	3	1	2	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8403	16	132	12	217	174	197	179	138	137	201	182	104	128	140	92	215	268	217	197	214	203	222	190	197	229	189	218	32	232	236	279	213	120	219	246	108	197	91	140	221	224	160	235	179	169	146	194	20	109	25					
		18.17%	10.67%	22.15%	10.34%	18.94%	17.35%	18.43%	17.67%	16.49%	14.94%	17.49%	15.27%	17.54%	18.03%	20.71%	20.13%	20.81%	20.49%	20.24%	18.58%	19.28%	20.84%	20.65%	17.76%	20.44%	19.81%	16.98%	17.83%	13.11%	18.28%	18.75%	21.28%	19.02%	16.28%	18.67%	17.88%	17.45%	18.60%	16.70%	18.47%	17.85%	16.45%	19.44%	18.39%	15.14%	16.06%	15.78%	17.14%	14.29%	16.08%	13.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6920	11	80	22	180	159	164	152	143	146	154	187	90	94	102	56	132	198	124	151	158	105	165	173	155	165	196	200	37	167	186	187	167	121	160	220	87	152	84	140	184	200	129	138	216	189	146	214	11	97	26					
		14.96%	7.33%	13.42%	18.97%	15.71%	15.85%	15.34%	15.00%	17.08%	15.92%	13.40%	15.69%	15.18%	13.24%	15.09%	12.25%	12.78%	15.14%	11.57%	14.25%	14.23%	10.78%	15.35%	16.17%	16.08%	14.27%	17.61%	16.35%	15.16%	13.16%	14.77%	14.26%	14.91%	16.42%	13.64%	15.99%	14.05%	14.35%	15.41%	18.47%	14.86%	14.68%	15.67%	10.80%	18.27%	17.97%	15.78%	18.90%	7.86%	14.31%	13.76%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	704	2	10	3	17	12	18	10	9	11	25	24	7	14	5	11	17	18	20	14	9	17	21	13	22	21	8	29	7	14	28	17	15	12	20	13	14	10	13	7	19	26	20	16	18	14	10	14	1	8	1					
		1.52%	1.33%	1.68%	2.59%	1.48%	1.20%	1.68%	0.99%	1.08%	1.20%	2.18%	2.01%	1.18%	1.97%	0.74%	2.41%	1.65%	1.38%	1.87%	1.32%	0.81%	1.75%	1.95%	1.21%	2.28%	1.82%	0.72%	2.37%	2.87%	1.10%	2.22%	1.30%	1.34%	1.63%	1.71%	0.94%	2.26%	0.94%	2.39%	0.92%	1.53%	1.91%	2.43%	1.25%	1.52%	1.33%	1.08%	1.24%	0.71%	1.18%	0.53%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11229	25	156	29	273	241	260	244	203	212	263	292	136	177	157	96	269	327	241	299	306	266	229	253	223	287	247	266	35	323	320	307	296	183	300	328	152	255	121	195	293	379	207	351	286	255	224	243	16	165	18					
		24.28%	16.67%	26.17%	25.00%	23.82%	24.03%	24.32%	24.09%	24.25%	23.12%	22.89%	24.50%	22.93%	24.93%	23.22%	21.01%	26.04%	25.00%	22.48%	28.21%	27.57%	27.31%	21.30%	23.64%	23.13%	24.83%	22.19%	21.75%	14.34%	25.45%	25.42%	23.42%	26.43%	24.83%	25.58%	23.84%	24.56%	24.08%	22.20%	25.73%	23.67%	27.83%	25.15%	27.46%	24.20%	24.24%	24.22%	21.47%	11.43%	24.34%	9.52%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2328	6	31	6	44	35	32	50	31	60	54	49	40	45	32	36	67	100	71	70	65	50	50	58	50	63	60	72	8	72	52	62	64	52	81	63	34	44	33	36	33	53	30	72	59	47	33	43	4	25	1					
		5.03%	4.00%	5.20%	5.17%	3.84%	3.49%	2.99%	4.94%	3.70%	6.54%	4.70%	4.11%	6.75%	6.34%	4.73%	7.88%	6.49%	7.65%	6.62%	6.60%	5.86%	5.13%	4.65%	5.42%	5.19%	5.45%	5.39%	5.89%	3.28%	5.67%	4.13%	4.73%	5.71%	7.06%	6.91%	4.58%	5.49%	4.15%	6.06%	4.75%	2.67%	3.89%	3.65%	5.63%	4.99%	4.47%	3.57%	3.80%	2.86%	3.69%	0.53%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15667	88	180	41	397	365	376	360	299	328	417	432	204	236	229	157	306	369	373	309	331	316	379	358	301	368	383	417	106	423	419	434	347	224	359	479	208	368	193	226	460	443	264	440	398	356	339	401	86	258	117					
		33.87%	58.67%	30.20%	35.34%	34.64%	36.39%	35.17%	35.54%	35.72%	35.77%	36.29%	36.24%	34.40%	33.24%	33.88%	34.35%	29.62%	28.21%	34.79%	29.15%	29.82%	32.44%	35.26%	33.46%	31.22%	31.83%	34.41%	34.10%	43.44%	33.33%	33.28%	33.10%	30.98%	30.39%	30.61%	34.81%	33.60%	34.75%	35.41%	29.82%	37.16%	32.53%	32.08%	34.43%	33.67%	33.84%	36.65%	35.42%	61.43%	38.05%	61.90%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	356	2	3	0	10	5	9	6	3	7	8	11	6	7	4	2	12	15	10	7	9	4	3	15	3	5	11	7	2	12	7	14	8	11	13	9	5	7	2	2	8	14	3	14	8	13	8	8	2	2	0					
		0.77%	1.33%	0.50%	0.00%	0.87%	0.50%	0.84%	0.59%	0.36%	0.76%	0.70%	0.92%	1.01%	0.99%	0.59%	0.44%	1.16%	1.15%	0.93%	0.66%	0.81%	0.41%	0.28%	1.40%	0.31%	0.43%	0.99%	0.57%	0.82%	0.95%	0.56%	1.07%	0.71%	1.49%	1.11%	0.65%	0.81%	0.66%	0.37%	0.26%	0.65%	1.03%	0.36%	1.10%	0.68%	1.24%	0.86%	0.71%	1.43%	0.29%	0.00%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
