Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
"Наименование Избирательной комиссии:    Калуга, Октябрьская"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №735	УИК №736					
1	"Число избирателей, внесенных в списки избирателей"	93572	2891	2789	2392	1934	2050	2213	2215	2748	1466	1505	1426	904	1987	2417	2003	1922	2129	2049	2533	2225	2443	2322	2278	2553	2726	2770	2112	2190	2491	1497	414	2228	2163	2202	2521	1442	2995	2646	2586	2352	2121	199	175	874	2121	1353					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	86050	2600	2600	2100	1800	1900	2000	2000	2500	1300	2100	1300	800	1900	2100	1900	1750	1900	1900	2300	2100	2300	2200	2200	2300	2500	2500	1900	2000	2200	1300	450	2000	2000	2000	2300	1300	2700	2300	2300	2200	1900	200	250	800	1900	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	45257	1378	1331	1062	1050	759	1015	948	1387	661	731	744	516	1096	1319	1098	1036	1084	772	1274	1053	1073	1165	1074	1230	1345	1360	1041	1171	1270	630	305	1106	823	1063	1237	730	1515	1236	1222	1143	1048	52	69	411	966	658					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1443	32	41	26	22	26	18	26	41	22	45	24	26	39	27	12	22	34	81	29	41	23	28	35	21	27	16	14	16	33	19	0	31	43	28	19	45	29	24	18	18	14	59	106	106	28	9					
6	Число погашенных избирательных бюллетеней	39350	1190	1228	1012	728	1115	967	1026	1072	617	1324	532	258	765	754	790	692	782	1047	997	1006	1204	1007	1091	1049	1128	1124	845	813	897	651	145	863	1134	909	1044	525	1156	1040	1060	1039	838	89	75	283	906	533					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1441	32	41	26	22	26	18	26	41	22	45	24	26	39	27	12	22	34	79	29	41	23	28	35	21	27	16	14	16	33	19	0	31	43	28	19	45	29	24	18	18	14	59	106	106	28	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	45036	1369	1329	1057	1049	759	1014	947	1387	661	724	731	515	1082	1319	1098	1036	1083	771	1274	1053	1073	1164	1074	1226	1343	1344	1041	1169	1269	630	305	1106	823	1063	1237	730	1412	1236	1222	1112	1048	52	69	411	964	655					
9	Число недействительных избирательных бюллетеней	488	7	14	12	9	18	5	13	13	12	9	10	4	8	15	18	7	9	10	13	17	8	14	14	11	10	10	10	11	14	4	43	20	8	10	8	4	15	7	8	11	5	0	0	9	5	6					
10	Число действительных избирательных бюллетеней	45989	1394	1356	1071	1062	767	1027	960	1415	671	760	745	537	1113	1331	1092	1051	1108	840	1290	1077	1088	1178	1095	1236	1360	1350	1045	1174	1288	645	262	1117	858	1081	1248	771	1426	1253	1232	1119	1057	111	175	508	987	658					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	827	19	19	19	19	19	19	19	19	20	10	10	17	19	29	19	19	19	19	19	19	19	19	19	19	19	19	19	19	29	20	10	29	19	19	19	10	39	22	10	12	20	3	3	10	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	560	14	14	14	10	8	15	13	13	10	5	8	13	15	21	15	15	11	11	16	11	10	18	15	15	9	11	17	13	27	16	0	21	6	14	10	6	24	15	10	12	11	0	0	6	12	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	450	8	7	9	13	9	18	10	6	26	20	12	3	4	20	15	11	9	10	12	14	4	5	11	6	10	3	17	19	11	6	7	7	5	6	5	11	20	8	6	14	1	1	1	6	12	12					
14	Число погашенных неиспользованных открепительных удостоверений	267	5	5	5	9	11	4	6	6	10	5	2	4	4	8	4	4	8	8	3	8	9	1	4	4	10	8	2	6	2	4	10	8	13	5	9	4	15	7	0	0	9	3	3	4	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	73	3	0	1	3	2	1	1	5	2	1	1	0	1	0	0	2	1	4	0	1	2	6	2	1	4	1	0	2	5	0	0	3	0	2	1	3	1	2	1	1	0	1	3	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	1462	37	41	45	27	23	25	26	44	27	28	26	19	39	47	43	40	50	30	36	29	30	50	31	53	44	65	27	37	39	22	12	21	29	19	37	18	46	39	31	45	33	1	5	10	16	20					
		3.15%	2.64%	2.99%	4.16%	2.52%	2.93%	2.42%	2.67%	3.08%	3.95%	3.64%	3.44%	3.51%	3.48%	3.49%	3.87%	3.78%	4.48%	3.53%	2.76%	2.65%	2.74%	4.19%	2.80%	4.25%	3.21%	4.78%	2.56%	3.12%	2.99%	3.39%	3.93%	1.85%	3.35%	1.74%	2.95%	2.32%	3.19%	3.10%	2.50%	3.98%	3.11%	0.90%	2.86%	1.93%	1.61%	3.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	638	26	16	9	8	7	8	21	19	18	7	12	11	10	22	20	25	17	12	20	26	9	20	18	18	14	12	28	27	15	7	0	9	7	7	12	13	24	14	15	11	5	2	0	3	18	16					
