Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Великолукская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
1	"Число избирателей, внесенных в списки"	19194	728	505	162	336	320	775	647	372	219	161	560	733	1008	1256	275	435	165	1717	224	633	158	316	1244	259	355	279	467	504	126	461	481	331	398	913	1510	161					
2	"Число бюллетеней, полученных участковыми комиссиями"	19108	713	505	163	339	323	775	655	378	210	160	562	744	1020	1260	282	434	161	1685	225	635	153	313	1205	254	342	277	462	503	127	470	482	319	394	915	1500	163					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7711	359	210	60	145	119	283	301	152	99	49	245	309	395	436	92	212	57	798	80	232	51	151	494	106	119	92	175	109	50	212	184	166	129	356	595	89					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3226	120	124	63	71	70	95	78	75	59	41	53	103	60	223	71	101	41	199	32	55	46	22	254	85	117	68	176	264	44	116	69	36	45	56	63	31					
6	Число погашенных бюллетеней	8171	234	171	40	123	134	397	276	151	52	70	264	332	565	601	119	121	63	688	113	348	56	140	457	63	106	117	111	130	33	142	229	117	220	503	842	43					
7	Число бюллетеней в переносных ящиках для голосования	3226	120	124	63	71	70	95	78	75	59	41	53	103	60	223	71	101	41	199	32	55	46	22	254	85	117	68	176	264	44	116	69	36	45	56	63	31					
8	Число бюллетеней в стационарных ящиках для голосования	7711	359	210	60	145	119	283	301	152	99	49	245	309	395	436	92	212	57	798	80	232	51	151	494	106	119	92	175	109	50	212	184	166	129	356	595	89					
9	Число недействительных бюллетеней	212	12	7	4	6	0	6	7	3	2	1	3	1	10	16	2	7	6	41	3	0	5	2	5	1	6	4	0	2	1	12	2	7	1	3	20	4					
10	Число действительных бюллетеней	10725	467	327	119	210	189	372	372	224	156	89	295	411	445	643	161	306	92	956	109	287	92	171	743	190	230	156	351	371	93	316	251	195	173	409	638	116					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	290	10	10	5	5	5	10	10	5	5	5	10	10	15	15	5	5	5	25	5	10	5	5	15	5	5	5	5	5	5	5	5	5	5	15	20	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	47	2	2	0	0	0	1	2	3	0	0	0	4	0	0	0	2	1	7	0	5	0	0	6	0	2	0	1	1	0	0	0	0	0	5	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	134	12	4	5	3	3	2	1	3	8	2	5	2	2	2	3	4	4	3	0	2	8	2	4	4	10	3	5	10	1	1	2	3	2	3	3	3					
14	Число погашенных открепительных удостоверений	243	8	8	5	5	5	9	8	2	5	5	10	6	15	15	5	3	4	18	5	5	5	5	9	5	3	5	4	4	5	5	5	5	5	10	17	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	206	11	6	1	5	3	4	5	5	3	4	7	11	10	12	6	9	0	14	4	6	1	4	11	5	3	2	5	2	4	16	0	3	0	4	15	5					
		1.88%	2.29%	1.79%	0.81%	2.31%	1.58%	1.05%	1.31%	2.20%	1.89%	4.44%	2.34%	2.66%	2.19%	1.82%	3.68%	2.87%	0.0%	1.40%	3.57%	2.09%	1.03%	2.31%	1.47%	2.61%	1.27%	1.25%	1.42%	0.53%	4.25%	4.87%	0.0%	1.48%	0.0%	0.97%	2.27%	4.16%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	173	2	7	3	2	4	4	3	5	1	0	6	12	9	7	3	5	1	20	4	13	0	3	10	0	1	1	2	3	1	2	1	6	3	9	20	0					
		1.58%	0.41%	2.09%	2.43%	0.92%	2.11%	1.05%	0.79%	2.20%	0.63%	0.0%	2.01%	2.91%	1.97%	1.06%	1.84%	1.59%	1.02%	2.00%	3.57%	4.52%	0.0%	1.73%	1.33%	0.0%	0.42%	0.62%	0.56%	0.80%	1.06%	0.60%	0.39%	2.97%	1.72%	2.18%	3.03%	0.0%					
