Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Шилкинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899					
1	"Число избирателей, внесенных в списки избирателей"	33798	2138	2095	1427	1272	1297	1679	203	1886	489	2269	2079	1851	1968	2180	356	140	202	1660	582	165	414	98	364	233	57	483	81	735	204	480	703	208	101	436	147	192	291	142	112	184	640	107	148	931	241	128					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31459	1800	1800	1270	1080	1145	1500	207	1850	501	1970	1880	1630	1770	1890	520	153	201	1530	565	166	419	114	379	210	84	489	86	750	211	490	686	207	102	424	152	181	313	146	108	184	675	108	154	950	272	137					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20144	1218	1182	866	816	831	858	150	1093	283	1138	1028	959	930	976	257	114	112	1152	376	116	286	87	238	199	55	323	60	541	161	365	474	122	86	243	100	140	291	121	86	164	535	96	143	550	124	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1684	74	41	38	31	18	37	0	95	17	106	145	94	83	21	99	2	10	78	57	11	18	11	73	0	2	43	19	40	12	40	93	66	7	63	20	19	0	0	0	0	23	9	3	19	38	9					
6	Число погашенных избирательных бюллетеней	9631	508	577	366	233	296	605	57	662	201	726	707	577	757	893	164	37	79	300	132	39	115	16	68	11	27	123	7	169	38	85	119	19	9	118	32	22	22	25	22	20	117	3	8	381	110	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1684	74	41	38	31	18	37	0	95	17	106	145	94	83	21	99	2	10	78	57	11	18	11	73	0	2	43	19	40	12	40	93	66	7	63	20	19	0	0	0	0	23	9	3	19	38	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20142	1218	1182	866	816	831	858	150	1093	283	1138	1028	957	930	976	257	114	112	1152	376	116	286	87	238	199	55	323	60	541	161	365	474	122	86	243	100	140	291	121	86	164	535	96	143	550	124	99					
9	Число недействительных избирательных бюллетеней	185	6	14	7	0	1	9	0	10	0	5	11	13	7	13	4	0	2	0	8	0	5	3	0	5	0	4	0	8	2	1	6	1	0	1	0	1	0	0	4	0	9	0	0	15	5	5					
10	Число действительных избирательных бюллетеней	21641	1286	1209	897	847	848	886	150	1178	300	1239	1162	1038	1006	984	352	116	120	1230	425	127	299	95	311	194	57	362	79	573	171	404	561	187	93	305	120	158	291	121	82	164	549	105	146	554	157	103					
