Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Богородская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245					
1	"Число избирателей, внесенных в списки избирателей"	54461	918	1582	1250	1217	2553	702	1571	905	1138	1562	649	1953	690	2305	2113	1531	2005	1910	2076	1015	623	870	365	495	586	584	1079	2615	1409	1290	1438	183	427	1355	235	492	353	829	356	1680	561	1894	533	870	373	186	898	280	437	523	381	616					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	54180	910	1600	1270	1220	2440	710	1580	910	1130	1570	650	1960	680	2180	2130	1520	2020	1930	2090	1020	620	880	370	500	590	600	1090	2630	1210	1300	1450	180	440	1360	230	460	360	850	350	1600	550	1870	570	940	380	180	910	260	430	520	380	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24927	370	730	468	479	1046	297	677	325	466	586	266	991	251	773	941	585	911	874	825	412	277	527	137	259	292	172	459	1339	903	477	705	102	229	682	73	167	194	400	111	1083	374	1100	261	445	193	112	431	191	248	273	146	292					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3669	33	32	16	58	165	22	38	38	28	53	18	38	36	199	62	74	28	22	65	14	20	78	46	45	97	105	49	64	71	175	69	23	78	141	72	146	82	77	78	214	47	191	122	145	65	8	52	35	25	43	52	115					
6	Число погашенных избирательных бюллетеней	25584	507	838	786	683	1229	391	865	547	636	931	366	931	393	1208	1127	861	1081	1034	1200	594	323	275	187	196	201	323	582	1227	236	648	676	55	133	537	85	147	84	373	161	303	129	579	187	350	122	60	427	34	157	204	182	193					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3669	33	32	16	58	165	22	38	38	28	53	18	38	36	199	62	74	28	22	65	14	20	78	46	45	97	105	49	64	71	175	69	23	78	141	72	146	82	77	78	214	47	191	122	145	65	8	52	35	25	43	52	115					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24922	370	730	468	478	1046	297	677	325	466	583	266	991	251	773	941	585	911	874	825	412	277	527	137	259	292	172	459	1339	903	476	705	102	229	682	73	167	194	400	111	1083	374	1100	261	445	193	112	431	191	248	273	146	292					
9	Число недействительных избирательных бюллетеней	223	2	6	3	1	9	4	6	0	5	2	1	7	6	10	8	7	14	15	11	6	2	6	0	0	1	0	6	9	8	8	9	2	1	10	1	1	3	3	1	4	6	2	0	3	1	0	3	4	1	1	2	2					
10	Число действительных избирательных бюллетеней	28368	401	756	481	535	1202	315	709	363	489	634	283	1022	281	962	995	652	925	881	879	420	295	599	183	304	388	277	502	1394	966	643	765	123	306	813	144	312	273	474	188	1293	415	1289	383	587	257	120	480	222	272	315	196	405					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1493	15	30	20	20	30	10	30	20	20	10	10	30	20	30	30	30	30	30	30	20	10	20	10	10	10	10	20	30	500	20	40	10	30	20	10	10	10	20	10	30	10	30	18	40	10	10	20	10	10	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	907	0	17	4	7	10	2	13	7	4	2	0	16	4	8	17	5	11	11	10	6	5	5	2	8	9	2	4	30	462	7	30	8	30	17	0	3	7	6	3	6	5	7	18	39	5	6	16	2	5	1	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	590	14	16	2	5	6	2	5	2	4	3	4	13	14	3	6	10	5	9	6	6	4	4	0	5	4	3	7	10	302	7	12	2	2	8	2	5	8	3	4	13	1	5	7	10	1	2	2	4	3	4	4	7					
14	Число погашенных неиспользованных открепительных удостоверений	586	15	13	16	13	20	8	17	13	16	8	10	14	16	22	13	25	19	19	20	14	5	15	8	2	1	8	16	0	38	13	10	2	0	3	10	7	3	14	7	24	5	23	0	1	5	4	4	8	5	19	10	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
