Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Богородская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240					
1	"Число избирателей, внесенных в список избирателей"	54044	2385	2261	2565	2304	888	1071	2109	1127	1941	2330	1482	1871	1760	2009	1071	2685	882	261	492	538	495	378	577	893	1091	2562	1112	1214	1443	232	397	1368	262	478	1809	629	1973	328	526	909	841	333	356	206	904	269	427					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	54110	2430	2320	2400	2300	895	1090	2140	1090	1950	2030	1500	1930	1800	2040	1080	2540	900	260	500	565	500	375	585	885	1100	2600	1260	1220	1450	220	416	1380	227	440	1830	630	2020	330	517	940	855	345	370	210	930	275	440					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27135	1174	1004	1062	1172	355	520	896	467	752	1237	727	970	889	983	490	1615	512	112	250	263	282	142	277	366	609	1748	1044	379	714	133	226	644	81	136	1170	235	1067	150	242	447	403	113	147	92	417	168	253					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5143	30	72	299	115	19	54	63	25	160	57	17	75	25	36	10	78	118	49	55	81	58	90	101	383	221	213	0	251	52	43	78	326	134	206	177	102	187	132	148	241	117	139	105	47	94	21	39					
6	Число погашенных избирательных бюллетеней	21820	1226	1244	1039	1013	521	516	1181	598	1038	736	756	885	886	1021	580	835	270	99	195	221	160	143	207	136	270	639	216	590	684	44	112	410	12	98	483	293	766	48	127	252	335	93	118	71	419	86	148					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5143	30	72	299	115	19	54	63	25	160	57	17	75	25	36	10	78	118	49	55	81	58	90	101	383	221	213	0	251	52	43	78	326	134	206	177	102	187	132	148	241	117	139	105	47	94	21	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27127	1174	1003	1059	1172	355	520	896	467	748	1237	727	970	889	983	490	1615	512	112	250	263	282	142	277	366	609	1748	1044	379	714	133	226	644	81	136	1170	235	1067	150	242	447	403	113	147	92	417	168	253					
9	Число недействительных избирательных бюллетеней	345	24	14	18	6	7	5	13	5	7	15	9	10	17	11	10	26	8	1	3	3	2	4	7	12	6	13	11	7	15	3	3	12	0	4	9	2	1	1	1	4	2	1	2	0	7	1	3					
10	Число действительных избирательных бюллетеней	31925	1180	1061	1340	1281	367	569	946	487	901	1279	735	1035	897	1008	490	1667	622	160	302	341	338	228	371	737	824	1948	1033	623	751	173	301	958	215	338	1338	335	1253	281	389	684	518	251	250	139	504	188	289					
