Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва														
Дата голосования: 04.12.2011														
														
Наименование Избирательной комиссии:    Момская														
														
Сводная таблица результатов выборов														
														
		Сумма	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338					
1	"Число избирателей, внесенных в список избирателей"	2768	1503	88	278	169	134	456	140					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3000	1635	95	300	190	130	490	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	83	6	0	12	0	6	52	7					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	1883	978	74	206	132	109	283	101					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	221	133	2	26	21	2	31	6					
6	Число погашенных избирательных бюллетеней	813	518	19	56	37	13	124	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	304	139	2	38	21	8	83	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	1883	978	74	206	132	109	283	101					
9	Число недействительных избирательных бюллетеней	16	9	0	1	0	0	5	1					
10	Число действительных избирательных бюллетеней	2171	1108	76	243	153	117	361	113					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	88	50	0	10	10	3	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	87	50	0	10	10	3	9	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	12	5	0	2	0	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	12	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0					
														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	430	209	10	49	38	16	102	6					
		19.66%	18.71%	13.16%	20.08%	24.84%	13.68%	27.87%	5.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	76	47	3	7	1	3	5	10					
		3.48%	4.21%	3.95%	2.87%	0.65%	2.56%	1.37%	8.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	10	0	2	1	0	2	0					
		0.69%	0.90%	0.00%	0.82%	0.65%	0.00%	0.55%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	330	173	7	25	20	12	86	7					
		15.09%	15.49%	9.21%	10.25%	13.07%	10.26%	23.50%	6.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	12	1	0	2	1	4	1					
		0.96%	1.07%	1.32%	0.00%	1.31%	0.85%	1.09%	0.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1284	646	54	158	91	85	161	89					
		58.71%	57.83%	71.05%	64.75%	59.48%	72.65%	43.99%	78.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	15	11	1	2	0	0	1	0					
		0.69%	0.98%	1.32%	0.82%	0.00%	0.00%	0.27%	0.00%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
