Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Жарковская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	4691	1089	1066	1081	198	135	81	167	132	58	126	64	98	78	135	183									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	4553	1000	1000	1000	200	144	86	180	141	63	140	71	108	83	144	193									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2049	480	482	398	80	70	45	69	65	32	54	33	55	33	67	86									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	381	38	29	75	27	23	18	27	9	8	19	14	36	27	15	16									
6	Число погашенных избирательных бюллетеней	2123	482	489	527	93	51	23	84	67	23	67	24	17	23	62	91									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	381	38	29	75	27	23	18	27	9	8	19	14	36	27	15	16									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2049	480	482	398	80	70	45	69	65	32	54	33	55	33	67	86									
9	Число недействительных избирательных бюллетеней	39	10	9	10	2	0	0	1	4	0	1	0	0	0	0	2									
10	Число действительных избирательных бюллетеней	2391	508	502	463	105	93	63	95	70	40	72	47	91	60	82	100									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	191	27	29	27	15	10	7	10	6	5	10	5	10	5	10	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	191	27	29	27	15	10	7	10	6	5	10	5	10	5	10	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	12	9	5	5	3	8	2	1	3	0	0	3	2	1	7									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	15	18	13	9	0	0	1	0	0	0	0	2	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	22	9	4	3	2	0	0	0	0	1	0	1	1	1	0	0									
		0.91%	1.74%	0.78%	0.63%	1.87%	0.00%	0.00%	0.00%	0.00%	2.50%	0.00%	2.13%	1.10%	1.67%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	55	12	15	10	1	1	1	3	0	1	2	2	1	3	2	1									
		2.26%	2.32%	2.94%	2.11%	0.93%	1.08%	1.59%	3.13%	0.00%	2.50%	2.74%	4.26%	1.10%	5.00%	2.44%	0.98%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	38	8	14	6	2	1	1	2	2	0	0	0	1	0	0	1									
		1.56%	1.54%	2.74%	1.27%	1.87%	1.08%	1.59%	2.08%	2.70%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1233	246	221	263	61	51	43	37	41	29	40	23	40	33	49	56									
		50.74%	47.49%	43.25%	55.60%	57.01%	54.84%	68.25%	38.54%	55.41%	72.50%	54.79%	48.94%	43.96%	55.00%	59.76%	54.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	2	3	1	0	1	0	0	0	0	0	0	1	1	1	1									
		0.45%	0.39%	0.59%	0.21%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	1.67%	1.22%	0.98%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0									
		0.25%	0.19%	0.20%	0.63%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	350	74	89	61	11	13	3	19	11	4	7	3	15	9	17	14									
		14.40%	14.29%	17.42%	12.90%	10.28%	13.98%	4.76%	19.79%	14.86%	10.00%	9.59%	6.38%	16.48%	15.00%	20.73%	13.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0									
		0.12%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	5	0	3	0	1	1	0	0	0	0	0	1	0	0	2									
		0.53%	0.97%	0.00%	0.63%	0.00%	1.08%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	1.96%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0									
		0.16%	0.00%	0.39%	0.00%	0.00%	0.00%	3.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	0	2	3	0	0	0	3	0	1	1	0	1	0	1	3									
		0.62%	0.00%	0.39%	0.63%	0.00%	0.00%	0.00%	3.13%	0.00%	2.50%	1.37%	0.00%	1.10%	0.00%	1.22%	2.94%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	371	80	84	65	23	18	8	15	5	0	13	6	21	8	10	15									
		15.27%	15.44%	16.44%	13.74%	21.50%	19.35%	12.70%	15.63%	6.76%	0.00%	17.81%	12.77%	23.08%	13.33%	12.20%	14.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	1	2	2	0	0	0	1	0	0	0	0	1	0	0	1									
		0.33%	0.19%	0.39%	0.42%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.98%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	262	70	65	41	5	6	4	15	11	4	9	12	7	5	2	6									
		10.78%	13.51%	12.72%	8.67%	4.67%	6.45%	6.35%	15.63%	14.86%	10.00%	12.33%	25.53%	7.69%	8.33%	2.44%	5.88%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
