Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Волжская городская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143					
1	"Число избирателей, внесенных в списки избирателей"	47704	2137	1996	2000	1783	1764	758	983	2021	665	1462	2170	2048	1710	1740	1934	2030	1226	687	2093	2241	2032	2263	1881	1385	621	1892	1076	1078	2028					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44400	2000	1800	1900	1700	1700	700	900	1800	600	1400	2000	1900	1600	1600	1800	1900	1100	600	2000	2100	1900	2100	1800	1300	500	1800	1000	1000	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32669	1515	1273	1279	1222	1222	524	675	1296	401	952	1556	1358	1194	1131	1382	1408	884	415	1496	1564	1432	1489	1314	979	389	1329	769	770	1451					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1509	65	143	67	72	63	72	45	81	37	53	34	47	56	51	46	31	10	68	31	78	36	115	40	29	29	34	22	20	34					
6	Число погашенных избирательных бюллетеней	10222	420	384	554	406	415	104	180	423	162	395	410	495	350	418	372	461	206	117	473	458	432	496	446	292	82	437	209	210	415					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1509	65	143	67	72	63	72	45	81	37	53	34	47	56	51	46	31	10	68	31	78	36	115	40	29	29	34	22	20	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32667	1515	1273	1279	1222	1222	524	675	1296	401	952	1556	1358	1194	1131	1382	1408	882	415	1496	1564	1432	1489	1314	979	389	1329	769	770	1451					
9	Число недействительных избирательных бюллетеней	362	25	20	12	16	15	5	13	19	9	12	17	12	16	5	11	7	7	4	13	11	36	19	11	14	1	9	6	12	5					
10	Число действительных избирательных бюллетеней	33814	1555	1396	1334	1278	1270	591	707	1358	429	993	1573	1393	1234	1177	1417	1432	885	479	1514	1631	1432	1585	1343	994	417	1354	785	778	1480					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	768	30	27	51	30	26	16	18	22	6	20	36	38	25	25	30	40	28	3	33	30	35	20	45	23	15	25	23	18	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	747	30	27	51	29	26	16	17	18	5	20	36	38	25	25	30	40	28	3	33	30	35	19	45	23	10	22	20	16	30					
