Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Усольская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281					
1	"Число избирателей, внесенных в списки"	36313	672	1251	1258	623	233	1745	405	2110	2249	2375	1377	68	1439	436	1407	2234	1488	2360	342	443	226	1525	1523	1151	183	899	189	566	117	869	456	1150	174	380	265	993	174	798	95	65					
2	"Число бюллетеней, полученных участковыми комиссиями"	32069	595	1118	1077	542	197	1444	358	1861	2000	2121	1235	60	1292	400	1225	1953	1328	2105	310	390	190	1370	1368	1017	170	790	163	509	102	774	405	1018	150	326	234	885	153	693	83	58					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16211	233	489	604	196	79	1238	198	1133	1159	1150	677	41	503	188	695	1176	474	922	109	214	111	515	502	488	73	377	87	219	83	292	157	546	67	146	80	396	64	442	57	31					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	713	21	10	11	23	10	29	27	13	20	20	12	0	17	9	4	12	31	28	2	0	3	60	22	12	6	28	0	20	0	14	22	31	0	27	44	69	20	26	10	0					
6	Число погашенных бюллетеней	15145	341	619	462	323	108	177	133	715	821	951	546	19	772	203	526	765	823	1155	199	176	76	795	844	517	91	385	76	270	19	468	226	441	83	153	110	420	69	225	16	27					
7	Число бюллетеней в переносных ящиках для голосования	713	21	10	11	23	10	29	27	13	20	20	12	0	17	9	4	12	31	28	2	0	3	60	22	12	6	28	0	20	0	14	22	31	0	27	44	69	20	26	10	0					
8	Число бюллетеней в стационарных ящиках для голосования	16208	232	489	604	196	79	1236	198	1133	1159	1150	677	41	503	188	695	1176	474	922	109	214	111	515	502	488	73	377	87	219	83	292	157	546	67	146	80	396	64	442	57	31					
9	Число недействительных бюллетеней	281	10	11	7	7	2	6	8	11	16	16	10	0	8	0	5	17	8	16	3	4	1	26	13	18	4	5	2	7	1	6	3	9	0	4	2	9	3	2	0	1					
10	Число действительных бюллетеней	16640	243	488	608	212	87	1259	217	1135	1163	1154	679	41	512	197	694	1171	497	934	108	210	113	549	511	482	75	400	85	232	82	300	176	568	67	169	122	456	81	466	67	30					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	3	5	5	3	3	24	3	15	7	12	5	2	5	3	10	10	5	7	3	3	3	2	5	5	2	6	2	3	2	5	3	5	2	3	3	5	2	3	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	99	1	1	5	1	0	22	0	7	7	12	2	0	1	1	2	9	1	7	0	0	0	0	5	3	0	2	0	2	0	0	0	1	0	0	1	4	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	141	1	0	4	1	4	50	1	4	4	0	7	0	3	1	1	4	1	1	0	1	2	2	2	3	3	4	3	1	5	3	1	4	1	5	0	9	0	4	1	0					
14	Число погашенных открепительных удостоверений	99	2	4	0	2	3	2	3	8	0	0	3	2	4	2	8	1	4	0	3	3	3	2	0	2	2	4	2	1	2	5	3	4	2	3	2	1	2	1	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	258	1	11	3	0	0	13	3	15	19	22	15	3	8	2	7	13	5	15	3	5	0	8	10	6	2	5	3	7	3	6	7	12	0	11	4	8	1	1	0	1					
		1.52%	0.39%	2.20%	0.48%	0.0%	0.0%	1.02%	1.33%	1.30%	1.61%	1.88%	2.17%	7.31%	1.53%	1.01%	1.00%	1.09%	0.99%	1.57%	2.70%	2.33%	0.0%	1.39%	1.90%	1.2%	2.53%	1.23%	3.44%	2.92%	3.61%	1.96%	3.91%	2.07%	0.0%	6.35%	3.22%	1.72%	1.19%	0.21%	0.0%	3.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	208	2	2	3	3	1	27	3	15	15	11	0	0	8	5	9	13	7	19	1	0	0	8	12	6	0	8	6	1	4	0	1	2	0	1	0	5	1	8	0	1					
		1.22%	0.79%	0.40%	0.48%	1.36%	1.12%	2.13%	1.33%	1.30%	1.27%	0.94%	0.0%	0.0%	1.53%	2.53%	1.28%	1.09%	1.38%	2.0%	0.90%	0.0%	0.0%	1.39%	2.29%	1.2%	0.0%	1.97%	6.89%	0.41%	4.81%	0.0%	0.55%	0.34%	0.0%	0.57%	0.0%	1.07%	1.19%	1.70%	0.0%	3.22%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	663	8	25	45	13	5	33	6	109	42	34	15	0	18	5	15	36	25	44	3	4	7	12	16	19	7	4	4	10	0	8	8	7	2	1	7	33	4	27	1	1					
