Выборы Президента Российской Федерации																																																																																																													
Дата голосования: 18.03.2018																																																																																																													
																																																																																																													
Наименование Избирательной комиссии:    Одинцовская № 2																																																																																																													
																																																																																																													
Сводная таблица итогов голосования																																																																																																													
																																																																																																													
	Число участковых избирательных комиссий	98																																																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	98																																																																																																											
																																																																																																													
		Сумма	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047									
1	"Число избирателей, включенных в список избирателей"	118576	1304	1321	1613	1554	1237	853	974	1194	1037	920	1137	711	523	1427	1150	1374	1262	1492	1686	853	1214	1253	903	1165	1072	1032	1118	1962	869	1968	1143	1201	1140	1140	941	994	1138	947	1196	869	833	963	1404	978	1312	1487	1400	1354	1478	1575	1481	1519	1265	1257	890	986	1384	910	1261	1339	1019	1117	864	988	1037	1137	1024	1160	973	1177	1157	915	1859	1326	969	1468	1116	1650	1312	1472	1166	1238	1188	709	870	1548	840	1569	1093	1442	1669	1772	945	1459	1273	1229	729	2134									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	109970	1200	1100	1500	1400	1100	850	950	1000	950	900	1000	620	550	1200	1000	1200	1100	1300	1300	1100	1100	1100	900	1100	1200	900	1000	1700	800	1700	1100	1000	1000	1100	1000	1000	1000	900	1000	850	800	850	1200	1000	1200	1300	1200	1200	1300	1400	1200	1400	1300	1200	900	1000	1500	1000	1300	1200	900	1000	900	1000	1100	1000	1000	1100	900	1100	1100	900	1800	1100	900	1400	1100	1300	1100	1200	1100	1000	1150	700	800	1600	800	1500	800	1300	1700	1800	900	1200	1100	1700	700	2000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	73793	748	689	816	832	713	560	574	638	530	582	643	503	362	819	753	753	728	889	981	823	724	704	583	701	750	569	683	1188	538	1079	766	678	736	763	605	662	757	599	778	568	584	580	793	658	886	874	890	895	773	953	907	960	964	915	617	695	949	633	886	889	661	597	526	669	634	713	684	732	609	768	739	597	1175	761	533	1003	804	1010	857	697	831	788	734	394	615	853	450	1101	624	865	1266	1098	584	755	806	1042	510	1040									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3827	102	147	15	34	15	25	22	18	13	28	63	73	45	51	29	54	7	41	48	30	13	24	43	41	21	18	36	40	36	264	33	29	22	22	9	14	15	18	17	6	35	23	27	38	10	8	11	13	10	11	13	36	11	66	38	50	108	79	78	28	12	18	20	70	149	18	12	55	81	22	22	28	60	28	27	20	22	0	20	7	1	4	42	119	63	51	138	6	0	14	3	7	5	3	0	187	92	127									
6	Число погашенных избирательных бюллетеней	32349	350	264	669	534	372	265	354	344	407	290	294	44	143	330	218	393	365	370	271	247	363	372	274	358	429	313	281	472	226	357	301	292	242	315	386	324	228	283	205	276	181	247	380	304	304	418	299	292	517	436	280	404	325	219	245	255	443	288	336	283	227	385	354	261	317	269	304	313	210	310	339	275	565	311	340	377	274	290	223	496	268	208	374	187	122	696	212	393	176	421	431	695	311	442	294	471	98	833									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3826	102	147	15	34	15	25	22	18	13	28	63	73	45	51	29	54	7	41	48	30	13	24	43	41	21	18	36	40	36	264	33	29	22	22	9	14	15	18	17	6	35	22	27	38	10	8	11	13	10	11	13	36	11	66	38	50	108	79	78	28	12	18	20	70	149	18	12	55	81	22	22	28	60	28	27	20	22	0	20	7	1	4	42	119	63	51	138	6	0	14	3	7	5	3	0	187	92	127									
8	Число бюллетеней в стационарных ящиках для голосования	73682	748	686	816	832	710	560	574	636	528	582	643	503	362	819	753	753	727	885	980	823	723	701	583	701	750	569	683	1187	538	1079	766	678	736	763	605	662	757	599	730	568	584	579	792	656	886	874	890	895	773	953	907	955	963	915	616	695	948	633	875	889	661	597	512	669	634	713	684	732	609	768	738	597	1175	761	532	1002	804	1010	857	697	831	788	734	394	615	853	450	1101	624	865	1264	1098	584	755	806	1042	510	1040									
9	Число недействительных избирательных бюллетеней	1125	10	12	8	15	6	5	7	14	3	8	19	8	2	9	4	12	7	11	11	6	11	5	7	9	15	17	8	37	8	67	22	7	6	10	7	16	14	2	11	8	6	12	15	8	9	21	13	13	8	15	16	23	8	8	5	8	6	8	11	8	5	18	6	12	10	11	12	18	11	12	4	5	23	27	11	18	18	9	13	11	19	9	8	5	6	7	3	18	7	15	13	22	6	10	10	11	7	10									
10	Число действительных избирательных бюллетеней	76383	840	821	823	851	719	580	589	640	538	602	687	568	405	861	778	795	727	915	1017	847	725	720	619	733	756	570	711	1190	566	1276	777	700	752	775	607	660	758	615	736	566	613	589	804	686	887	861	888	895	775	949	904	968	966	973	649	737	1050	704	942	909	668	597	526	727	773	720	684	769	679	778	756	620	1212	762	548	1004	808	1001	864	693	813	783	768	508	672	897	585	1089	617	864	1254	1083	583	748	796	1218	595	1157									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																													
13	Бабурин Сергей Николаевич	646	7	11	6	7	7	9	4	6	2	4	4	4	4	8	8	15	5	7	8	11	9	6	5	6	6	5	7	5	7	8	4	7	9	11	4	5	4	4	6	7	5	6	9	4	13	6	4	9	8	7	8	6	6	9	3	5	15	11	3	8	7	8	4	5	8	6	13	8	6	9	9	5	11	5	6	6	10	5	4	2	5	4	7	3	2	7	2	9	6	7	11	10	4	6	6	5	1	7									
		0.83%	0.82%	1.32%	0.72%	0.81%	0.97%	1.54%	0.67%	0.92%	0.37%	0.66%	0.57%	0.69%	0.98%	0.92%	1.02%	1.86%	0.68%	0.76%	0.78%	1.29%	1.22%	0.83%	0.80%	0.81%	0.78%	0.85%	0.97%	0.41%	1.22%	0.60%	0.50%	0.99%	1.19%	1.40%	0.65%	0.74%	0.52%	0.65%	0.80%	1.22%	0.81%	0.99%	1.10%	0.58%	1.45%	0.68%	0.44%	0.99%	1.02%	0.73%	0.87%	0.61%	0.62%	0.92%	0.46%	0.67%	1.42%	1.54%	0.31%	0.87%	1.04%	1.30%	0.75%	0.68%	1.02%	0.82%	1.87%	1.02%	0.87%	1.14%	1.18%	0.80%	0.89%	0.63%	1.07%	0.59%	1.21%	0.50%	0.46%	0.28%	0.60%	0.51%	0.90%	0.58%	0.29%	0.77%	0.34%	0.81%	0.96%	0.80%	0.87%	0.90%	0.68%	0.79%	0.74%	0.41%	0.17%	0.60%									
14	Грудинин Павел Николаевич	10672	120	86	122	105	127	71	78	94	69	93	89	91	53	121	126	114	119	114	140	149	108	98	103	108	122	80	126	160	107	156	102	77	111	118	75	104	96	82	93	88	81	80	117	100	118	120	123	120	103	156	125	127	140	117	98	87	157	103	106	129	87	95	54	78	80	101	92	96	83	107	112	81	165	109	69	142	98	155	146	102	112	107	104	65	56	117	62	137	91	148	210	180	97	131	133	162	69	137									
		13.77%	14.12%	10.32%	14.68%	12.12%	17.52%	12.14%	13.09%	14.37%	12.75%	15.25%	12.61%	15.80%	13.02%	13.91%	16.11%	14.13%	16.21%	12.31%	13.62%	17.47%	14.67%	13.52%	16.45%	14.56%	15.82%	13.63%	17.52%	13.04%	18.64%	11.62%	12.77%	10.89%	14.64%	15.03%	12.21%	15.38%	12.44%	13.29%	12.45%	15.33%	13.09%	13.31%	14.29%	14.41%	13.17%	13.61%	13.65%	13.22%	13.15%	16.18%	13.59%	12.82%	14.37%	11.93%	14.98%	11.68%	14.87%	14.47%	11.12%	14.07%	12.93%	15.45%	10.15%	10.55%	10.22%	13.82%	13.22%	12.20%	12.03%	13.54%	14.74%	12.96%	13.36%	13.81%	12.34%	13.89%	11.86%	15.35%	16.65%	14.49%	13.46%	13.51%	13.40%	12.67%	8.26%	12.94%	10.54%	12.38%	14.58%	16.84%	16.57%	16.29%	16.47%	17.28%	16.50%	13.18%	11.46%	11.74%									
15	Жириновский Владимир Вольфович	4087	52	42	50	55	35	44	30	56	45	42	36	34	29	35	37	52	32	61	48	39	32	43	20	41	45	43	35	74	35	59	46	46	36	64	39	30	25	28	42	27	37	22	36	30	45	46	46	45	36	39	50	74	47	58	43	53	52	42	69	53	40	25	44	59	39	48	42	51	32	37	47	20	62	50	35	44	48	39	36	30	30	26	40	31	59	61	27	42	25	25	50	48	22	36	34	60	18	38									
		5.27%	6.12%	5.04%	6.02%	6.35%	4.83%	7.52%	5.03%	8.56%	8.32%	6.89%	5.10%	5.90%	7.13%	4.02%	4.73%	6.44%	4.36%	6.59%	4.67%	4.57%	4.35%	5.93%	3.19%	5.53%	5.84%	7.33%	4.87%	6.03%	6.10%	4.39%	5.76%	6.51%	4.75%	8.15%	6.35%	4.44%	3.24%	4.54%	5.62%	4.70%	5.98%	3.66%	4.40%	4.32%	5.02%	5.22%	5.11%	4.96%	4.60%	4.05%	5.43%	7.47%	4.83%	5.91%	6.57%	7.11%	4.92%	5.90%	7.24%	5.78%	5.94%	4.07%	8.27%	7.98%	4.98%	6.57%	6.03%	6.48%	4.64%	4.68%	6.18%	3.20%	5.02%	6.34%	6.26%	4.31%	5.81%	3.86%	4.10%	4.26%	3.61%	3.28%	5.15%	6.04%	8.70%	6.75%	4.59%	3.79%	4.01%	2.84%	3.95%	4.34%	3.74%	4.75%	4.22%	4.88%	2.99%	3.26%									
16	Путин Владимир Владимирович	54985	611	631	594	641	499	429	454	445	401	419	514	391	297	646	548	549	500	655	752	587	533	519	450	521	532	411	479	868	382	986	562	524	519	525	441	471	552	463	551	415	437	426	585	503	631	620	633	654	539	658	636	678	669	702	465	539	773	489	722	634	477	415	385	518	600	510	480	572	520	558	520	472	870	537	401	722	580	695	607	508	543	578	576	377	521	652	465	781	427	599	862	755	409	515	540	893	464	821									
		70.94%	71.88%	75.75%	71.48%	74.02%	68.83%	73.33%	76.17%	68.04%	74.12%	68.69%	72.80%	67.88%	72.97%	74.25%	70.08%	68.03%	68.12%	70.73%	73.15%	68.82%	72.42%	71.59%	71.88%	70.22%	69.00%	70.02%	66.62%	70.74%	66.55%	73.42%	70.34%	74.12%	68.47%	66.88%	71.82%	69.67%	71.50%	75.04%	73.76%	72.30%	70.60%	70.88%	71.43%	72.48%	70.42%	70.29%	70.26%	72.03%	68.84%	68.26%	69.13%	68.42%	68.69%	71.56%	71.10%	72.35%	73.20%	68.68%	75.76%	69.14%	70.88%	67.48%	72.37%	70.09%	76.63%	69.77%	68.97%	72.68%	75.36%	70.63%	68.42%	75.52%	70.45%	68.06%	71.74%	70.65%	70.22%	68.81%	69.21%	72.16%	65.26%	72.98%	74.23%	73.49%	76.84%	72.12%	79.08%	70.55%	68.43%	68.15%	68.03%	68.33%	69.44%	67.94%	66.99%	72.66%	77.08%	70.35%									
17	Собчак Ксения Анатольевна	2747	21	26	12	19	14	16	9	18	10	17	13	23	8	13	21	27	41	33	34	27	14	26	24	21	21	13	27	38	16	29	29	15	29	23	17	21	40	18	15	13	18	23	23	19	23	29	40	28	45	42	38	35	55	42	17	19	19	26	17	39	25	27	17	26	23	27	19	13	17	28	26	20	50	30	15	39	29	64	45	26	72	33	23	15	19	26	8	65	41	45	65	55	31	28	48	46	24	89									
		3.54%	2.47%	3.12%	1.44%	2.19%	1.93%	2.74%	1.51%	2.75%	1.85%	2.79%	1.84%	3.99%	1.97%	1.49%	2.69%	3.35%	5.59%	3.56%	3.31%	3.17%	1.90%	3.59%	3.83%	2.83%	2.72%	2.21%	3.76%	3.10%	2.79%	2.16%	3.63%	2.12%	3.83%	2.93%	2.77%	3.11%	5.18%	2.92%	2.01%	2.26%	2.91%	3.83%	2.81%	2.74%	2.57%	3.29%	4.44%	3.08%	5.75%	4.36%	4.13%	3.53%	5.65%	4.28%	2.60%	2.55%	1.80%	3.65%	1.78%	4.25%	3.71%	4.39%	3.20%	3.52%	2.94%	3.69%	2.73%	1.65%	2.46%	3.54%	3.42%	3.20%	4.05%	3.80%	2.68%	3.82%	3.51%	6.34%	5.13%	3.69%	8.65%	4.17%	2.96%	2.92%	2.80%	2.88%	1.36%	5.87%	6.57%	5.12%	5.13%	4.98%	5.26%	3.69%	5.96%	3.74%	3.99%	7.63%									
18	Сурайкин Максим Александрович	515	4	3	13	9	8	4	3	3	2	6	7	6	0	3	8	5	5	6	3	4	9	5	5	4	4	4	7	8	9	12	7	4	4	11	6	5	7	4	6	5	7	9	4	7	6	4	4	4	2	7	9	3	7	8	6	10	8	7	5	6	2	5	3	6	8	5	6	4	5	7	9	5	5	4	3	7	9	5	3	1	3	3	2	1	1	6	0	6	2	4	9	2	3	2	6	7	0	5									
		0.66%	0.47%	0.36%	1.56%	1.04%	1.10%	0.68%	0.50%	0.46%	0.37%	0.98%	0.99%	1.04%	0.00%	0.34%	1.02%	0.62%	0.68%	0.65%	0.29%	0.47%	1.22%	0.69%	0.80%	0.54%	0.52%	0.68%	0.97%	0.65%	1.57%	0.89%	0.88%	0.57%	0.53%	1.40%	0.98%	0.74%	0.91%	0.65%	0.80%	0.87%	1.13%	1.50%	0.49%	1.01%	0.67%	0.45%	0.44%	0.44%	0.26%	0.73%	0.98%	0.30%	0.72%	0.82%	0.92%	1.34%	0.76%	0.98%	0.52%	0.65%	0.30%	0.81%	0.56%	0.81%	1.02%	0.68%	0.86%	0.51%	0.72%	0.89%	1.18%	0.80%	0.40%	0.51%	0.54%	0.68%	1.09%	0.50%	0.34%	0.14%	0.36%	0.38%	0.26%	0.19%	0.15%	0.66%	0.00%	0.54%	0.32%	0.46%	0.71%	0.18%	0.51%	0.26%	0.74%	0.57%	0.00%	0.43%									
19	Титов Борис Юрьевич	1097	11	8	11	7	14	1	2	11	4	7	9	7	3	6	11	8	8	16	13	17	7	9	6	6	11	7	15	14	6	14	13	9	21	9	8	5	10	6	4	5	11	13	13	10	27	20	15	14	18	16	17	23	20	13	7	13	12	12	7	16	9	9	5	14	3	6	15	7	9	14	13	9	20	10	7	18	16	13	9	4	20	16	4	7	4	8	9	20	12	16	18	9	11	15	8	24	5	25									
