Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Ононская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726					
1	"Число избирателей, внесенных в списки"	8732	2408	679	382	336	51	118	679	138	376	111	297	61	554	248	425	557	288	350	98	452	124					
2	"Число бюллетеней, полученных участковыми комиссиями"	8886	2375	664	380	329	53	129	684	137	372	107	379	61	555	244	561	561	280	346	97	451	121					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4802	1184	297	230	202	28	76	361	69	192	71	268	41	217	95	343	298	159	206	67	301	97					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	647	48	60	48	33	0	19	23	14	20	10	29	3	28	37	82	96	20	5	19	45	8					
6	Число погашенных бюллетеней	3437	1143	307	102	94	25	34	300	54	160	26	82	17	310	112	136	167	101	135	11	105	16					
7	Число бюллетеней в переносных ящиках для голосования	647	48	60	48	33	0	19	23	14	20	10	29	3	28	37	82	96	20	5	19	45	8					
8	Число бюллетеней в стационарных ящиках для голосования	4798	1181	297	230	202	28	76	361	69	192	71	268	41	217	95	343	298	159	206	67	300	97					
9	Число недействительных бюллетеней	94	20	13	3	3	0	12	1	0	4	0	2	0	6	5	0	7	2	4	3	7	2					
10	Число действительных бюллетеней	5351	1209	344	275	232	28	83	383	83	208	81	295	44	239	127	425	387	177	207	83	338	103					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	22	11	11	11	5	5	11	5	11	5	11	5	11	11	11	11	11	11	5	11	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	36	8	1	1	0	1	0	1	0	2	0	1	1	4	2	0	3	0	5	1	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	9	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	2	0	1					
14	Число погашенных открепительных удостоверений	164	14	10	10	11	4	5	10	5	9	5	10	4	7	9	11	8	11	6	4	6	5					
