Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Алтайская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614									
1	"Число избирателей, включенных в список избирателей"	19418	388	1509	1201	2255	2031	1150	619	1417	1666	775	1127	383	1605	212	194	306	190	155	194	832	671	245	293									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19870	400	1500	1250	2300	2000	1200	630	1490	1730	800	1180	380	1630	200	195	285	205	155	190	875	700	265	310									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11456	223	816	696	1353	1230	592	329	765	889	508	801	225	1012	142	136	177	123	103	123	455	374	162	222									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1230	19	65	47	87	114	40	139	93	139	53	58	25	83	3	7	13	34	17	20	29	101	30	14									
6	Число погашенных избирательных бюллетеней	7184	158	619	507	860	656	568	162	632	702	239	321	130	535	55	52	95	48	35	47	391	225	73	74									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1230	19	65	47	87	114	40	139	93	139	53	58	25	83	3	7	13	34	17	20	29	101	30	14									
8	Число бюллетеней в стационарных ящиках для голосования	11456	223	816	696	1353	1230	592	329	765	889	508	801	225	1012	142	136	177	123	103	123	455	374	162	222									
9	Число недействительных избирательных бюллетеней	125	0	11	4	8	10	10	3	16	6	3	13	5	12	1	0	1	4	3	3	3	2	1	6									
