Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Знаменская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748					
1	"Число избирателей, внесенных в списки избирателей"	4494	403	385	253	1722	237	175	103	115	285	393	237	186					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4545	400	395	245	1745	260	175	100	120	285	400	235	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2923	245	254	149	1142	147	122	53	97	197	237	155	125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	786	113	87	60	130	71	30	41	17	65	71	58	43					
6	Число погашенных избирательных бюллетеней	836	42	54	36	473	42	23	6	6	23	92	22	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	786	113	87	60	130	71	30	41	17	65	71	58	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2923	245	254	149	1142	147	122	53	97	197	237	155	125					
9	Число недействительных избирательных бюллетеней	29	2	2	1	15	1	0	0	3	1	1	2	1					
10	Число действительных избирательных бюллетеней	3680	356	339	208	1257	217	152	94	111	261	307	211	167					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	116	10	11	5	45	10	0	3	10	5	7	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	113	9	11	5	45	10	0	1	10	5	7	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	33	1	1	1	11	2	1	1	4	4	0	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	3	1	0	0	0	0	0	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	4	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	54	10	4	2	14	5	5	0	0	2	8	1	3					
		1.46%	2.79%	1.17%	0.96%	1.10%	2.29%	3.29%	0.00%	0.00%	0.76%	2.60%	0.47%	1.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	2	1	0	10	1	0	0	0	0	1	0	1					
		0.43%	0.56%	0.29%	0.00%	0.79%	0.46%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.60%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	1	3	0	0	0	0	0	0	0	0					
		0.11%	0.00%	0.00%	0.48%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	461	45	40	25	217	14	12	8	3	21	39	29	8					
		12.43%	12.57%	11.73%	11.96%	17.06%	6.42%	7.89%	8.51%	2.63%	8.02%	12.66%	13.62%	4.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	0	3	0	6	0	1	0	0	0	0	0	0					
		0.27%	0.00%	0.88%	0.00%	0.47%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	1	0	2	0	0	0	0	0	0	0	0					
		0.08%	0.00%	0.29%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	176	11	6	9	85	9	4	5	2	8	28	0	9					
		4.75%	3.07%	1.76%	4.31%	6.68%	4.13%	2.63%	5.32%	1.75%	3.05%	9.09%	0.00%	5.36%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	243	7	26	10	110	8	13	7	4	11	19	19	9					
		6.55%	1.96%	7.62%	4.78%	8.65%	3.67%	8.55%	7.45%	3.51%	4.20%	6.17%	8.92%	5.36%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	24	1	2	0	12	1	2	1	0	2	1	0	2					
		0.65%	0.28%	0.59%	0.00%	0.94%	0.46%	1.32%	1.06%	0.00%	0.76%	0.32%	0.00%	1.19%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2679	280	256	159	794	178	115	73	102	217	209	161	135					
		72.23%	78.21%	75.07%	76.08%	62.42%	81.65%	75.66%	77.66%	89.47%	82.82%	67.86%	75.59%	80.36%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	10	0	0	2	4	1	0	0	0	0	2	1	0					
		0.27%	0.00%	0.00%	0.96%	0.31%	0.46%	0.00%	0.00%	0.00%	0.00%	0.65%	0.47%	0.00%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
