Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																		
Дата голосования: 04.12.2011																		
																		
Наименование Избирательной комиссии:    Знаменская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748					
1	"Число избирателей, внесенных в список избирателей"	4521	425	344	241	1774	274	274	125	298	370	214	182					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	4576	438	362	229	1759	282	271	132	301	391	219	192					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2588	201	226	140	1018	116	133	73	194	225	144	118					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	655	82	56	64	132	58	76	28	45	46	40	28					
6	Число погашенных избирательных бюллетеней	1333	155	80	25	609	108	62	31	62	120	35	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	655	82	56	64	132	58	76	28	45	46	40	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2588	201	226	140	1018	116	133	73	194	225	144	118					
9	Число недействительных избирательных бюллетеней	14	0	1	0	3	4	0	2	0	0	0	4					
10	Число действительных избирательных бюллетеней	3229	283	281	204	1147	170	209	99	239	271	184	142					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	282	31	30	24	70	23	24	10	20	25	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	51	3	4	6	10	0	5	0	9	3	1	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	17	1	1	3	7	0	2	1	0	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	231	28	26	18	60	23	19	10	11	22	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	115	11	24	0	23	9	2	5	9	18	8	6					
		3.55%	3.89%	8.51%	0.00%	2.00%	5.17%	0.96%	4.95%	3.77%	6.64%	4.35%	4.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	141	3	22	0	24	19	13	6	18	24	2	10					
		4.35%	1.06%	7.80%	0.00%	2.09%	10.92%	6.22%	5.94%	7.53%	8.86%	1.09%	6.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	2	6	0	0	1	1	0	0	1	1	0					
		0.37%	0.71%	2.13%	0.00%	0.00%	0.57%	0.48%	0.00%	0.00%	0.37%	0.54%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	722	113	32	39	259	57	60	18	27	85	15	17					
		22.26%	39.93%	11.35%	19.12%	22.52%	32.76%	28.71%	17.82%	11.30%	31.37%	8.15%	11.64%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	0	2	0	10	1	0	0	0	1	1	1					
		0.49%	0.00%	0.71%	0.00%	0.87%	0.57%	0.00%	0.00%	0.00%	0.37%	0.54%	0.68%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2212	153	194	165	826	83	133	70	185	138	157	108					
		68.21%	54.06%	68.79%	80.88%	71.83%	47.70%	63.64%	69.31%	77.41%	50.92%	85.33%	73.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	1	1	0	5	0	0	0	0	4	0	0					
		0.34%	0.35%	0.35%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	1.48%	0.00%	0.00%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
